parcode,trial,rt_mili,choice,item_left,item_right,subjidx,rt,response
0,57,1561,1,1.25,2,0,1.561,1
0,58,2037,-1,1.85,1.55,0,2.037,1
0,59,3620,1,1.85,2,0,3.62,1
0,60,1235,1,0.35,1.85,0,1.235,1
0,61,3726,1,1.4,1.7,0,3.726,1
0,62,1764,1,1.25,1.1,0,1.764,0
0,63,4016,-1,2,1.4,0,4.016,1
0,64,2365,1,1.1,2,0,2.365,1
0,65,1583,1,1.55,1.55,0,1.583,1
0,66,5406,-1,1.55,1.25,0,5.406,1
0,67,2418,1,1.25,2,0,2.418,1
0,68,5198,-1,1.4,1.25,0,5.198,1
0,69,4101,1,1.1,1.85,0,4.101,1
0,70,3167,1,1.55,2,0,3.167,1
0,71,1675,-1,1.85,0.95,0,1.675,1
0,72,1655,1,1.7,2,0,1.655,1
0,73,1870,-1,1.55,1.1,0,1.87,1
0,74,2637,-1,1.55,1.1,0,2.637,1
0,75,3613,1,2,2,0,3.613,1
0,76,1854,-1,2.3,1.55,0,1.854,1
0,77,1999,-1,2,1.55,0,1.999,1
0,78,1979,-1,2,1.1,0,1.979,1
0,79,1987,-1,2.3,1.1,0,1.987,1
0,80,2166,-1,1.85,1.1,0,2.166,1
0,81,2263,-1,2,1.55,0,2.263,1
0,82,1491,1,0.8,1.55,0,1.491,1
0,83,1697,-1,1.1,1.25,0,1.697,0
0,84,2250,1,1.55,1.7,0,2.25,1
0,85,2017,-1,1.7,1.25,0,2.017,1
0,86,2098,1,1.7,1.85,0,2.098,1
0,87,1744,-1,2,1.25,0,1.744,1
0,88,2002,-1,1.85,1.85,0,2.002,1
0,89,2099,-1,2,1.1,0,2.099,1
0,90,4340,-1,1.4,1.7,0,4.34,0
0,91,2085,1,1.55,1.85,0,2.085,1
0,92,2755,1,1.55,2,0,2.755,1
0,93,2265,-1,2,1.85,0,2.265,1
0,94,1866,1,1.25,1.7,0,1.866,1
0,95,2166,-1,1.85,0.35,0,2.166,1
0,96,4828,1,1.25,1.1,0,4.828,0
0,97,2376,-1,2,0.95,0,2.376,1
0,98,2106,-1,2,1.85,0,2.106,1
0,99,2328,-1,1.85,1.25,0,2.328,1
0,100,4574,-1,2,1.7,0,4.574,1
0,101,1708,1,1.1,1.4,0,1.708,1
0,102,1739,1,1.1,1.85,0,1.739,1
0,103,1466,1,0.35,1.1,0,1.466,1
0,104,4432,-1,1.7,2.3,0,4.432,0
0,105,1759,1,1.1,2,0,1.759,1
0,106,1533,1,1.1,2,0,1.533,1
0,107,1556,-1,1.25,0.65,0,1.556,1
0,108,1545,-1,1.55,1.55,0,1.545,1
0,109,1291,1,1.7,2,0,1.291,1
0,110,1544,1,1.4,1.55,0,1.544,1
0,111,4190,1,0.65,0.95,0,4.19,1
0,112,1712,1,0.65,1.85,0,1.712,1
0,113,2958,1,1.55,0.95,0,2.958,0
0,114,1618,-1,2.3,0.95,0,1.618,1
0,115,1474,-1,2,1.7,0,1.474,1
0,116,1715,-1,2,1.25,0,1.715,1
0,117,1819,1,1.1,1.1,0,1.819,1
0,118,1454,1,0.95,1.1,0,1.454,1
0,119,3480,-1,0.8,0.95,0,3.48,0
1,0,3113,1,0.5,0.8,1,3.113,1
1,1,4273,1,0.05,0.5,1,4.273,1
1,2,2400,-1,0.5,0.2,1,2.4,1
1,3,2710,1,0.35,0.5,1,2.71,1
1,4,3446,-1,0.5,0.2,1,3.446,1
1,5,3993,-1,0.65,0.5,1,3.993,1
1,6,2389,-1,0.65,0.05,1,2.389,1
1,7,1404,-1,0.2,0,1,1.404,1
1,8,3249,1,0.05,0.2,1,3.249,1
1,9,1822,-1,0.35,0,1,1.822,1
1,10,1994,-1,0.2,0,1,1.994,1
1,11,2700,-1,0.65,0.2,1,2.7,1
1,12,1886,-1,0.5,0,1,1.886,1
1,13,3326,1,0.65,0.65,1,3.326,1
1,14,3299,1,0.2,0.8,1,3.299,1
1,15,2521,1,0,0.65,1,2.521,1
1,16,2952,-1,0.05,0.5,1,2.952,0
1,17,2415,-1,0.35,0.2,1,2.415,1
1,18,3498,1,0.2,0.2,1,3.498,1
1,19,2270,1,0,0.2,1,2.27,1
1,20,2513,1,0.35,0.5,1,2.513,1
1,21,2738,1,0.65,0.35,1,2.738,0
1,22,3314,-1,0.35,0.5,1,3.314,0
1,23,3086,1,0.05,0.2,1,3.086,1
1,24,2393,1,0.5,0.5,1,2.393,1
1,25,2560,1,0.05,0.2,1,2.56,1
1,26,3130,-1,0.65,0.35,1,3.13,1
1,27,4404,-1,0.65,0.5,1,4.404,1
1,28,1777,-1,0.65,0.2,1,1.777,1
1,29,2386,-1,0.5,0.35,1,2.386,1
1,30,2762,-1,0.5,0.35,1,2.762,1
1,31,1868,-1,0.65,0.2,1,1.868,1
1,32,2631,-1,0.65,0.65,1,2.631,1
1,33,3073,-1,0.65,0.5,1,3.073,1
1,34,2059,1,0,0.35,1,2.059,1
1,35,1611,1,0.2,0.65,1,1.611,1
1,36,1721,-1,0.5,0,1,1.721,1
1,37,2535,1,0.2,0,1,2.535,0
1,38,2177,1,0.65,0.5,1,2.177,0
1,39,2577,1,0,0.65,1,2.577,1
1,40,2362,1,0.2,0.65,1,2.362,1
1,41,1504,1,0,0.2,1,1.504,1
1,42,1769,-1,0.5,0.05,1,1.769,1
1,43,1998,1,0.35,0.05,1,1.998,0
1,44,1194,1,0.35,0.5,1,1.194,1
1,45,1135,1,0.05,0.65,1,1.135,1
1,46,1716,-1,0.65,0.5,1,1.716,1
1,47,1320,-1,0.5,0.65,1,1.32,0
1,48,1241,1,0.2,0.5,1,1.241,1
1,49,1278,1,0.8,0.5,1,1.278,0
1,50,1160,-1,0.35,0.2,1,1.16,1
1,51,1596,-1,0.2,0.35,1,1.596,0
1,52,1158,-1,0.65,0.2,1,1.158,1
1,53,1504,1,0.5,0.5,1,1.504,1
1,54,1069,1,0,0.5,1,1.069,1
1,55,1009,1,0.2,0.65,1,1.009,1
1,56,1124,1,0.65,0.65,1,1.124,1
1,57,1174,-1,0.5,0.2,1,1.174,1
1,58,1020,-1,0.65,0,1,1.02,1
1,59,1150,1,0,0.35,1,1.15,1
1,60,1254,-1,0.65,0.5,1,1.254,1
1,61,1898,-1,0.5,0,1,1.898,1
1,62,1184,1,0.2,0.35,1,1.184,1
1,63,1012,-1,0.8,0,1,1.012,1
1,64,2056,-1,0.35,0.65,1,2.056,0
1,65,1025,-1,0.2,0,1,1.025,1
1,66,1123,1,0.35,0.5,1,1.123,1
1,67,1224,1,0,0.2,1,1.224,1
1,68,1927,-1,0.5,0.2,1,1.927,1
1,69,1103,-1,0.8,0.5,1,1.103,1
1,70,1177,1,0,0.5,1,1.177,1
1,71,1173,1,0.5,0.65,1,1.173,1
1,72,1127,1,0.35,0.35,1,1.127,1
1,73,1540,1,0.2,0.05,1,1.54,0
1,74,1574,1,0.35,0.5,1,1.574,1
1,75,1212,-1,0.2,0.05,1,1.212,1
1,76,1247,1,0.2,0.35,1,1.247,1
1,77,1096,1,0.2,0.65,1,1.096,1
1,78,1163,-1,0.65,0.2,1,1.163,1
1,79,1068,-1,0.35,0,1,1.068,1
1,80,1829,1,0.5,0.8,1,1.829,1
1,81,1958,1,0.05,0.5,1,1.958,1
1,82,1335,-1,0.5,0.2,1,1.335,1
1,83,1560,-1,0.35,0.5,1,1.56,0
1,84,1322,-1,0.5,0.2,1,1.322,1
1,85,1545,-1,0.65,0.5,1,1.545,1
1,86,1385,-1,0.65,0.05,1,1.385,1
1,87,2884,-1,0.2,0,1,2.884,1
1,88,1358,1,0.05,0.2,1,1.358,1
1,89,1663,-1,0.35,0,1,1.663,1
1,90,1382,-1,0.2,0,1,1.382,1
1,91,3400,-1,0.65,0.2,1,3.4,1
1,92,1058,-1,0.5,0,1,1.058,1
1,93,882,1,0.65,0.65,1,0.882,1
1,94,1057,1,0.2,0.8,1,1.057,1
1,95,1229,1,0,0.65,1,1.229,1
1,96,1375,-1,0.05,0.5,1,1.375,0
1,97,819,-1,0.35,0.2,1,0.819,1
1,98,1925,1,0.2,0.2,1,1.925,1
1,99,1062,1,0,0.2,1,1.062,1
1,100,1320,1,0.35,0.5,1,1.32,1
1,101,1068,1,0.65,0.35,1,1.068,0
1,102,1506,-1,0.35,0.5,1,1.506,0
1,103,883,1,0.05,0.2,1,0.883,1
1,104,959,1,0.5,0.5,1,0.959,1
1,105,1317,1,0.05,0.2,1,1.317,1
1,106,1176,-1,0.65,0.35,1,1.176,1
1,107,1196,-1,0.65,0.5,1,1.196,1
1,108,1045,-1,0.65,0.2,1,1.045,1
1,109,1060,-1,0.5,0.35,1,1.06,1
1,110,1112,-1,0.5,0.35,1,1.112,1
1,111,1471,-1,0.65,0.2,1,1.471,1
1,112,1188,-1,0.65,0.65,1,1.188,1
1,113,1411,-1,0.65,0.5,1,1.411,1
1,114,1345,1,0,0.35,1,1.345,1
1,115,992,1,0.2,0.65,1,0.992,1
1,116,816,-1,0.5,0,1,0.816,1
1,117,1740,1,0.2,0,1,1.74,0
1,118,1032,1,0.65,0.5,1,1.032,0
1,119,1124,1,0,0.65,1,1.124,1
2,0,4138,-1,0.95,0,2,4.138,1
2,1,1615,-1,1.1,0,2,1.615,1
2,2,1521,-1,0.95,0.5,2,1.521,1
2,3,1833,-1,2.3,0,2,1.833,1
2,4,1921,1,0.5,2.6,2,1.921,1
2,5,1472,-1,2,0.05,2,1.472,1
2,6,3630,-1,1.1,0.2,2,3.63,1
2,7,2730,-1,1.25,0.35,2,2.73,1
2,8,5770,-1,2.75,2.15,2,5.77,1
2,9,2833,-1,0.05,0.2,2,2.833,0
2,10,1616,-1,0.65,0,2,1.616,1
2,11,1776,1,0,1.4,2,1.776,1
2,12,1554,1,0.2,1.95,2,1.554,1
2,13,2881,-1,0,0,2,2.881,1
2,14,2592,-1,0.65,0,2,2.592,1
2,15,1966,1,0.95,2.3,2,1.966,1
2,16,4961,1,1.25,0.35,2,4.961,0
2,17,4289,1,0,0,2,4.289,1
2,18,2382,1,2,3,2,2.382,1
2,19,1627,-1,3,0,2,1.627,1
2,20,1506,1,0,2,2,1.506,1
2,21,3071,1,0,2.75,2,3.071,1
2,22,1683,1,0.5,2.9,2,1.683,1
2,23,1869,-1,2.3,0.95,2,1.869,1
2,24,1236,-1,0.35,0.05,2,1.236,1
2,25,5758,1,3,2.3,2,5.758,0
2,26,3641,-1,1.1,1.25,2,3.641,0
2,27,1984,-1,0,0,2,1.984,1
2,28,2387,1,0.35,3,2,2.387,1
2,29,1672,1,0.95,1.95,2,1.672,1
2,30,3178,-1,0.35,1.1,2,3.178,0
2,31,4034,-1,1.7,1.25,2,4.034,1
2,32,2266,1,0.2,1.25,2,2.266,1
2,33,9110,1,2.75,2.15,2,9.11,0
2,34,1914,-1,0.95,0.65,2,1.914,1
2,35,2310,1,2.6,2,2,2.31,0
2,36,3482,-1,0.35,0.5,2,3.482,0
2,37,2185,1,0,2.75,2,2.185,1
2,38,1643,1,0.5,0.65,2,1.643,1
2,39,6848,1,1.1,2.3,2,6.848,1
2,40,3014,-1,1.95,0.95,2,3.014,1
2,41,1248,-1,1.95,0.2,2,1.248,1
2,42,1962,-1,2,0,2,1.962,1
2,43,1814,1,0.35,2.85,2,1.814,1
2,44,2794,1,0,0,2,2.794,1
2,45,4583,-1,0.35,0.5,2,4.583,0
2,46,5363,1,0.2,0.2,2,5.363,1
2,47,3832,1,0.35,1.25,2,3.832,1
2,48,1041,-1,2.15,0,2,1.041,1
2,49,2045,1,0.05,2.75,2,2.045,1
2,50,1479,-1,2.6,0.5,2,1.479,1
2,51,1750,-1,0.35,1.25,2,1.75,0
2,52,2726,-1,2.9,1.1,2,2.726,1
2,53,2387,1,0.2,0.05,2,2.387,0
2,54,1629,1,0.5,2.6,2,1.629,1
2,55,3360,-1,2.75,0,2,3.36,1
2,56,1625,-1,2,2.6,2,1.625,0
2,57,1991,1,0,0.65,2,1.991,1
2,58,5695,1,0,0,2,5.695,1
2,59,1470,1,0.2,1.1,2,1.47,1
2,60,1108,1,0,2.3,2,1.108,1
2,61,1263,1,0,0.5,2,1.263,1
2,62,1223,1,0.65,2.3,2,1.223,1
2,63,944,1,0,2.15,2,0.944,1
2,64,966,-1,3,0.35,2,0.966,1
2,65,1471,-1,2.9,0.5,2,1.471,1
2,66,1325,-1,2.3,0.95,2,1.325,1
2,67,2047,-1,0.5,1.7,2,2.047,0
2,68,1318,1,0,0.65,2,1.318,1
2,69,1410,-1,2.6,2.75,2,1.41,0
2,70,1109,-1,1.1,0.65,2,1.109,1
2,71,2158,1,0,0.35,2,2.158,1
2,72,3687,-1,1.25,1.7,2,3.687,0
2,73,2117,-1,1.1,1.4,2,2.117,0
2,74,1499,-1,2.15,2.75,2,1.499,0
2,75,871,1,1.25,2.15,2,0.871,1
2,76,1230,-1,2.15,0.5,2,1.23,1
2,77,1466,-1,1.25,0.2,2,1.466,1
2,78,1764,1,2.3,2.85,2,1.764,1
2,79,2222,1,0,0.35,2,2.222,1
2,80,1351,-1,0.35,0,2,1.351,1
2,81,1418,1,0.5,0.95,2,1.418,1
2,82,1152,1,0,1.1,2,1.152,1
2,83,2764,1,1.25,1.1,2,2.764,0
2,84,2555,1,2.75,2.6,2,2.555,0
2,85,1966,1,0,3,2,1.966,1
2,86,1839,1,0.65,1.1,2,1.839,1
2,87,1619,-1,2.15,1.25,2,1.619,1
2,88,4705,1,2.3,3,2,4.705,1
2,89,1404,-1,0.65,0.5,2,1.404,1
2,90,2197,-1,2.3,0,2,2.197,1
2,91,2248,-1,2.85,2.3,2,2.248,1
2,92,2783,-1,2.3,1.1,2,2.783,1
2,93,1276,1,0.5,0.35,2,1.276,0
2,94,1925,-1,0.35,0,2,1.925,1
2,95,1836,-1,3,2,2,1.836,1
2,96,2134,-1,2.3,0.65,2,2.134,1
2,97,1352,1,0,2.15,2,1.352,1
2,98,1285,-1,2.85,0.35,2,1.285,1
2,99,1344,1,0,0.95,2,1.344,1
2,100,1834,1,1.7,0.5,2,1.834,0
2,101,2169,1,1.1,0.35,2,2.169,0
2,102,1192,-1,2.15,0,2,1.192,1
2,103,1448,1,1.1,2.9,2,1.448,1
2,104,1618,1,0.05,2,2,1.618,1
2,105,2337,-1,0.2,0.2,2,2.337,1
2,106,1817,-1,2.75,0,2,1.817,1
2,107,953,-1,2.75,0.05,2,0.953,1
2,108,1666,1,0.65,0.95,2,1.666,1
2,109,1120,-1,2.6,0.5,2,1.12,1
2,110,1819,1,0.95,2.3,2,1.819,1
2,111,1672,1,1.4,1.1,2,1.672,0
2,112,4290,-1,0.5,0,2,4.29,1
2,113,1477,1,2.15,2.75,2,1.477,1
2,114,1372,1,0,2.3,2,1.372,1
2,115,1507,1,0.5,2.15,2,1.507,1
2,116,2567,-1,1.4,0,2,2.567,1
2,117,1513,1,0,0,2,1.513,1
2,118,1648,1,0.05,0.35,2,1.648,1
2,119,1125,1,0.5,0.35,2,1.125,0
3,0,3916,-1,0,0,3,3.916,1
3,1,2427,-1,2.45,0.65,3,2.427,1
3,2,3746,1,0.05,0.35,3,3.746,1
3,3,3621,-1,1.1,0.35,3,3.621,1
3,4,2167,1,1.55,0.95,3,2.167,0
3,5,2378,-1,2.45,1.55,3,2.378,1
3,6,3483,-1,1.1,0.65,3,3.483,1
3,7,2759,1,0,0.95,3,2.759,1
3,8,11236,1,0.05,0.65,3,11.236,1
3,9,2620,1,0.05,0.95,3,2.62,1
3,10,5035,-1,0.95,1.1,3,5.035,0
3,11,6939,-1,1.4,1.25,3,6.939,1
3,12,2210,1,0,0.95,3,2.21,1
3,13,1773,1,0.05,1.4,3,1.773,1
3,14,1790,1,0,0.65,3,1.79,1
3,15,4010,1,1.55,0.2,3,4.01,0
3,16,2599,1,0,1.25,3,2.599,1
3,17,8879,-1,2.45,0.65,3,8.879,1
3,18,2397,-1,1.4,0.65,3,2.397,1
3,19,2316,-1,0.65,0.05,3,2.316,1
3,20,1897,-1,1.7,0.65,3,1.897,1
3,21,7320,1,0.5,0.65,3,7.32,1
3,22,3510,-1,0.05,0,3,3.51,1
3,23,2683,1,0.05,1.55,3,2.683,1
3,24,1943,1,0.05,0.65,3,1.943,1
3,25,1684,-1,0.65,0.2,3,1.684,1
3,26,3811,1,0.95,1.4,3,3.811,1
3,27,1739,1,0.5,1.25,3,1.739,1
3,28,2891,-1,0.8,0.35,3,2.891,1
3,29,4217,1,0.65,2.3,3,4.217,1
3,30,6103,1,0.95,0.95,3,6.103,1
3,31,5579,-1,0.8,0.8,3,5.579,1
3,32,4646,1,0.8,0.35,3,4.646,0
3,33,4253,1,0.05,0.95,3,4.253,1
3,34,2616,1,1.25,0.95,3,2.616,0
3,35,5075,-1,0.95,0.8,3,5.075,1
3,36,2093,-1,0.65,0.8,3,2.093,0
3,37,4899,1,1.1,1.55,3,4.899,1
3,38,4563,1,1.1,0.95,3,4.563,0
3,39,2354,-1,0.95,0,3,2.354,1
3,40,3952,1,0,0.05,3,3.952,1
3,41,1354,-1,1.25,0.5,3,1.354,1
3,42,1708,1,0.95,1.1,3,1.708,1
3,43,1662,-1,0.95,1.25,3,1.662,0
3,44,3300,-1,1.4,0.95,3,3.3,1
3,45,2187,1,0.35,1.55,3,2.187,1
3,46,1537,-1,0.95,0,3,1.537,1
3,47,4601,1,0.05,0.95,3,4.601,1
3,48,1768,-1,0,0.05,3,1.768,0
3,49,2069,-1,1.7,1.4,3,2.069,1
3,50,3884,1,0,0,3,3.884,1
3,51,1877,1,0.05,1.1,3,1.877,1
3,52,1563,-1,1.4,0,3,1.563,1
3,53,1706,1,0,1.1,3,1.706,1
3,54,4268,-1,0.95,0.95,3,4.268,1
3,55,1762,1,0.65,1.7,3,1.762,1
3,56,1773,1,0.35,1.1,3,1.773,1
3,57,7000,-1,0.95,0.05,3,7,1
3,58,3982,-1,0.65,0,3,3.982,1
3,59,1869,-1,0.95,0,3,1.869,1
3,60,2105,-1,0.95,0,3,2.105,1
3,61,1507,-1,0.95,0.05,3,1.507,1
3,62,2742,1,0.35,0.8,3,2.742,1
3,63,2430,1,0.05,0.65,3,2.43,1
3,64,2550,1,0,0.5,3,2.55,1
3,65,2499,1,1.1,0.5,3,2.499,0
3,66,3249,-1,0.95,1.1,3,3.249,0
3,67,2161,1,0,1.55,3,2.161,1
3,68,2270,1,0.8,0.95,3,2.27,1
3,69,2322,-1,0.65,0,3,2.322,1
3,70,1885,1,0,0.05,3,1.885,1
3,71,2328,1,0.05,0.95,3,2.328,1
3,72,1789,1,0,0.95,3,1.789,1
3,73,3082,1,1.1,0.95,3,3.082,0
3,74,2710,1,0.95,2.3,3,2.71,1
3,75,3318,-1,2.45,1.1,3,3.318,1
3,76,1596,-1,1.55,0.05,3,1.596,1
3,77,2020,1,0.95,1.55,3,2.02,1
3,78,1498,-1,1.25,0,3,1.498,1
3,79,3854,1,0.35,0.8,3,3.854,1
3,80,3897,-1,0.95,0.8,3,3.897,1
3,81,1515,-1,0.95,1.55,3,1.515,0
3,82,2095,1,0.8,0.65,3,2.095,0
3,83,1847,-1,1.55,0.95,3,1.847,1
3,84,3787,1,0.65,0.5,3,3.787,0
3,85,3488,-1,1.55,1.1,3,3.488,1
3,86,4082,1,0.8,0.95,3,4.082,1
3,87,2037,1,0.2,0.65,3,2.037,1
3,88,1874,1,0.8,0.8,3,1.874,1
3,89,1663,1,0,1.4,3,1.663,1
3,90,5986,-1,0.8,0.35,3,5.986,1
3,91,7087,1,1.25,1.4,3,7.087,1
3,92,1695,1,0,0.65,3,1.695,1
3,93,1739,1,0.65,1.4,3,1.739,1
3,94,3157,-1,2.3,0.65,3,3.157,1
3,95,1509,-1,1.1,0,3,1.509,1
3,96,4811,1,0.65,2.45,3,4.811,1
3,97,1924,-1,0.95,0.05,3,1.924,1
3,98,1294,-1,0.65,0.05,3,1.294,1
3,99,1835,-1,0.2,1.55,3,1.835,0
3,100,2191,1,0,0.95,3,2.191,1
3,101,1573,1,1.4,1.7,3,1.573,1
3,102,2013,-1,2.3,0.95,3,2.013,1
3,103,1253,-1,1.55,0.35,3,1.253,1
3,104,2332,-1,0.5,0,3,2.332,1
3,105,3469,1,1.55,2.45,3,3.469,1
3,106,7005,-1,0.35,0.8,3,7.005,0
3,107,4749,-1,0.95,0.05,3,4.749,1
3,108,2096,1,1.1,2.45,3,2.096,1
3,109,1272,-1,1.55,0,3,1.272,1
3,110,3300,-1,0.35,0.05,3,3.3,1
3,111,1336,-1,1.1,0.05,3,1.336,1
3,112,1260,-1,1.4,0.05,3,1.26,1
3,113,1340,-1,0.05,0,3,1.34,1
3,114,3912,-1,0.65,0.05,3,3.912,1
3,115,1344,-1,0.05,0,3,1.344,1
3,116,3005,1,0.65,1.1,3,3.005,1
3,117,1676,-1,1.1,0.95,3,1.676,1
3,118,2666,-1,0.5,1.1,3,2.666,0
3,119,1883,1,0.65,2.45,3,1.883,1
4,0,1944,-1,0.05,0,4,1.944,1
4,1,3591,1,0,0,4,3.591,1
4,2,1669,-1,0.8,0.65,4,1.669,1
4,3,1473,-1,0.6,0,4,1.473,1
4,4,1379,1,0,0.65,4,1.379,1
4,5,2554,1,0,0,4,2.554,1
4,6,1539,-1,0.5,0,4,1.539,1
4,7,1370,1,0,0,4,1.37,1
4,8,1375,1,0,0.95,4,1.375,1
4,9,3063,1,0.05,0.2,4,3.063,1
4,10,1369,1,0,0.05,4,1.369,1
4,11,1598,1,0,0.95,4,1.598,1
4,12,1833,-1,0,0,4,1.833,1
4,13,1252,1,0.35,0.8,4,1.252,1
4,14,1773,-1,0.65,0,4,1.773,1
4,15,1471,1,0,0.8,4,1.471,1
4,16,3207,-1,0.5,0,4,3.207,1
4,17,1903,-1,0,0,4,1.903,1
4,18,2550,-1,1.1,0.05,4,2.55,1
4,19,1988,-1,0.2,0,4,1.988,1
4,20,1531,-1,1.1,0,4,1.531,1
4,21,4111,1,0.5,0.65,4,4.111,1
4,22,5355,1,0,0,4,5.355,1
4,23,1387,-1,1.1,0,4,1.387,1
4,24,1688,-1,0.6,0.35,4,1.688,1
4,25,3569,1,0,0.05,4,3.569,1
4,26,1619,1,0.5,1.1,4,1.619,1
4,27,4123,1,0,0,4,4.123,1
4,28,1834,1,0,0,4,1.834,1
4,29,1416,1,0.05,0.2,4,1.416,1
4,30,1288,1,0,0.8,4,1.288,1
4,31,1361,1,0,1.1,4,1.361,1
4,32,1465,1,0.05,0,4,1.465,0
4,33,1650,-1,0.05,0,4,1.65,1
4,34,2292,1,0,0,4,2.292,1
4,35,1348,1,0,0.5,4,1.348,1
4,36,1407,-1,0.8,0.5,4,1.407,1
4,37,1486,1,0,0.8,4,1.486,1
4,38,1610,1,0.5,0.95,4,1.61,1
4,39,2680,-1,0,0,4,2.68,1
4,40,2420,-1,0,0,4,2.42,1
4,41,2161,-1,0,0,4,2.161,1
4,42,1342,-1,0.8,0,4,1.342,1
4,43,1253,1,0,0,4,1.253,1
4,44,1262,-1,0.8,0,4,1.262,1
4,45,1895,1,0,0,4,1.895,1
4,46,2956,-1,0.65,0.5,4,2.956,1
4,47,1518,-1,0.8,0,4,1.518,1
4,48,1020,1,0,1.1,4,1.02,1
4,49,1407,-1,0,0,4,1.407,1
4,50,2155,-1,0.5,0,4,2.155,1
4,51,1575,1,0,0.65,4,1.575,1
4,52,1830,-1,0,0,4,1.83,1
4,53,1061,-1,0,0,4,1.061,1
4,54,1095,1,0.5,0.8,4,1.095,1
4,55,1536,1,0,0,4,1.536,1
4,56,1046,-1,1.1,0,4,1.046,1
4,57,1951,-1,0.8,0.35,4,1.951,1
4,58,1306,-1,0,0,4,1.306,1
4,59,1983,1,0,0.2,4,1.983,1
4,60,1847,-1,0,0.2,4,1.847,0
4,61,1761,1,0.05,0.95,4,1.761,1
4,62,2454,-1,0.05,0,4,2.454,1
4,63,2720,1,0.35,0,4,2.72,0
4,64,1076,-1,0.2,0.05,4,1.076,1
4,65,1871,1,0,0.8,4,1.871,1
4,66,926,-1,0.65,0.05,4,0.926,1
4,67,1366,-1,0.05,0,4,1.366,1
4,68,1282,1,0,1.1,4,1.282,1
4,69,1485,1,0,0.05,4,1.485,1
4,70,2086,-1,0.8,0.05,4,2.086,1
4,71,1351,-1,0.65,0,4,1.351,1
4,72,1516,-1,0,0.5,4,1.516,0
4,73,1085,1,0,0,4,1.085,1
4,74,1580,-1,0.35,0,4,1.58,1
4,75,1235,-1,0.8,0,4,1.235,1
4,76,1850,1,0.8,0.8,4,1.85,1
4,77,1398,1,0.05,1.1,4,1.398,1
4,78,1486,1,0,0.5,4,1.486,1
4,79,4333,-1,0,0,4,4.333,1
4,80,2015,-1,0.5,0,4,2.015,1
4,81,1236,-1,0.95,0,4,1.236,1
4,82,1346,1,0,0,4,1.346,1
4,83,1235,1,0.65,0.8,4,1.235,1
4,84,1382,1,0,0,4,1.382,1
4,85,1491,1,0,0,4,1.491,1
