Subject,Included,Session,Item_ID,Item,Onset,Size,Value,Confidence,Match,Familiarity,Consumption_rate,RT1,RT2,Age,Years_in_UK,Grams,Energy,Fat,of_which_saturates,Carbohydrate,of_which_sugars,Fibre,Protein,Salt,Size1,Size2,Size3,Real_price,Assigned_price 
30,1,4,58,58_picnic_2.png,52.1,0.1083333,       NaN,3.95,NaN,1,1,0.71519,1.4998,21,15,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
30,1,4,50,50_nestle_toffeecrisp_bar_2.png,56.4,0.1066667,       NaN,NaN,4.9,2,1,3.2486,1.1324,21,15,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.5
30,1,4,51,51_maynards_winegums_2.png,60.6,0.2233333,       NaN,4.5,NaN,3,3,2.6327,2.5997,21,15,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1
30,1,4,45,45_kitkat_2.png,64.5,0.2233333,       NaN,NaN,2.6,3,3,3.0994,2.2163,21,15,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,1
30,1,4,4,4_smarties_2.png,68.7,0.13,       NaN,NaN,2.4,3,3,2.665,2.2163,21,15,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,1.5
30,1,4,7,7_haribo_tangfastics_2.png,72.9,0.23,       NaN,4,NaN,3,3,2.8653,2.4997,21,15,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,0.5
30,1,4,3,3_nestle_rolo_2.png,77,0.03166667,       NaN,4.65,NaN,2,2,1.3329,3.383,21,15,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,1
30,1,4,32,32_bakewell_slices_2.png,81.2,0.1766667,       NaN,NaN,4.5,3,2,4.3993,2.1331,21,15,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,3
30,1,4,29,29_mms_plain_2.png,85.1,0.1933333,       NaN,NaN,2.3,3,3,3.7661,1.7164,21,15,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,2
30,1,4,49,49_mccoys_salt_and_vinegar_crisps_2.png,89.5,0.205,       NaN,4.55,NaN,3,3,2.9993,2.3165,21,15,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.5
30,1,4,2,2_starburst_original_2.png,93.3,0.02333333,       NaN,NaN,5.4,3,2,2.9494,1.4997,21,15,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,1
30,1,4,30,30_cookies_2.png,97.5,0.1483333,       NaN,5.2,NaN,3,1,3.4662,2.3831,21,15,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,2
30,1,4,19,19_peanuts_2.png,101.5,0.3316667,       NaN,2.05,NaN,3,2,4.366,1.5497,21,15,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1
30,1,4,13,13_lindt_vanilla_2.png,105.4,0.175,       NaN,NaN,5.2,3,1,3.4162,1.883,21,15,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,2
30,1,4,44,44_caramel_rice_crisps_2.png,109.6,0.25,       NaN,1.25,NaN,2,1,5.2826,3.1663,21,15,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,1.5
30,1,4,43,43_marshmallows_2.png,113.7,0.3566667,       NaN,5.25,NaN,3,3,1.2828,0.81639,21,15,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,2
30,1,4,14,14_bounty_2.png,117.6,0.06166667,       NaN,NaN,2,3,3,4.915,2.5664,21,15,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.5
30,1,4,33,33_milkybar_2.png,121.5,0.2016667,       NaN,4.3,NaN,3,3,4.7826,2.3659,21,15,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,2
30,1,4,41,41_eat_natural_almond_apricot_2.png,125.6,0.115,       NaN,NaN,1.8,2,1,3.1994,1.7997,21,15,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,1.5
30,1,4,61,61_cadbury_fingers_2.png,130,0.3683333,       NaN,4.6,NaN,3,3,3.916,1.7331,21,15,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,3
30,1,4,55,55_tyrell_veg_crisps_2.png,134.1,0.2016667,       NaN,NaN,5.15,2,1,2.5494,1.2997,21,15,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,2.5
30,1,4,42,42_bassetts_licorice_allsorts_2.png,138.2,0.2983333,       NaN,NaN,4.1,3,2,5.1326,1.666,21,15,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,2
30,1,4,25,25_mars_2.png,142.3,0.06,       NaN,4.2,NaN,3,3,2.4827,1.0332,21,15,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,0.5
30,1,4,65,65_walkers_ready_salted_2.png,146.5,0.3733333,       NaN,5,NaN,3,3,5.1994,1.5831,21,15,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,0.5
30,1,4,18,18_jacobs_mini_cheddars_2.png,150.8,0.2883333,       NaN,4.55,NaN,3,3,4.166,3.9663,21,15,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.5
30,1,4,26,26_mms_peanut_2.png,154.5,0.255,       NaN,5.5,NaN,3,3,1.0161,1.3997,21,15,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.5
30,1,4,62,62_mcvities_digestives_2.png,158.6,0.2316667,       NaN,NaN,2.15,3,3,3.6327,1.2992,21,15,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,2.5
30,1,4,36,36_jelly_babies_berry_mix_2.png,162.7,0.4033333,       NaN,NaN,4.65,3,3,2.5327,2.2997,21,15,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,2
30,1,4,5,5_cadbury_wispa_2.png,166.8,0.05166667,       NaN,NaN,4,3,2,2.5327,2.0663,21,15,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,1
30,1,4,24,24_wonderful_almonds_2.png,170.9,0.1766667,       NaN,2.35,NaN,3,1,4.4827,3.2163,21,15,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,2
30,1,4,53,53_pombear_cheese_and_onion_2.png,175,0.2083333,       NaN,NaN,1.35,3,2,5.1493,2.1163,21,15,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.5
30,1,4,35,35_gb_butterscotch_2.png,178.9,0.175,       NaN,NaN,2.25,3,2,3.7994,0.98305,21,15,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,1.5
30,1,4,9,9_mega_monster_munch_2.png,182.9,0.3616667,       NaN,5,NaN,1,1,3.8983,2.0164,21,15,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.7
30,1,4,38,38_gb_ginger_2.png,187.2,0.1283333,       NaN,NaN,4.5,3,3,2.866,2.4665,21,15,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,1.5
30,1,4,39,39_mentos_mint_2.png,191.3,0.02166667,       NaN,5.25,NaN,3,2,1.1828,2.2997,21,15,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,1
30,1,4,22,22_kellogs_strawberry_bars_2.png,195.4,0.1416667,       NaN,2.85,NaN,3,2,2.6661,3.5996,21,15,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,1
30,1,4,70,70_food_doctor_apple_walnut_bar_2.png,199.3,0.1933333,       NaN,NaN,2.05,2,1,5.2326,1.7332,21,15,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,1.5
30,1,4,37,37_dairy_milk_fruit_and_nut_2.png,203.4,0.195,       NaN,4.1,NaN,3,3,1.699,3.9823,21,15,110,495,26,14.5,55.5,54.5,1.3,8.3,0.2,19,8,1,£1.50 ,1
30,1,4,23,23_twix_2.png,207.6,0.1183333,       NaN,NaN,2.3,3,3,4.4827,1.683,21,15,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,1
30,1,4,21,21_pistachios_2.png,211.7,0.215,       NaN,NaN,2.15,2,1,2.8827,1.5997,21,15,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,2
30,1,4,28,28_hobnob_flapjack_2.png,216,0.1683333,       NaN,2.35,NaN,3,2,2.1828,2.2497,21,15,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,2.5
30,1,4,17,17_fruit_pastilles_2.png,220.2,0.14,       NaN,4.95,NaN,3,3,4.2993,1.483,21,15,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.7
30,1,4,12,12_sunbites_popcorn_2.png,224.5,0.2366667,       NaN,4.75,NaN,3,1,4.6316,1.1164,21,15,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,0.7
30,1,4,52,52_walkers_french_fries_2.png,228.5,0.2216667,       NaN,NaN,2.3,3,2,5.1317,1.633,21,15,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.5
30,1,4,34,34_milkyway_2.png,232.8,0.2,       NaN,NaN,2.85,3,3,4.0827,1.1831,21,15,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.5
30,1,4,11,11_walkers_baked_crisps_2.png,236.7,0.3016667,       NaN,5.25,NaN,3,3,3.0494,1.5331,21,15,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.7
30,1,4,20,20_sour_cream_and_chive_rice_crisps_2.png,240.6,0.2133333,       NaN,5.15,NaN,3,3,3.366,2.2159,21,15,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,1
30,1,4,64,64_walkers_cheese_and_onion_2.png,244.5,0.2766667,       NaN,2.5,NaN,3,3,3.816,2.5665,21,15,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,0.5
30,1,4,8,8_skittles_wildberry_2.png,248.6,0.1833333,       NaN,2.55,NaN,3,3,4.016,2.8996,21,15,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1
30,1,4,56,56_lindt_cremebrulee_2.png,252.5,0.1483333,       NaN,NaN,4.8,2,1,3.4327,2.083,21,15,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,2
30,1,4,15,15_hovis_crackers_2.png,256.8,0.1216667,       NaN,NaN,2.35,2,1,4.9326,1.0831,21,15,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,1
30,1,4,10,10_doritos_chilli_2.png,261,0.14,       NaN,NaN,4.9,3,3,2.6651,1.4997,21,15,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.5
30,1,4,31,31_nuts_raisins_2.png,265.1,0.065,       NaN,4.7,NaN,2,1,4.5827,1.783,21,15,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,1.5
30,1,4,1,1_galaxy_bar_2.png,269.4,0.145,       NaN,NaN,5,3,3,1.9494,2.8164,21,15,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,1
30,1,4,6,6_nestle_aero_mint_2.png,273.6,0.09,       NaN,NaN,4.2,3,3,5.1328,1.9997,21,15,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,1
30,1,4,66,66_frys_turkish_delight_2.png,277.5,0.1283333,       NaN,1.95,NaN,3,2,5.1494,2.3664,21,15,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,0.7
30,1,4,59,59_sour_patch_kids_2.png,281.5,0.375,       NaN,NaN,2.65,1,1,3.1317,1.183,21,15,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,0.7
30,1,4,57,57_crunch_2.png,285.4,0.19,       NaN,NaN,1.95,1,1,4.8993,1.0331,21,15,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1
31,1,1,61,61_cadbury_fingers_1.png,3.1,0.375,      NaN,4.8,NaN,3,3,3.145,1.5495,36 Years Old,36 Years,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,2
31,1,1,49,49_mccoys_salt_and_vinegar_crisps_1.png,7.4,0.4383333,      NaN,4.55,NaN,3,3,3.5655,1.333,36 Years Old,36 Years,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.8
31,1,1,63,63_mcvities_hobnob_1.png,11.5,0.3383333,      NaN,4.1,NaN,3,3,2.0328,2.833,36 Years Old,36 Years,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1.5
31,1,1,50,50_nestle_toffeecrisp_bar_1.png,15.4,0.1083333,      NaN,3.95,NaN,3,3,5.2823,2.2996,36 Years Old,36 Years,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.7
31,1,1,55,55_tyrell_veg_crisps_1.png,19.3,0.1166667,      NaN,3.85,NaN,3,2,4.2827,1.9664,36 Years Old,36 Years,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,1.8
31,1,1,16,16_raisins_1.png,23.4,0.1416667,      NaN,3.8,NaN,2,2,3.4994,2.5996,36 Years Old,36 Years,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,1.2
31,1,1,67,67_nestle_aero_1.png,27.4,0.1083333,      NaN,2.6,NaN,3,3,3.4827,1.9161,36 Years Old,36 Years,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
31,1,1,66,66_frys_turkish_delight_1.png,31.3,0.425,      NaN,3.75,NaN,3,3,4.3493,2.1329,36 Years Old,36 Years,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,0.7
31,1,1,36,36_jelly_babies_berry_mix_1.png,35.3,0.375,      NaN,NaN,3.8,3,2,4.0494,3.0165,36 Years Old,36 Years,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.5
31,1,1,62,62_mcvities_digestives_1.png,39.3,0.2433333,      NaN,NaN,4.15,3,3,5.2659,2.0497,36 Years Old,36 Years,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.3
31,1,1,1,1_galaxy_bar_1.png,43.3,0.09333333,      NaN,NaN,4.8,3,3,3.2991,2.4162,36 Years Old,36 Years,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,0.7
31,1,1,43,43_marshmallows_1.png,47.5,0.425,      NaN,4.05,NaN,2,1,4.6827,2.5996,36 Years Old,36 Years,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,1.8
31,1,1,3,3_nestle_rolo_1.png,51.8,0.07833333,      NaN,4.8,NaN,3,2,3.4327,1.9665,36 Years Old,36 Years,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,0.65
31,1,1,17,17_fruit_pastilles_1.png,56,0.04166667,      NaN,4.75,NaN,3,3,2.0825,3.2497,36 Years Old,36 Years,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.75
31,1,1,21,21_pistachios_1.png,60.5,0.4,      NaN,NaN,4.7,2,2,5.2826,3.9829,36 Years Old,36 Years,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,1.2
31,1,1,6,6_nestle_aero_mint_1.png,64.5,0.07333333,      NaN,NaN,3.9,3,2,4.7159,1.7664,36 Years Old,36 Years,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,0.7
31,1,1,46,46_toblerone_1.png,68.4,0.1166667,      NaN,1.75,NaN,3,3,5.2327,2.2661,36 Years Old,36 Years,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,1
31,1,1,11,11_walkers_baked_crisps_1.png,72.5,0.1783333,      NaN,NaN,4.7,3,2,4.6991,2.3497,36 Years Old,36 Years,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.7
31,1,1,9,9_mega_monster_munch_1.png,76.8,0.2083333,      NaN,NaN,4.65,3,3,3.7661,3.3663,36 Years Old,36 Years,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.8
31,1,1,35,35_gb_butterscotch_1.png,81.3,0.28,      NaN,1.65,NaN,3,2,5.2827,2.9829,36 Years Old,36 Years,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,2
31,1,1,47,47_rocky_road_1.png,84.9,0.255,      NaN,NaN,3.8,3,2,2.7494,1.1165,36 Years Old,36 Years,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1.3
31,1,1,27,27_snickers_1.png,88.9,0.1083333,      NaN,4.9,NaN,3,3,2.5661,2.5497,36 Years Old,36 Years,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,0.6
31,1,1,23,23_twix_1.png,92.8,0.07666667,      NaN,4.4,NaN,3,2,2.4327,1.2996,36 Years Old,36 Years,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,0.65
31,1,1,44,44_caramel_rice_crisps_1.png,97,0.36,      NaN,4.85,NaN,2,2,3.7828,2.8996,36 Years Old,36 Years,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,0.9
31,1,1,18,18_jacobs_mini_cheddars_1.png,101.3,0.1866667,      NaN,4.9,NaN,3,2,4.766,1.883,36 Years Old,36 Years,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.7
31,1,1,28,28_hobnob_flapjack_1.png,105.4,0.1633333,      NaN,3.5,NaN,2,2,2.4826,1.7832,36 Years Old,36 Years,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,0.65
31,1,1,41,41_eat_natural_almond_apricot_1.png,109.6,0.18,      NaN,4.95,NaN,3,2,4.9327,3.3828,36 Years Old,36 Years,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,1
31,1,1,65,65_walkers_ready_salted_1.png,113.5,0.2533333,      NaN,NaN,1.5,3,3,3.6826,3.8163,36 Years Old,36 Years,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,0.7
31,1,1,68,68_cadbury_fudge_1.png,117.4,0.008333333,      NaN,2.2,NaN,3,3,4.0327,1.933,36 Years Old,36 Years,25.5,445,15,8.2,74.5,64.5,0.5,2.5,0.35,13,2,1,£0.21 ,0.4
31,1,1,30,30_cookies_1.png,121.4,0.285,      NaN,5.1,NaN,1,1,3.6162,3.3663,36 Years Old,36 Years,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,2.25
31,1,1,51,51_maynards_winegums_1.png,125.3,0.2533333,      NaN,3.6,NaN,3,3,4.0327,2.883,36 Years Old,36 Years,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1.5
31,1,1,52,52_walkers_french_fries_1.png,129.5,0.22,      NaN,NaN,4.55,3,2,5.0828,1.8662,36 Years Old,36 Years,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.65
31,1,1,70,70_food_doctor_apple_walnut_bar_1.png,133.8,0.06333333,      NaN,4.5,NaN,2,1,4.1993,3.0642,36 Years Old,36 Years,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,1
31,1,1,31,31_nuts_raisins_1.png,137.7,0.345,      NaN,4.2,NaN,2,2,4.7327,2.0161,36 Years Old,36 Years,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,2.5
31,1,1,24,24_wonderful_almonds_1.png,142,0.2666667,      NaN,NaN,3.85,2,2,5.0324,2.833,36 Years Old,36 Years,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,1.75
31,1,1,53,53_pombear_cheese_and_onion_1.png,145.8,0.39,      NaN,4.35,NaN,3,2,3.0657,1.3997,36 Years Old,36 Years,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.8
31,1,1,33,33_milkybar_1.png,149.9,0.27,      NaN,NaN,4.65,3,2,4.2492,3.5496,36 Years Old,36 Years,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,1.3
31,1,1,14,14_bounty_1.png,153.8,0.09,      NaN,NaN,4.5,3,3,1.8161,3.833,36 Years Old,36 Years,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
31,1,1,20,20_sour_cream_and_chive_rice_crisps_1.png,157.9,0.1866667,      NaN,NaN,5,3,2,4.3993,2.2997,36 Years Old,36 Years,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.8
31,1,1,22,22_kellogs_strawberry_bars_1.png,162.1,0.175,      NaN,NaN,4.15,2,2,4.4827,2.9163,36 Years Old,36 Years,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.65
31,1,1,26,26_mms_peanut_1.png,165.9,0.265,      NaN,NaN,3.65,3,3,4.916,1.7497,36 Years Old,36 Years,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.5
31,1,1,2,2_starburst_original_1.png,169.8,0.08,      NaN,3.35,NaN,3,2,4.3494,1.5831,36 Years Old,36 Years,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,0.6
31,1,1,15,15_hovis_crackers_1.png,173.7,0.07,      NaN,NaN,1.7,2,2,5.1659,3.9497,36 Years Old,36 Years,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,2
31,1,1,59,59_sour_patch_kids_1.png,177.8,0.165,      NaN,NaN,3.4,3,2,1.5661,1.7332,36 Years Old,36 Years,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,1.5
31,1,1,69,69_nestle_lion_1.png,181.9,0.09833333,      NaN,NaN,4.8,3,3,3.7161,1.8164,36 Years Old,36 Years,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.7
31,1,1,42,42_bassetts_licorice_allsorts_1.png,186.2,0.1583333,      NaN,NaN,4.85,3,3,3.7827,3.3661,36 Years Old,36 Years,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,1.5
31,1,1,5,5_cadbury_wispa_1.png,190.2,0.065,      NaN,NaN,3.3,3,3,3.016,3.9163,36 Years Old,36 Years,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,0.6
31,1,1,10,10_doritos_chilli_1.png,194.5,0.2533333,      NaN,4.4,NaN,3,2,2.9994,2.0164,36 Years Old,36 Years,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.8
31,1,1,39,39_mentos_mint_1.png,198.6,0.05833333,      NaN,NaN,4.75,2,2,2.8661,3.3996,36 Years Old,36 Years,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.8
31,1,1,54,54_guylian_1.png,202.7,0.2683333,      NaN,NaN,4.45,3,2,2.0659,1.5497,36 Years Old,36 Years,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,1.3
31,1,1,29,29_mms_plain_1.png,206.9,0.27,      NaN,2.45,NaN,3,2,4.2995,1.7661,36 Years Old,36 Years,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.5
31,1,1,19,19_peanuts_1.png,210.8,0.39,      NaN,NaN,3.65,3,3,1.366,1.8163,36 Years Old,36 Years,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,0.7
31,1,1,7,7_haribo_tangfastics_1.png,214.9,0.2716667,      NaN,4.65,NaN,3,3,3.5327,3.9831,36 Years Old,36 Years,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.5
31,1,1,34,34_milkyway_1.png,219,0.1216667,      NaN,4.9,NaN,3,2,3.5496,1.8997,36 Years Old,36 Years,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.55
31,1,1,38,38_gb_ginger_1.png,223,0.1616667,      NaN,NaN,3.6,3,2,4.2993,2.3662,36 Years Old,36 Years,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,2
31,1,1,56,56_lindt_cremebrulee_1.png,226.8,0.2416667,      NaN,2.9,NaN,2,1,2.7327,1.283,36 Years Old,36 Years,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,2
31,1,1,64,64_walkers_cheese_and_onion_1.png,230.7,0.2583333,      NaN,4.3,NaN,3,3,2.3994,3.333,36 Years Old,36 Years,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,0.7
31,1,1,25,25_mars_1.png,234.6,0.1016667,      NaN,2.25,NaN,3,3,5.2492,2.2997,36 Years Old,36 Years,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,0.6
31,1,1,45,45_kitkat_1.png,238.5,0.255,      NaN,NaN,4.6,3,3,3.3828,1.1496,36 Years Old,36 Years,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.7
31,1,1,60,60_kinder_chocolate_1.png,242.5,0.17,      NaN,NaN,4.15,3,2,5.1827,1.533,36 Years Old,36 Years,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,1.5
31,1,1,12,12_sunbites_popcorn_1.png,246.4,0.17,      NaN,NaN,4.9,2,2,4.449,2.2163,36 Years Old,36 Years,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,1.25
31,1,1,57,57_crunch_1.png,250.3,0.225,      NaN,NaN,4.85,3,2,3.3326,2.6497,36 Years Old,36 Years,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1
31,1,1,48,48_bg_dark_1.png,254.4,0.175,      NaN,4.3,NaN,3,3,2.9828,3.6663,36 Years Old,36 Years,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,2
31,1,1,40,40_food_doctor_roasted_beans_1.png,258.3,0.405,      NaN,4.95,NaN,2,2,4.1328,2.3163,36 Years Old,36 Years,200,437,20.2,4,21.3,3.8,18.2,33.4,0.58,10,18,5,£2.50 ,2.25
