Subject,Included,Session,Item_ID,Item,Onset,Size,Value,Confidence,Match,Familiarity,Consumption_rate,RT1,RT2,Age,Years_in_UK,Grams,Energy,Fat,of_which_saturates,Carbohydrate,of_which_sugars,Fibre,Protein,Salt,Size1,Size2,Size3,Real_price,Assigned_price 
6,1,4,36,36_jelly_babies_berry_mix_2.png,243.5,0.5,     NaN,5.95,NaN,3,2,4.9654,2.2163,27,27,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.5
6,1,4,15,15_hovis_crackers_2.png,247.5,0.4566667,     NaN,NaN,4.75,3,2,3.2493,1.233,27,27,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,1
6,1,4,31,31_nuts_raisins_2.png,251.5,0.2533333,     NaN,5.55,NaN,3,2,3.1827,1.933,27,27,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,2
6,1,4,63,63_mcvities_hobnob_2.png,255.6,0.21,     NaN,NaN,4.3,3,3,5.1658,1.083,27,27,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1
6,1,4,47,47_rocky_road_2.png,259.5,0.4183333,     NaN,NaN,2.15,3,3,3.4993,1.1998,27,27,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1.5
6,1,4,58,58_picnic_2.png,263.7,0.2466667,     NaN,4.6,NaN,3,2,4.7492,2.2496,27,27,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.9
6,1,4,69,69_nestle_lion_2.png,268,0.2433333,     NaN,4.9,NaN,3,3,4.3326,1.183,27,27,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.7
6,1,4,10,10_doritos_chilli_2.png,272.1,0.3383333,     NaN,4.9,NaN,3,3,1.4995,1.1997,27,27,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.8
6,1,4,8,8_skittles_wildberry_2.png,276,0.2783333,     NaN,5.4,NaN,3,3,3.3993,1.7663,27,27,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1.5
6,1,4,41,41_eat_natural_almond_apricot_2.png,280.2,0.07833333,     NaN,NaN,2.7,3,3,0.86507,1.433,27,27,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,0.7
6,1,4,70,70_food_doctor_apple_walnut_bar_2.png,284.3,0.1,     NaN,4.45,NaN,2,2,0.94939,1.2164,27,27,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,1
7,1,1,45,45_kitkat_1.png,3.1,0.15,      NaN,4.65,NaN,3,2,1.2118,2.7329,29,29,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.7
7,1,1,46,46_toblerone_1.png,7,0.1216667,      NaN,2.3,NaN,3,2,1.6994,2.2497,29,29,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,3.5
7,1,1,39,39_mentos_mint_1.png,11.1,0.03666667,      NaN,3.55,NaN,3,2,2.6827,1.3991,29,29,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.65
7,1,1,67,67_nestle_aero_1.png,15,0.07166667,      NaN,2.95,NaN,3,2,1.316,2.6497,29,29,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
7,1,1,65,65_walkers_ready_salted_1.png,19,0.4366667,      NaN,5.25,NaN,3,2,5.0993,2.6325,29,29,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,0.7
7,1,1,26,26_mms_peanut_1.png,23.2,0.44,      NaN,5.6,NaN,3,2,3.2493,1.7825,29,29,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.8
7,1,1,3,3_nestle_rolo_1.png,27.3,0.1283333,      NaN,NaN,2.8,3,2,1.1494,2.9163,29,29,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,0.6
7,1,1,49,49_mccoys_salt_and_vinegar_crisps_1.png,31.4,0.485,      NaN,NaN,3,3,2,3.166,1.3664,29,29,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.7
7,1,1,55,55_tyrell_veg_crisps_1.png,35.4,0.32,      NaN,3.05,NaN,3,2,4.366,2.6996,29,29,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,2.5
7,1,1,40,40_food_doctor_roasted_beans_1.png,39.7,0.215,      NaN,3,NaN,3,2,3.6493,2.6663,29,29,200,437,20.2,4,21.3,3.8,18.2,33.4,0.58,10,18,5,£2.50 ,1.99
7,1,1,60,60_kinder_chocolate_1.png,43.6,0.2483333,      NaN,5.25,NaN,3,2,1.6151,2.4496,29,29,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,1.9
7,1,1,20,20_sour_cream_and_chive_rice_crisps_1.png,47.7,0.3983333,      NaN,NaN,3.05,2,2,2.966,1.2664,29,29,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.85
7,1,1,38,38_gb_ginger_1.png,51.8,0.3666667,      NaN,NaN,5.15,2,1,0.89945,1.4826,29,29,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,1.8
7,1,1,36,36_jelly_babies_berry_mix_1.png,55.8,0.5,      NaN,NaN,3,3,2,2.1827,1.9495,29,29,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.8
7,1,1,43,43_marshmallows_1.png,59.8,0.2166667,      NaN,NaN,5.35,3,2,3.8993,1.3497,29,29,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,1.5
7,1,1,16,16_raisins_1.png,64,0.2883333,      NaN,NaN,2.45,2,2,2.0161,2.0663,29,29,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,0.99
7,1,1,18,18_jacobs_mini_cheddars_1.png,68.1,0.44,      NaN,3.1,NaN,3,2,5.2826,2.6663,29,29,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.65
7,1,1,44,44_caramel_rice_crisps_1.png,72,0.2766667,      NaN,NaN,5.3,3,2,1.2994,1.3497,29,29,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,0.9
7,1,1,17,17_fruit_pastilles_1.png,76.1,0.145,      NaN,NaN,4.6,3,2,3.3327,0.98304,29,29,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.7
7,1,1,10,10_doritos_chilli_1.png,80.2,0.18,      NaN,4.6,NaN,3,2,3.866,2.083,29,29,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.8
7,1,1,15,15_hovis_crackers_1.png,84.1,0.4416667,      NaN,5.3,NaN,2,1,2.2494,2.1664,29,29,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,1.5
7,1,1,29,29_mms_plain_1.png,88,0.1133333,      NaN,NaN,3.5,3,2,3.8493,1.4497,29,29,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.8
7,1,1,56,56_lindt_cremebrulee_1.png,92.1,0.2366667,      NaN,3.7,NaN,1,1,1.2818,1.9657,29,29,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,1.99
7,1,1,59,59_sour_patch_kids_1.png,96.2,0.3666667,      NaN,NaN,3.55,3,2,5.1659,0.81638,29,29,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,1.9
7,1,1,14,14_bounty_1.png,100.1,0.05666667,      NaN,2.3,NaN,3,2,2.616,1.3665,29,29,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
7,1,1,31,31_nuts_raisins_1.png,104,0.3283333,      NaN,NaN,2.15,3,2,2.0162,1.4162,29,29,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,1.2
7,1,1,5,5_cadbury_wispa_1.png,108.1,0.1116667,      NaN,2.7,NaN,3,2,3.166,1.683,29,29,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,0.65
7,1,1,63,63_mcvities_hobnob_1.png,112.1,0.38,      NaN,4.05,NaN,3,2,4.066,1.0665,29,29,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1.5
7,1,1,4,4_smarties_1.png,116.2,0.2,      NaN,4.2,NaN,3,2,2.916,2.2996,29,29,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,0.65
7,1,1,2,2_starburst_original_1.png,120.1,0.04,      NaN,NaN,4.65,3,2,3.6493,1.9997,29,29,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,0.6
7,1,1,33,33_milkybar_1.png,124.2,0.3133333,      NaN,NaN,4,3,2,3.516,1.7164,29,29,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,1.6
7,1,1,34,34_milkyway_1.png,128.3,0.1316667,      NaN,4.5,NaN,3,1,4.6493,1.8163,29,29,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.65
7,1,1,11,11_walkers_baked_crisps_1.png,132.2,0.4716667,      NaN,NaN,5.25,3,2,2.3327,1.333,29,29,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.6
7,1,1,21,21_pistachios_1.png,136.3,0.4266667,      NaN,NaN,4.1,3,3,2.2327,0.83302,29,29,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,1.99
7,1,1,66,66_frys_turkish_delight_1.png,140.5,0.4466667,      NaN,NaN,4.1,3,1,3.9993,1.3664,29,29,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,0.9
7,1,1,6,6_nestle_aero_mint_1.png,144.3,0.07,      NaN,NaN,4.6,3,2,1.9327,1.133,29,29,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,0.7
7,1,1,54,54_guylian_1.png,148.6,0.225,      NaN,5.4,NaN,3,2,2.8494,2.8329,29,29,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,3.5
7,1,1,30,30_cookies_1.png,152.8,0.3783333,      NaN,NaN,5.35,2,1,2.9662,1.1831,29,29,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,1.99
7,1,1,52,52_walkers_french_fries_1.png,156.9,0.2133333,      NaN,NaN,4.15,3,2,2.7827,1.683,29,29,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.7
7,1,1,27,27_snickers_1.png,160.9,0.1483333,      NaN,4.85,NaN,3,2,3.816,2.083,29,29,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,0.65
7,1,1,9,9_mega_monster_munch_1.png,164.7,0.41,      NaN,NaN,3.95,3,1,4.6493,0.79973,29,29,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.6
7,1,1,28,28_hobnob_flapjack_1.png,169,0.3716667,      NaN,4.85,NaN,3,2,3.0325,1.8997,29,29,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,1.4
7,1,1,57,57_crunch_1.png,172.9,0.1033333,      NaN,NaN,4.45,3,2,4.7493,1.4497,29,29,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1.5
7,1,1,13,13_lindt_vanilla_1.png,177,0.2716667,      NaN,2.45,NaN,2,2,2.1161,1.783,29,29,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,1.8
7,1,1,70,70_food_doctor_apple_walnut_bar_1.png,181,0.05833333,      NaN,1.45,NaN,2,1,4.0826,2.5496,29,29,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,0.99
7,1,1,61,61_cadbury_fingers_1.png,184.8,0.395,      NaN,NaN,3.75,3,2,4.0993,0.98305,29,29,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,0.99
7,1,1,7,7_haribo_tangfastics_1.png,188.7,0.2866667,      NaN,3.75,NaN,3,2,3.0827,3.3327,29,29,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.4
7,1,1,32,32_bakewell_slices_1.png,192.9,0.4016667,      NaN,3.95,NaN,2,1,2.566,2.0996,29,29,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,1.5
7,1,1,69,69_nestle_lion_1.png,196.9,0.185,      NaN,NaN,5.3,3,2,4.2661,1.8996,29,29,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.7
7,1,1,50,50_nestle_toffeecrisp_bar_1.png,201.1,0.1283333,      NaN,NaN,5.45,3,2,4.9159,1.183,29,29,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.65
7,1,1,53,53_pombear_cheese_and_onion_1.png,205.4,0.1416667,      NaN,5.1,NaN,2,1,2.1328,1.8665,29,29,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.5
7,1,1,51,51_maynards_winegums_1.png,209.4,0.315,      NaN,NaN,2.25,3,2,3.7661,1.2831,29,29,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1.8
7,1,1,19,19_peanuts_1.png,213.7,0.1866667,      NaN,2.1,NaN,3,2,3.2494,2.5498,29,29,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1.99
7,1,1,12,12_sunbites_popcorn_1.png,217.8,0.2933333,      NaN,2.95,NaN,3,2,4.3493,1.4164,29,29,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,0.85
7,1,1,23,23_twix_1.png,221.7,0.3233333,      NaN,3.85,NaN,3,2,4.7659,1.683,29,29,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,0.65
7,1,1,37,37_dairy_milk_fruit_and_nut_1.png,225.6,0.2983333,      NaN,2.35,NaN,3,2,5.2659,1.0997,29,29,110,495,26,14.5,55.5,54.5,1.3,8.3,0.2,19,8,1,£1.50 ,1.5
7,1,1,24,24_wonderful_almonds_1.png,229.7,0.3516667,      NaN,4.45,NaN,3,3,3.3827,1.583,29,29,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,2.5
7,1,1,22,22_kellogs_strawberry_bars_1.png,234,0.19,      NaN,NaN,3.65,3,2,2.4494,1.433,29,29,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.6
7,1,1,68,68_cadbury_fudge_1.png,238,0.05,      NaN,NaN,4.7,3,2,5.2826,1.9657,29,29,25.5,445,15,8.2,74.5,64.5,0.5,2.5,0.35,13,2,1,£0.21 ,0.2
7,1,1,47,47_rocky_road_1.png,241.9,0.4433333,      NaN,5.05,NaN,2,2,4.7827,1.933,29,29,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1.5
7,1,1,41,41_eat_natural_almond_apricot_1.png,246.2,0.1916667,      NaN,NaN,5.25,3,2,5.2826,1.833,29,29,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,0.85
7,1,1,48,48_bg_dark_1.png,250.3,0.3016667,      NaN,2.7,NaN,3,2,1.6327,2.8329,29,29,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,1.9
7,1,1,62,62_mcvities_digestives_1.png,254.5,0.3733333,      NaN,5.15,NaN,3,2,1.9661,2.733,29,29,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.5
7,1,1,1,1_galaxy_bar_1.png,258.6,0.06666667,      NaN,NaN,5.65,3,2,2.7994,2.2163,29,29,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,0.7
7,1,1,42,42_bassetts_licorice_allsorts_1.png,263,0.445,      NaN,NaN,2.5,3,2,3.966,1.6663,29,29,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,1.99
7,1,1,35,35_gb_butterscotch_1.png,267,0.3566667,      NaN,NaN,2.95,2,1,4.7492,1.083,29,29,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,1.9
7,1,1,25,25_mars_1.png,270.9,0.2016667,      NaN,NaN,2.25,3,2,3.766,1.6664,29,29,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,0.65
7,1,1,58,58_picnic_1.png,274.8,0.07666667,      NaN,NaN,4.9,3,2,2.5494,1.0665,29,29,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
7,1,1,8,8_skittles_wildberry_1.png,278.7,0.3733333,      NaN,NaN,5.5,2,1,4.4482,1.883,29,29,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1.5
7,1,1,64,64_walkers_cheese_and_onion_1.png,283,0.1833333,      NaN,4.85,NaN,3,2,3.7993,1.8997,29,29,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,0.7
7,1,2,60,60_kinder_chocolate_1.png,3.1,       NaN,1.666667,2.9,NaN,3,2,2.6619,2.8163,29,29,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,1.9
7,1,2,44,44_caramel_rice_crisps_1.png,7.2,       NaN,3.026667,4.85,NaN,3,2,0.94957,1.5165,29,29,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,0.9
7,1,2,1,1_galaxy_bar_1.png,11.3,       NaN,1.853333,4,NaN,3,2,1.3661,3.5496,29,29,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,0.7
7,1,2,4,4_smarties_1.png,15.5,       NaN,2.173333,4.75,NaN,3,2,1.0318,2.483,29,29,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,0.65
7,1,2,35,35_gb_butterscotch_1.png,19.7,       NaN,2.466667,2.8,NaN,2,1,3.9993,1.9831,29,29,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,1.9
7,1,2,29,29_mms_plain_1.png,23.5,       NaN,2.28,3.15,NaN,3,2,2.916,2.5496,29,29,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.8
7,1,2,55,55_tyrell_veg_crisps_1.png,27.6,       NaN,2.8,NaN,4.8,3,2,1.7661,1.5328,29,29,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,2.5
7,1,2,63,63_mcvities_hobnob_1.png,31.5,       NaN,2.853333,NaN,2.85,3,2,1.4818,1.0657,29,29,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1.5
7,1,2,62,62_mcvities_digestives_1.png,35.8,       NaN,3.146667,4.95,NaN,3,2,3.116,2.533,29,29,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.5
7,1,2,54,54_guylian_1.png,40.1,       NaN,2.306667,NaN,2.95,3,2,1.9994,1.633,29,29,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,3.5
7,1,2,67,67_nestle_aero_1.png,43.9,       NaN,1.773333,NaN,4.85,3,2,3.9493,1.833,29,29,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
7,1,2,27,27_snickers_1.png,47.9,       NaN,3.08,4.65,NaN,3,2,2.1994,2.583,29,29,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,0.65
7,1,2,9,9_mega_monster_munch_1.png,51.8,       NaN,2.76,4.85,NaN,3,1,3.966,2.2497,29,29,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.6
7,1,2,45,45_kitkat_1.png,56,       NaN,2.786667,NaN,2.7,3,2,3.3826,1.5997,29,29,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.7
7,1,2,11,11_walkers_baked_crisps_1.png,60.3,       NaN,2.8,NaN,4.75,3,2,1.3827,1.083,29,29,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.6
7,1,2,7,7_haribo_tangfastics_1.png,64.2,       NaN,2.2,NaN,4.9,3,2,4.066,1.233,29,29,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.4
7,1,2,40,40_food_doctor_roasted_beans_1.png,68.3,       NaN,3.053333,5.75,NaN,3,2,1.8988,2.5996,29,29,200,437,20.2,4,21.3,3.8,18.2,33.4,0.58,10,18,5,£2.50 ,1.99
7,1,2,65,65_walkers_ready_salted_1.png,72.4,       NaN,2.653333,5.25,NaN,3,2,1.8661,2.3329,29,29,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,0.7
7,1,2,28,28_hobnob_flapjack_1.png,76.4,       NaN,3.24,5.8,NaN,3,2,2.4994,1.8997,29,29,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,1.4
7,1,2,64,64_walkers_cheese_and_onion_1.png,80.7,       NaN,2.853333,5.05,NaN,3,2,1.1327,2.7163,29,29,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,0.7
7,1,2,24,24_wonderful_almonds_1.png,84.6,       NaN,3.52,NaN,5.8,3,3,4.1826,2.3163,29,29,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,2.5
7,1,2,50,50_nestle_toffeecrisp_bar_1.png,88.5,       NaN,1.746667,2.8,NaN,3,2,2.516,3.0663,29,29,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.65
7,1,2,66,66_frys_turkish_delight_1.png,92.6,       NaN,0.6133333,NaN,5,3,1,2.3994,1.3498,29,29,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,0.9
7,1,2,38,38_gb_ginger_1.png,96.5,       NaN,2.24,NaN,5,2,1,3.7493,1.3164,29,29,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,1.8
7,1,2,36,36_jelly_babies_berry_mix_1.png,100.7,       NaN,1.72,NaN,3.1,3,2,2.9328,1.4331,29,29,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.8
7,1,2,39,39_mentos_mint_1.png,104.5,       NaN,1.253333,4.4,NaN,3,2,4.1493,3.0663,29,29,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.65
7,1,2,68,68_cadbury_fudge_1.png,108.4,       NaN,1.96,NaN,4.8,3,2,4.2826,1.3497,29,29,25.5,445,15,8.2,74.5,64.5,0.5,2.5,0.35,13,2,1,£0.21 ,0.2
7,1,2,57,57_crunch_1.png,112.5,       NaN,2.213333,3.85,NaN,3,2,2.1495,1.6492,29,29,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1.5
7,1,2,69,69_nestle_lion_1.png,116.4,       NaN,2.773333,4.45,NaN,3,2,3.2657,2.6163,29,29,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.7
7,1,2,49,49_mccoys_salt_and_vinegar_crisps_1.png,120.8,       NaN,3.026667,NaN,2.75,3,2,4.0326,0.86636,29,29,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.7
7,1,2,56,56_lindt_cremebrulee_1.png,124.7,       NaN,1.933333,1.9,NaN,1,1,5.2492,2.9496,29,29,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,1.99
7,1,2,48,48_bg_dark_1.png,128.8,       NaN,2.84,5.2,NaN,3,2,3.9659,2.7496,29,29,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,1.9
7,1,2,19,19_peanuts_1.png,133.1,       NaN,3.133333,5.3,NaN,3,2,3.6826,2.1493,29,29,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1.99
7,1,2,32,32_bakewell_slices_1.png,137.2,       NaN,2.48,NaN,5.8,2,1,3.1992,1.5332,29,29,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,1.5
7,1,2,21,21_pistachios_1.png,141.5,       NaN,2.8,NaN,2.7,3,3,2.316,1.083,29,29,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,1.99
7,1,2,10,10_doritos_chilli_1.png,145.5,       NaN,2.506667,4.4,NaN,3,2,2.966,1.7664,29,29,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.8
7,1,2,16,16_raisins_1.png,149.4,       NaN,2.506667,5.1,NaN,2,2,3.8659,1.7497,29,29,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,0.99
7,1,2,6,6_nestle_aero_mint_1.png,153.7,       NaN,1.6,NaN,5.85,3,2,2.016,2.0828,29,29,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,0.7
7,1,2,8,8_skittles_wildberry_1.png,157.9,       NaN,1.08,NaN,4.5,2,1,4.0983,1.3663,29,29,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1.5
7,1,2,42,42_bassetts_licorice_allsorts_1.png,162,       NaN,1.28,NaN,5.05,3,2,3.2493,1.233,29,29,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,1.99
7,1,2,30,30_cookies_1.png,165.9,       NaN,2.853333,5.55,NaN,2,1,1.666,2.683,29,29,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,1.99
7,1,2,14,14_bounty_1.png,170.2,       NaN,2.573333,NaN,5.25,3,2,3.7326,1.1324,29,29,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
7,1,2,43,43_marshmallows_1.png,174.3,       NaN,0.7866667,NaN,2.7,3,2,3.015,1.1164,29,29,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,1.5
7,1,2,51,51_maynards_winegums_1.png,178.3,       NaN,1.826667,4.7,NaN,3,2,1.8327,2.8163,29,29,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1.8
7,1,2,70,70_food_doctor_apple_walnut_bar_1.png,182.4,       NaN,3.173333,5.6,NaN,2,1,3.0327,2.083,29,29,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,0.99
