Participant,Session,Choice,RT,ChosenValue,UnchosenValue,DiffValue,AbsDiffValue,TotalValue,ChosenFam,UnchosenFam,DiffFam,AbsDiffFam,TotalFam,Confidence,zRT,zChosenValue,zUnchosenValue,zDiffValue,zAbsDiffValue,zTotalValue,zChosenFam,zUnchosenFam,zDiffFam,zAbsDiffFam,zTotalFam,zConfidence 
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8507,-1.5643,-1.1363,0.11504,0.11504,-1.6115,-1.6599,-1.4822,-0.048562,0.048562,-1.7739,-1.5987
15,1,1,1779,0.192,0.24,0.048,0.048,0.432,1,1,0,0,2,163.95,1.1382,-1.1012,-0.24006,0.21025,0.21025,-0.8809,-1.1583,-0.78664,-0.048562,0.048562,-1.1218,-0.57911
15,1,0,1364,0.504,0.24,0.264,0.264,0.744,2,1,-1,1,3,262.79,0.44094,-0.34869,-0.24006,0.63869,0.63869,-0.35323,-0.65679,-0.78664,-1.4083,1.4083,-0.79574,0.035533
15,1,1,1647,0.456,0.6,0.144,0.144,1.056,4,2,-2,2,6,98.674,0.91639,-0.46446,1.1043,0.40067,0.40067,0.17444,0.34631,-0.091085,-2.768,2.768,0.18244,-0.98505
15,1,1,1076,0.948,0.24,-0.708,0.708,1.188,5,1,0,0,6,454.71,-0.042921,0.72219,-0.24006,-1.2893,1.2893,0.39768,0.84786,-0.78664,-0.048562,0.048562,0.18244,1.229
15,1,1,1171,0.948,0.864,-0.084,0.084,1.812,5,4,0,0,9,427.44,0.11668,0.72219,2.0901,-0.051571,0.051571,1.453,0.84786,1.3,-0.048562,0.048562,1.1606,1.0594
15,1,0,833,1.464,0.504,0.96,0.96,1.968,6,2,1,1,8,500,-0.45118,1.9667,0.74577,2.0192,2.0192,1.7169,1.3494,-0.091085,1.3112,1.3112,0.83456,1.5106
15,1,1,946,1.464,0.456,-1.008,1.008,1.92,6,4,0,0,10,500,-0.26133,1.9667,0.56653,-1.8843,1.8843,1.6357,1.3494,1.3,-0.048562,0.048562,1.4867,1.5106
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8507,-1.5643,-1.1363,0.11504,0.11504,-1.6115,-1.6599,-1.4822,-0.048562,0.048562,-1.7739,-1.5987
15,1,0,639,1.464,0.192,1.272,1.272,1.656,6,1,0,0,7,496.02,-0.77711,1.9667,-0.4193,2.6381,2.6381,1.1892,1.3494,-0.78664,-0.048562,0.048562,0.5085,1.4859
15,1,0,800,0.948,0.6,0.348,0.348,1.548,5,2,2,2,7,415.3,-0.50662,0.72219,1.1043,0.8053,0.8053,1.0065,0.84786,-0.091085,2.6709,2.6709,0.5085,0.98394
15,1,1,1715,0.504,0.324,-0.18,0.18,0.828,2,4,1,1,6,262.6,1.0306,-0.34869,0.073617,-0.24199,0.24199,-0.21116,-0.65679,1.3,1.3112,1.3112,0.18244,0.034323
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8507,-1.5643,-1.1363,0.11504,0.11504,-1.6115,-1.6599,-1.4822,-0.048562,0.048562,-1.7739,-1.5987
15,1,1,570,1.464,0.324,-1.14,1.14,1.788,6,4,0,0,10,500,-0.89303,1.9667,0.073617,-2.1462,2.1462,1.4124,1.3494,1.3,-0.048562,0.048562,1.4867,1.5106
15,1,0,666,1.464,0.924,0.54,0.54,2.388,6,5,0,0,11,500,-0.73175,1.9667,2.3141,1.1861,1.1861,2.4272,1.3494,1.9956,-0.048562,0.048562,1.8127,1.5106
15,1,1,1394,0.744,0,-0.744,0.744,0.744,4,2,0,0,6,326.03,0.49134,0.23016,-1.1363,-1.3607,1.3607,-0.35323,0.34631,-0.091085,-0.048562,0.048562,0.18244,0.42879
15,1,0,1279,0.504,0.3,0.204,0.204,0.804,2,2,0,0,4,173.8,0.29813,-0.34869,-0.016004,0.51968,0.51968,-0.25175,-0.65679,-0.091085,-0.048562,0.048562,-0.46968,-0.51786
15,2,0,1233,0.468,0.192,0.276,0.276,0.66,3,1,0,0,4,189.6,0.55427,-0.80802,-0.62397,0.34996,0.34996,-0.86353,-0.62792,-1.1043,-0.037227,0.037227,-0.97903,-0.88247
15,2,1,667,0.876,0.6,-0.276,0.276,1.476,6,2,-2,2,8,394.01,-0.7178,0.23572,0.80396,-0.64507,0.64507,0.56246,1.0735,-0.29769,-3.1643,3.1643,0.60248,0.44792
15,2,0,739,1.464,0,1.464,1.464,1.464,6,2,0,0,8,500,-0.55598,1.7399,-1.2959,2.4914,2.4914,0.54149,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,1,794,0.948,0.468,-0.48,0.48,1.416,5,3,0,0,8,387.6,-0.43237,0.41991,0.34198,-1.0128,1.0128,0.4576,0.50639,0.50895,-0.037227,0.037227,0.60248,0.40619
15,2,1,890,0.468,0.468,0,0,0.936,3,3,0,0,6,181.48,-0.21661,-0.80802,0.34198,-0.14756,0.14756,-0.38121,-0.62792,0.50895,-0.037227,0.037227,-0.18827,-0.93536
15,2,0,1020,0.744,0.3,0.444,0.444,1.044,4,2,0,0,6,327.31,0.075558,-0.10196,-0.24599,0.6528,0.6528,-0.19248,-0.060766,-0.29769,-0.037227,0.037227,-0.18827,0.01381
15,2,1,612,0.876,0.864,-0.012,0.012,1.74,6,4,0,0,10,412.16,-0.84141,0.23572,1.7279,-0.16919,0.16919,1.0238,1.0735,1.3156,-0.037227,0.037227,1.3932,0.56608
15,2,0,1797,0.6,0.06,0.54,0.54,0.66,2,2,-2,2,4,284.86,1.8218,-0.47034,-1.086,0.82585,0.82585,-0.86353,-1.1951,-0.29769,-3.1643,3.1643,-0.97903,-0.26249
15,2,1,761,1.008,0.744,-0.264,0.264,1.752,5,4,0,0,9,420.45,-0.50654,0.5734,1.3079,-0.62344,0.62344,1.0448,0.50639,1.3156,-0.037227,0.037227,0.99786,0.62004
15,2,0,640,1.464,0.504,0.96,0.96,1.968,6,2,0,0,8,500,-0.77848,1.7399,0.46798,1.5829,1.5829,1.4222,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,0,1262,0.3,0.24,0.06,0.06,0.54,2,1,0,0,3,97.347,0.61945,-1.2378,-0.45598,-0.0394,0.0394,-1.0732,-1.1951,-1.1043,-0.037227,0.037227,-1.3744,-1.4829
15,2,0,807,0.924,0.744,0.18,0.18,1.668,5,4,0,0,9,175.15,-0.40315,0.35851,1.3079,0.17691,0.17691,0.89798,0.50639,1.3156,-0.037227,0.037227,0.99786,-0.97652
15,2,0,966,0.864,0.468,0.396,0.396,1.332,4,3,0,0,7,386.17,-0.045806,0.20502,0.34198,0.56627,0.56627,0.31081,-0.060766,0.50895,-0.037227,0.037227,0.2071,0.39692
15,2,1,682,1.008,0.06,-0.948,0.948,1.068,5,2,0,0,7,409.41,-0.68409,0.5734,-1.086,-1.8564,1.8564,-0.15054,0.50639,-0.29769,-0.037227,0.037227,0.2071,0.54814
15,2,0,1422,0.324,0.192,0.132,0.132,0.516,4,1,0,0,5,184.27,0.97904,-1.1764,-0.62397,0.090387,0.090387,-1.1152,-0.060766,-1.1043,-0.037227,0.037227,-0.58365,-0.91718
15,2,1,767,1.464,0.864,-0.6,0.6,2.328,6,4,0,0,10,500,-0.49305,1.7399,1.7279,-1.2291,1.2291,2.0514,1.0735,1.3156,-0.037227,0.037227,1.3932,1.1378
15,2,0,909,1.008,0.6,0.408,0.408,1.608,5,2,2,2,7,423.07,-0.17391,0.5734,0.80396,0.5879,0.5879,0.79313,0.50639,-0.29769,3.0898,3.0898,0.2071,0.63704
15,2,0,840,0.948,0,0.948,0.948,0.948,5,2,0,0,7,494.22,-0.32899,0.41991,-1.2959,1.5613,1.5613,-0.36024,0.50639,-0.29769,-0.037227,0.037227,0.2071,1.1001
15,2,1,625,0.876,0.504,-0.372,0.372,1.38,6,2,0,0,8,391.29,-0.8122,0.23572,0.46798,-0.81812,0.81812,0.39469,1.0735,-0.29769,-0.037227,0.037227,0.60248,0.43025
15,2,0,996,0.456,0.06,0.396,0.396,0.516,4,2,0,0,6,309.19,0.021619,-0.83872,-1.086,0.56627,0.56627,-1.1152,-0.060766,-0.29769,-0.037227,0.037227,-0.18827,-0.10415
15,2,0,868,0.876,0,0.876,0.876,0.876,6,2,0,0,8,457.92,-0.26606,0.23572,-1.2959,1.4315,1.4315,-0.48606,1.0735,-0.29769,-0.037227,0.037227,0.60248,0.86388
15,2,0,1719,0.504,0.468,0.036,0.036,0.972,2,3,0,0,5,292.73,1.6465,-0.71593,0.34198,-0.082662,0.082662,-0.3183,-1.1951,0.50895,-0.037227,0.037227,-0.58365,-0.21128
15,2,0,677,1.008,0.468,0.54,0.54,1.476,5,3,0,0,8,451.64,-0.69533,0.5734,0.34198,0.82585,0.82585,0.56246,0.50639,0.50895,-0.037227,0.037227,0.60248,0.82299
15,2,0,604,1.008,0,1.008,1.008,1.008,5,2,0,0,7,500,-0.85939,0.5734,-1.2959,1.6695,1.6695,-0.25539,0.50639,-0.29769,-0.037227,0.037227,0.2071,1.1378
15,2,0,623,1.008,0.864,0.144,0.144,1.872,5,4,0,0,9,478.53,-0.81669,0.5734,1.7279,0.11202,0.11202,1.2545,0.50639,1.3156,-0.037227,0.037227,0.99786,0.99799
15,2,1,1164,0.924,0.6,-0.324,0.324,1.524,5,2,-2,2,7,264.82,0.3992,0.35851,0.80396,-0.7316,0.7316,0.64634,0.50639,-0.29769,-3.1643,3.1643,0.2071,-0.39289
15,2,1,1253,0.744,0.192,-0.552,0.552,0.936,4,1,0,0,5,231.97,0.59922,-0.10196,-0.62397,-1.1426,1.1426,-0.38121,-0.060766,-1.1043,-0.037227,0.037227,-0.58365,-0.60675
15,2,0,1870,1.008,0.948,0.06,0.06,1.956,5,5,0,0,10,453.08,1.9859,0.5734,2.0219,-0.0394,0.0394,1.4013,0.50639,2.1222,-0.037227,0.037227,1.3932,0.83239
15,2,0,894,1.464,0.3,1.164,1.164,1.764,6,2,0,0,8,500,-0.20762,1.7399,-0.24599,1.9507,1.9507,1.0657,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2169,-2.0053,-1.2959,-0.14756,0.14756,-2.0169,-2.3294,-1.911,-0.037227,0.037227,-2.5605,-2.1165
15,2,1,774,1.464,0.504,-0.96,0.96,1.968,6,2,0,0,8,500,-0.47732,1.7399,0.46798,-1.878,1.878,1.4222,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,1,1637,0.6,0.504,-0.096,0.096,1.104,2,2,1,1,4,88.596,1.4623,-0.47034,0.46798,-0.3206,0.3206,-0.087626,-1.1951,-0.29769,1.5263,1.5263,-0.97903,-1.5399
15,2,1,1269,0.324,0.06,-0.264,0.264,0.384,4,2,0,0,6,215.4,0.63518,-1.1764,-1.086,-0.62344,0.62344,-1.3459,-0.060766,-0.29769,-0.037227,0.037227,-0.18827,-0.71459
15,2,1,1202,0.948,0.744,-0.204,0.204,1.692,5,4,0,0,9,361.17,0.4846,0.41991,1.3079,-0.51528,0.51528,0.93992,0.50639,1.3156,-0.037227,0.037227,0.99786,0.23421
15,2,0,893,0.324,0.468,-0.144,0.144,0.792,4,3,0,0,7,119.34,-0.20987,-1.1764,0.34198,-0.40713,0.40713,-0.63286,-0.060766,0.50895,-0.037227,0.037227,0.2071,-1.3397
15,2,0,1188,0.924,0.504,0.42,0.42,1.428,5,2,0,0,7,396.74,0.45313,0.35851,0.46798,0.60953,0.60953,0.47857,0.50639,-0.29769,-0.037227,0.037227,0.2071,0.4657
15,2,1,667,1.008,0.468,-0.54,0.54,1.476,5,3,0,0,8,463.48,-0.7178,0.5734,0.34198,-1.121,1.121,0.56246,0.50639,0.50895,-0.037227,0.037227,0.60248,0.90007
15,2,1,745,1.464,0.3,-1.164,1.164,1.764,6,2,0,0,8,500,-0.5425,1.7399,-0.24599,-2.2458,2.2458,1.0657,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,1,1538,0.324,0.192,-0.132,0.132,0.516,4,1,0,0,5,85.471,1.2398,-1.1764,-0.62397,-0.3855,0.3855,-1.1152,-0.060766,-1.1043,-0.037227,0.037227,-0.58365,-1.5602
15,2,0,1721,0.504,0.24,0.264,0.264,0.744,2,1,0,0,3,78.805,1.651,-0.71593,-0.45598,0.32833,0.32833,-0.71674,-1.1951,-1.1043,-0.037227,0.037227,-1.3744,-1.6036
15,2,1,1394,0.504,0.192,-0.312,0.312,0.696,2,1,1,1,3,206.13,0.91612,-0.71593,-0.62397,-0.70996,0.70996,-0.80062,-1.1951,-1.1043,1.5263,1.5263,-1.3744,-0.77489
15,2,1,1121,0.924,0.3,-0.624,0.624,1.224,5,2,0,0,7,326.63,0.30255,0.35851,-0.24599,-1.2724,1.2724,0.12208,0.50639,-0.29769,-0.037227,0.037227,0.2071,0.0093671
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2169,-2.0053,-1.2959,-0.14756,0.14756,-2.0169,-2.3294,-1.911,-0.037227,0.037227,-2.5605,-2.1165
15,2,0,855,0.948,0.924,0.024,0.024,1.872,5,5,0,0,10,383.21,-0.29528,0.41991,1.9379,-0.10429,0.10429,1.2545,0.50639,2.1222,-0.037227,0.037227,1.3932,0.37765
15,2,0,815,0.876,0.504,0.372,0.372,1.38,6,2,1,1,8,439.7,-0.38518,0.23572,0.46798,0.52301,0.52301,0.39469,1.0735,-0.29769,1.5263,1.5263,0.60248,0.74532
15,2,0,952,0.744,0.324,0.42,0.42,1.068,4,4,0,0,8,400.75,-0.07727,-0.10196,-0.16199,0.60953,0.60953,-0.15054,-0.060766,1.3156,-0.037227,0.037227,0.60248,0.49177
15,2,1,649,1.464,0.24,-1.224,1.224,1.704,6,1,0,0,7,500,-0.75826,1.7399,-0.45598,-2.3539,2.3539,0.96089,1.0735,-1.1043,-0.037227,0.037227,0.2071,1.1378
15,2,0,1811,0.3,0.06,0.24,0.24,0.36,2,2,0,0,4,198.78,1.8533,-1.2378,-1.086,0.28507,0.28507,-1.3878,-1.1951,-0.29769,-0.037227,0.037227,-0.97903,-0.82273
15,2,0,682,0.876,0.468,0.408,0.408,1.344,6,3,0,0,9,465.54,-0.68409,0.23572,0.34198,0.5879,0.5879,0.33178,1.0735,0.50895,-0.037227,0.037227,0.99786,0.91349
15,2,0,700,1.008,0.924,0.084,0.084,1.932,5,5,0,0,10,500,-0.64364,0.5734,1.9379,0.0038627,0.0038627,1.3593,0.50639,2.1222,-0.037227,0.037227,1.3932,1.1378
15,2,0,561,1.008,0.3,0.708,0.708,1.308,5,2,0,0,7,500,-0.95603,0.5734,-0.24599,1.1287,1.1287,0.26887,0.50639,-0.29769,-0.037227,0.037227,0.2071,1.1378
15,2,0,1839,0.864,0.456,0.408,0.408,1.32,4,4,0,0,8,305.63,1.9162,0.20502,0.29999,0.5879,0.5879,0.28984,-0.060766,1.3156,-0.037227,0.037227,0.60248,-0.12732
15,2,0,1056,0.192,0,0.192,0.192,0.192,1,2,0,0,3,307.33,0.15647,-1.5141,-1.2959,0.19854,0.19854,-1.6814,-1.7622,-0.29769,-0.037227,0.037227,-1.3744,-0.11625
15,2,0,671,0.876,0.24,0.636,0.636,1.116,6,1,0,0,7,485.21,-0.70881,0.23572,-0.45598,0.99889,0.99889,-0.066656,1.0735,-1.1043,-0.037227,0.037227,0.2071,1.0415
15,2,0,685,1.464,0.948,0.516,0.516,2.412,6,5,0,0,11,500,-0.67735,1.7399,2.0219,0.78258,0.78258,2.1981,1.0735,2.1222,-0.037227,0.037227,1.7886,1.1378
15,2,1,1501,0.504,0.324,-0.18,0.18,0.828,2,4,0,0,6,293.87,1.1566,-0.71593,-0.16199,-0.47202,0.47202,-0.56995,-1.1951,1.3156,-0.037227,0.037227,-0.18827,-0.20384
15,2,1,606,0.876,0.24,-0.636,0.636,1.116,6,1,0,0,7,467.95,-0.8549,0.23572,-0.45598,-1.294,1.294,-0.066656,1.0735,-1.1043,-0.037227,0.037227,0.2071,0.92915
15,2,0,1732,0.504,0.192,0.312,0.312,0.696,2,1,-1,1,3,291.69,1.6758,-0.71593,-0.62397,0.41485,0.41485,-0.80062,-1.1951,-1.1043,-1.6007,1.6007,-1.3744,-0.21801
15,2,0,973,0.948,0.864,0.084,0.084,1.812,5,4,0,0,9,441.81,-0.030073,0.41991,1.7279,0.0038627,0.0038627,1.1496,0.50639,1.3156,-0.037227,0.037227,0.99786,0.75906
15,2,0,658,1.464,0.06,1.404,1.404,1.524,6,2,0,0,8,500,-0.73803,1.7399,-1.086,2.3833,2.3833,0.64634,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,0,689,0.876,0.504,0.372,0.372,1.38,6,2,0,0,8,449.28,-0.66836,0.23572,0.46798,0.52301,0.52301,0.39469,1.0735,-0.29769,-0.037227,0.037227,0.60248,0.80764
15,2,1,819,1.464,0,-1.464,1.464,1.464,6,2,0,0,8,500,-0.37619,1.7399,-1.2959,-2.7866,2.7866,0.54149,1.0735,-0.29769,-0.037227,0.037227,0.60248,1.1378
15,2,1,956,0.504,0.468,-0.036,0.036,0.972,2,3,0,0,5,177.85,-0.068281,-0.71593,0.34198,-0.21245,0.21245,-0.3183,-1.1951,0.50895,-0.037227,0.037227,-0.58365,-0.95897
15,2,0,853,0.924,0.468,0.456,0.456,1.392,5,3,0,0,8,362.16,-0.29977,0.35851,0.34198,0.67443,0.67443,0.41566,0.50639,0.50895,-0.037227,0.037227,0.60248,0.24063
15,2,0,1564,0.744,0.504,0.24,0.24,1.248,4,2,0,0,6,315.09,1.2982,-0.10196,0.46798,0.28507,0.28507,0.16402,-0.060766,-0.29769,-0.037227,0.037227,-0.18827,-0.065761
15,2,0,634,1.008,0.504,0.504,0.504,1.512,5,2,1,1,7,500,-0.79197,0.5734,0.46798,0.76095,0.76095,0.62537,0.50639,-0.29769,1.5263,1.5263,0.2071,1.1378
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2169,-2.0053,-1.2959,-0.14756,0.14756,-2.0169,-2.3294,-1.911,-0.037227,0.037227,-2.5605,-2.1165
15,2,1,1053,0.468,0.06,-0.408,0.408,0.528,3,2,0,0,5,205.7,0.14972,-0.80802,-1.086,-0.88301,0.88301,-1.0942,-0.62792,-0.29769,-0.037227,0.037227,-0.58365,-0.7777
15,2,0,609,1.464,0.6,0.864,0.864,2.064,6,2,2,2,8,500,-0.84816,1.7399,0.80396,1.4099,1.4099,1.59,1.0735,-0.29769,3.0898,3.0898,0.60248,1.1378
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2169,-2.0053,-1.2959,-0.14756,0.14756,-2.0169,-2.3294,-1.911,-0.037227,0.037227,-2.5605,-2.1165
15,2,0,1263,0.468,0.324,0.144,0.144,0.792,3,4,0,0,7,202.31,0.6217,-0.80802,-0.16199,0.11202,0.11202,-0.63286,-0.62792,1.3156,-0.037227,0.037227,0.2071,-0.79979
15,2,0,656,1.008,0.06,0.948,0.948,1.068,5,2,0,0,7,500,-0.74252,0.5734,-1.086,1.5613,1.5613,-0.15054,0.50639,-0.29769,-0.037227,0.037227,0.2071,1.1378
15,2,1,857,0.192,0,-0.192,0.192,0.192,1,2,0,0,3,162.43,-0.29078,-1.5141,-1.2959,-0.49365,0.49365,-1.6814,-1.7622,-0.29769,-0.037227,0.037227,-1.3744,-1.0593
15,2,1,1540,0.864,0.3,-0.564,0.564,1.164,4,2,0,0,6,178.4,1.2442,0.20502,-0.24599,-1.1642,1.1642,0.017226,-0.060766,-0.29769,-0.037227,0.037227,-0.18827,-0.95539
15,2,1,1605,0.456,0.744,0.288,0.288,1.2,4,4,0,0,8,0,1.3903,-0.83872,1.3079,0.37159,0.37159,0.080137,-0.060766,1.3156,-0.037227,0.037227,0.60248,-2.1165
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2169,-2.0053,-1.2959,-0.14756,0.14756,-2.0169,-2.3294,-1.911,-0.037227,0.037227,-2.5605,-2.1165
15,2,0,1632,0.6,0.3,0.3,0.3,0.9,2,2,-2,2,4,340.22,1.451,-0.47034,-0.24599,0.39322,0.39322,-0.44412,-1.1951,-0.29769,-3.1643,3.1643,-0.97903,0.097832
15,2,1,1066,0.6,0.06,-0.54,0.54,0.66,2,2,2,2,4,349.83,0.17894,-0.47034,-1.086,-1.121,1.121,-0.86353,-1.1951,-0.29769,3.0898,3.0898,-0.97903,0.1604
15,2,1,1343,0.924,0.864,-0.06,0.06,1.788,5,4,0,0,9,333,0.80149,0.35851,1.7279,-0.25571,0.25571,1.1077,0.50639,1.3156,-0.037227,0.037227,0.99786,0.050868
15,2,0,1257,0.924,0.468,0.456,0.456,1.392,5,3,0,0,8,303.19,0.60821,0.35851,0.34198,0.67443,0.67443,0.41566,0.50639,0.50895,-0.037227,0.037227,0.60248,-0.14316
15,2,0,1247,0.924,0.864,0.06,0.06,1.788,5,4,0,0,9,321.61,0.58574,0.35851,1.7279,-0.0394,0.0394,1.1077,0.50639,1.3156,-0.037227,0.037227,0.99786,-0.023322
15,2,0,1529,0.324,0.24,0.084,0.084,0.564,4,1,0,0,5,190.97,1.2195,-1.1764,-0.45598,0.0038627,0.0038627,-1.0313,-0.060766,-1.1043,-0.037227,0.037227,-0.58365,-0.87359
15,2,1,1431,0.744,0.456,-0.288,0.288,1.2,4,4,0,0,8,264.3,0.99927,-0.10196,0.29999,-0.6667,0.6667,0.080137,-0.060766,1.3156,-0.037227,0.037227,0.60248,-0.39629
15,2,1,1257,0.504,0,-0.504,0.504,0.504,2,2,1,1,4,238.03,0.60821,-0.71593,-1.2959,-1.0561,1.0561,-1.1361,-1.1951,-0.29769,1.5263,1.5263,-0.97903,-0.56726
15,3,0,1008,0.924,0.192,0.732,0.732,1.116,5,1,0,0,6,308.51,-0.053623,0.65847,-0.55227,1.5619,1.5619,0.15431,0.74834,-1.0444,0.14134,0.14134,-0.059685,0.16152
15,3,1,1027,0.456,0.06,-0.396,0.396,0.516,4,2,0,0,6,312.65,-0.012965,-0.61358,-1.0269,-0.90344,0.90344,-0.88998,0.1804,-0.33984,0.14134,0.14134,-0.059685,0.18665
15,3,1,1562,0.504,0.468,-0.036,0.036,0.972,2,3,1,1,5,194.66,1.1319,-0.48311,0.44009,-0.11663,0.11663,-0.096321,-0.95547,0.36471,1.6431,1.6431,-0.42206,-0.5282
15,3,0,1752,0.504,0.456,0.048,0.048,0.96,2,4,0,0,6,94.108,1.5385,-0.48311,0.39694,0.066956,0.066956,-0.11721,-0.95547,1.0693,0.14134,0.14134,-0.059685,-1.1374
15,3,1,1272,0.744,0.504,-0.24,0.24,1.248,4,2,0,0,6,301.55,0.51131,0.16922,0.56952,-0.56249,0.56249,0.38405,0.1804,-0.33984,0.14134,0.14134,-0.059685,0.11936
15,3,1,671,1.008,0.468,-0.54,0.54,1.476,5,3,0,0,8,500,-0.77477,0.88679,0.44009,-1.2182,1.2182,0.78088,0.74834,0.36471,0.14134,0.14134,0.66506,1.3217
15,3,1,609,0.876,0.456,-0.42,0.42,1.332,6,4,0,0,10,500,-0.90744,0.52801,0.39694,-0.9559,0.9559,0.53025,1.3163,1.0693,0.14134,0.14134,1.3898,1.3217
15,3,1,1771,0.6,0.24,-0.36,0.36,0.84,2,1,2,2,3,302.67,1.5791,-0.22218,-0.37968,-0.82476,0.82476,-0.32606,-0.95547,-1.0444,3.1448,3.1448,-1.1468,0.12616
15,3,0,647,1.464,0.24,1.224,1.224,1.704,6,1,0,0,7,500,-0.82613,2.1262,-0.37968,2.6372,2.6372,1.1777,1.3163,-1.0444,0.14134,0.14134,0.30269,1.3217
15,3,0,1897,0.948,0.876,0.072,0.072,1.824,5,6,0,0,11,186.62,1.8487,0.72371,1.907,0.11941,0.11941,1.3866,0.74834,2.4783,0.14134,0.14134,1.7522,-0.57694
15,3,0,1471,0.324,0.3,0.024,0.024,0.624,4,2,0,0,6,99.324,0.93715,-0.97236,-0.16395,0.014502,0.014502,-0.70201,0.1804,-0.33984,0.14134,0.14134,-0.059685,-1.1058
15,3,0,1460,0.924,0.504,0.42,0.42,1.428,5,2,1,1,7,301.56,0.91361,0.65847,0.56952,0.87999,0.87999,0.69734,0.74834,-0.33984,1.6431,1.6431,0.30269,0.11944
15,3,1,612,0.876,0.06,-0.816,0.816,0.936,6,2,0,0,8,500,-0.90102,0.52801,-1.0269,-1.8214,1.8214,-0.15898,1.3163,-0.33984,0.14134,0.14134,0.66506,1.3217
15,3,1,1669,0.468,0.192,-0.276,0.276,0.66,3,1,0,0,4,94.882,1.3609,-0.58096,-0.55227,-0.64117,0.64117,-0.63935,-0.38753,-1.0444,0.14134,0.14134,-0.78443,-1.1327
15,3,1,1747,0.3,0,-0.3,0.3,0.3,2,2,0,0,4,30.295,1.5278,-1.0376,-1.2426,-0.69363,0.69363,-1.2659,-0.95547,-0.33984,0.14134,0.14134,-0.78443,-1.524
15,3,0,1556,0.744,0.468,0.276,0.276,1.212,4,3,0,0,7,346.14,1.119,0.16922,0.44009,0.56527,0.56527,0.3214,0.1804,0.36471,0.14134,0.14134,0.30269,0.38953
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2106,-1.853,-1.2426,-0.037952,0.037952,-1.7881,-2.0913,-1.7489,0.14134,0.14134,-2.2339,-1.7076
15,3,0,1446,0.324,0.06,0.264,0.264,0.384,4,2,0,0,6,148.71,0.88365,-0.97236,-1.0269,0.53904,0.53904,-1.1197,0.1804,-0.33984,0.14134,0.14134,-0.059685,-0.80658
15,3,0,909,0.924,0.456,0.468,0.468,1.38,5,4,0,0,9,296.73,-0.26547,0.65847,0.39694,0.9849,0.9849,0.6138,0.74834,1.0693,0.14134,0.14134,1.0274,0.090167
15,3,0,636,1.008,0.468,0.54,0.54,1.476,5,3,0,0,8,500,-0.84967,0.88679,0.44009,1.1423,1.1423,0.78088,0.74834,0.36471,0.14134,0.14134,0.66506,1.3217
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2106,-1.853,-1.2426,-0.037952,0.037952,-1.7881,-2.0913,-1.7489,0.14134,0.14134,-2.2339,-1.7076
15,3,1,1101,0.744,0.3,-0.444,0.444,1.044,4,2,0,0,6,165.21,0.14539,0.16922,-0.16395,-1.0083,1.0083,0.028994,0.1804,-0.33984,0.14134,0.14134,-0.059685,-0.70663
15,3,1,1021,0.864,0.456,-0.408,0.408,1.32,4,4,0,0,8,312.36,-0.025805,0.49539,0.39694,-0.92967,0.92967,0.50937,0.1804,1.0693,0.14134,0.14134,0.66506,0.18488
15,3,0,905,0.504,0.3,0.204,0.204,0.804,2,2,-1,1,4,181.42,-0.27403,-0.48311,-0.16395,0.40791,0.40791,-0.38872,-0.95547,-0.33984,-1.3604,1.3604,-0.78443,-0.6084
15,3,0,732,1.464,1.008,0.456,0.456,2.472,6,5,0,0,11,500,-0.64424,2.1262,2.3816,0.95867,0.95867,2.5144,1.3163,1.7738,0.14134,0.14134,1.7522,1.3217
15,3,0,1074,0.864,0.468,0.396,0.396,1.332,4,3,0,0,7,321.17,0.08761,0.49539,0.44009,0.82754,0.82754,0.53025,0.1804,0.36471,0.14134,0.14134,0.30269,0.23826
15,3,0,865,0.6,0.192,0.408,0.408,0.792,2,1,-2,2,3,297.48,-0.35963,-0.22218,-0.55227,0.85376,0.85376,-0.40961,-0.95547,-1.0444,-2.8621,2.8621,-1.1468,0.09473
15,3,1,690,1.008,0.504,-0.504,0.504,1.512,5,2,-1,1,7,500,-0.73411,0.88679,0.56952,-1.1395,1.1395,0.84354,0.74834,-0.33984,-1.3604,1.3604,0.30269,1.3217
15,3,0,639,1.464,0.468,0.996,0.996,1.932,6,3,0,0,9,500,-0.84325,2.1262,0.44009,2.1389,2.1389,1.5745,1.3163,0.36471,0.14134,0.14134,1.0274,1.3217
