Participant,Session,Choice,RT,ChosenValue,UnchosenValue,DiffValue,AbsDiffValue,TotalValue,ChosenFam,UnchosenFam,DiffFam,AbsDiffFam,TotalFam,Confidence,zRT,zChosenValue,zUnchosenValue,zDiffValue,zAbsDiffValue,zTotalValue,zChosenFam,zUnchosenFam,zDiffFam,zAbsDiffFam,zTotalFam,zConfidence 
3,2,0,972,0.732,0.564,0.168,0.168,1.296,4,6,0,0,10,209.75,-0.11066,-0.16298,0.4733,0.27172,0.27172,0.055303,-0.11673,1.0375,-0.14966,0.14966,0.59596,-0.26008
3,2,0,1108,0.492,0.504,-0.012,0.012,0.996,4,1,0,0,5,231.37,0.31027,-0.53739,0.28583,0.013373,0.013373,-0.29761,-0.11673,-1.4259,-0.14966,0.14966,-0.99701,-0.14069
3,2,1,893,0.492,0.42,-0.072,0.072,0.912,4,2,0,0,6,188.78,-0.35517,-0.53739,0.023378,-0.072742,0.072742,-0.39642,-0.11673,-0.93321,-0.14966,0.14966,-0.67841,-0.37586
3,2,0,976,0.156,0.216,-0.06,0.06,0.372,4,5,0,0,9,9.2732,-0.098277,-1.0616,-0.61401,-0.055519,0.055519,-1.0317,-0.11673,0.54486,-0.14966,0.14966,0.27736,-1.3672
3,2,0,831,0.492,0.42,0.072,0.072,0.912,4,2,0,0,6,332.01,-0.54706,-0.53739,0.023378,0.13394,0.13394,-0.39642,-0.11673,-0.93321,-0.14966,0.14966,-0.67841,0.41509
3,2,1,1342,2.04,0.564,-1.476,1.476,2.604,6,6,0,0,12,500,1.0345,1.8776,0.4733,-2.0879,2.0879,1.594,0.87548,1.0375,-0.14966,0.14966,1.2331,1.3428
3,2,0,1128,0.156,0.264,-0.108,0.108,0.42,4,6,0,0,10,83.07,0.37217,-1.0616,-0.46404,-0.12441,0.12441,-0.9752,-0.11673,1.0375,-0.14966,0.14966,0.59596,-0.95962
3,2,1,826,0.492,0.192,-0.3,0.3,0.684,4,4,-2,2,8,439.15,-0.56254,-0.53739,-0.689,-0.39998,0.39998,-0.66464,-0.11673,0.052167,-2.9765,2.9765,-0.04123,1.0068
3,2,1,569,2.04,0.156,-1.884,1.884,2.196,6,4,0,0,10,500,-1.358,1.8776,-0.80148,-2.6734,2.6734,1.114,0.87548,0.052167,-0.14966,0.14966,0.59596,1.3428
3,2,0,987,2.04,1.5,0.54,0.54,3.54,6,6,0,0,12,431.3,-0.064232,1.8776,3.3978,0.80564,0.80564,2.6951,0.87548,1.0375,-0.14966,0.14966,1.2331,0.96341
3,2,0,1129,1.488,0.492,0.996,0.996,1.98,5,4,-1,1,9,221.54,0.37527,1.0164,0.24834,1.4601,1.4601,0.85994,0.37938,0.052167,-1.5631,1.5631,0.27736,-0.19497
3,2,1,926,0.42,0.192,-0.228,0.228,0.612,6,4,-2,2,10,346.23,-0.25303,-0.64972,-0.689,-0.29664,0.29664,-0.74934,0.87548,0.052167,-2.9765,2.9765,0.59596,0.49361
3,2,0,863,0.732,0.192,0.54,0.54,0.924,4,1,0,0,5,397.41,-0.44802,-0.16298,-0.689,0.80564,0.80564,-0.38231,-0.11673,-1.4259,-0.14966,0.14966,-0.99701,0.77629
3,2,0,958,0.492,0.204,0.288,0.288,0.696,4,1,0,0,5,214.81,-0.15399,-0.53739,-0.65151,0.44395,0.44395,-0.65052,-0.11673,-1.4259,-0.14966,0.14966,-0.99701,-0.23212
3,2,1,989,0.732,0.504,-0.228,0.228,1.236,4,6,0,0,10,433.25,-0.058041,-0.16298,0.28583,-0.29664,0.29664,-0.015279,-0.11673,1.0375,-0.14966,0.14966,0.59596,0.97418
3,2,0,727,1.488,0.216,1.272,1.272,1.704,5,5,-1,1,10,470.85,-0.86895,1.0164,-0.61401,1.8562,1.8562,0.53526,0.37938,0.54486,-1.5631,1.5631,0.59596,1.1818
3,2,0,1302,0.42,0.156,0.264,0.264,0.576,2,4,0,0,6,139.96,0.91071,-0.64972,-0.80148,0.40951,0.40951,-0.79169,-1.1089,0.052167,-0.14966,0.14966,-0.67841,-0.64544
3,2,0,1094,0.42,0.192,0.228,0.228,0.612,6,1,0,0,7,128.23,0.26694,-0.64972,-0.689,0.35784,0.35784,-0.74934,0.87548,-1.4259,-0.14966,0.14966,-0.35982,-0.71021
3,2,0,616,0.564,0.192,0.372,0.372,0.756,6,4,2,2,10,418.49,-1.2125,-0.42507,-0.689,0.56451,0.56451,-0.57994,0.87548,0.052167,2.6772,2.6772,0.59596,0.89265
3,2,0,887,2.04,0.732,1.308,1.308,2.772,6,4,0,0,10,20.574,-0.37374,1.8776,0.99821,1.9079,1.9079,1.7916,0.87548,0.052167,-0.14966,0.14966,0.59596,-1.3047
3,2,0,1106,0.264,0.192,0.072,0.072,0.456,6,4,2,2,10,401.55,0.30408,-0.89308,-0.689,0.13394,0.13394,-0.93285,0.87548,0.052167,2.6772,2.6772,0.59596,0.79911
3,2,0,1575,0.42,0.156,0.264,0.264,0.576,6,4,0,0,10,0,1.7557,-0.64972,-0.80148,0.40951,0.40951,-0.79169,0.87548,0.052167,-0.14966,0.14966,0.59596,-1.4184
3,2,0,1108,1.512,0.504,1.008,1.008,2.016,4,1,0,0,5,374.63,0.31027,1.0539,0.28583,1.4773,1.4773,0.90229,-0.11673,-1.4259,-0.14966,0.14966,-0.99701,0.65044
3,2,1,1045,0.564,0.216,-0.348,0.348,0.78,6,5,0,0,11,458.3,0.11528,-0.42507,-0.61401,-0.46887,0.46887,-0.55171,0.87548,0.54486,-0.14966,0.14966,0.91455,1.1125
3,2,1,1732,1.512,1.5,-0.012,0.012,3.012,4,6,0,0,10,0,2.2416,1.0539,3.3978,0.013373,0.013373,2.074,-0.11673,1.0375,-0.14966,0.14966,0.59596,-1.4184
3,2,0,1330,0.504,0.42,0.084,0.084,0.924,1,2,0,0,3,6.9266,0.99737,-0.51867,0.023378,0.15116,0.15116,-0.38231,-1.6051,-0.93321,-0.14966,0.14966,-1.6342,-1.3801
3,2,1,938,0.204,0.216,0.012,0.012,0.42,1,5,0,0,6,6.4128,-0.21589,-0.98669,-0.61401,0.04782,0.04782,-0.9752,-1.6051,0.54486,-0.14966,0.14966,-0.67841,-1.3829
3,2,0,677,1.5,0.216,1.284,1.284,1.716,6,5,0,0,11,440.65,-1.0237,1.0351,-0.61401,1.8735,1.8735,0.54938,0.87548,0.54486,-0.14966,0.14966,0.91455,1.015
3,2,1,953,1.488,0.576,-0.912,0.912,2.064,5,6,1,1,11,389.82,-0.16946,1.0164,0.51079,-1.2784,1.2784,0.95876,0.37938,1.0375,1.2638,1.2638,0.91455,0.73432
3,2,0,867,0.42,0.192,0.228,0.228,0.612,6,4,2,2,10,189.92,-0.43564,-0.64972,-0.689,0.35784,0.35784,-0.74934,0.87548,0.052167,2.6772,2.6772,0.59596,-0.36959
3,2,1,781,1.488,0.504,-0.984,0.984,1.992,5,1,1,1,6,338.67,-0.70181,1.0164,0.28583,-1.3817,1.3817,0.87406,0.37938,-1.4259,1.2638,1.2638,-0.67841,0.45186
3,2,1,776,0.264,0.504,0.24,0.24,0.768,6,1,0,0,7,0,-0.71729,-0.89308,0.28583,0.37506,0.37506,-0.56582,0.87548,-1.4259,-0.14966,0.14966,-0.35982,-1.4184
3,2,1,772,0.564,0.264,-0.3,0.3,0.828,6,6,0,0,12,469.64,-0.72967,-0.42507,-0.46404,-0.39998,0.39998,-0.49524,0.87548,1.0375,-0.14966,0.14966,1.2331,1.1751
3,2,0,745,0.564,0.288,0.276,0.276,0.852,6,1,0,0,7,457.38,-0.81324,-0.42507,-0.38905,0.42673,0.42673,-0.46701,0.87548,-1.4259,-0.14966,0.14966,-0.35982,1.1074
3,2,1,905,0.576,0.42,-0.156,0.156,0.996,6,6,0,0,12,403.85,-0.31803,-0.40635,0.023378,-0.1933,0.1933,-0.29761,0.87548,1.0375,-0.14966,0.14966,1.2331,0.81181
3,2,1,672,2.04,0.204,-1.836,1.836,2.244,6,1,0,0,7,500,-1.0392,1.8776,-0.65151,-2.6045,2.6045,1.1705,0.87548,-1.4259,-0.14966,0.14966,-0.35982,1.3428
3,2,0,978,0.576,0.504,0.072,0.072,1.08,6,6,0,0,12,427.66,-0.092087,-0.40635,0.28583,0.13394,0.13394,-0.19879,0.87548,1.0375,-0.14966,0.14966,1.2331,0.9433
3,2,0,1491,0.288,0.492,-0.204,0.204,0.78,1,4,0,0,5,0,1.4957,-0.85564,0.24834,-0.2622,0.2622,-0.55171,-1.6051,0.052167,-0.14966,0.14966,-0.99701,-1.4184
3,2,0,924,0.576,0.264,0.312,0.312,0.84,6,6,0,0,12,500,-0.25922,-0.40635,-0.46404,0.4784,0.4784,-0.48112,0.87548,1.0375,-0.14966,0.14966,1.2331,1.3428
3,2,1,1201,1.512,0.732,-0.78,0.78,2.244,4,4,0,0,8,0,0.59811,1.0539,0.99821,-1.0889,1.0889,1.1705,-0.11673,0.052167,-0.14966,0.14966,-0.04123,-1.4184
3,2,0,739,0.576,0.42,0.156,0.156,0.996,6,2,0,0,8,368.37,-0.83181,-0.40635,0.023378,0.2545,0.2545,-0.29761,0.87548,-0.93321,-0.14966,0.14966,-0.04123,0.61589
3,2,0,1222,0.204,0.564,-0.36,0.36,0.768,1,6,0,0,7,0,0.66311,-0.98669,0.4733,-0.4861,0.4861,-0.56582,-1.6051,1.0375,-0.14966,0.14966,-0.35982,-1.4184
3,2,1,767,1.5,0.42,-1.08,1.08,1.92,6,2,0,0,8,418.04,-0.74514,1.0351,0.023378,-1.5195,1.5195,0.78936,0.87548,-0.93321,-0.14966,0.14966,-0.04123,0.89019
3,2,1,833,0.504,0.264,-0.24,0.24,0.768,6,6,0,0,12,165.97,-0.54087,-0.51867,-0.46404,-0.31387,0.31387,-0.56582,0.87548,1.0375,-0.14966,0.14966,1.2331,-0.50182
3,2,1,1345,0.504,0.264,-0.24,0.24,0.768,1,6,0,0,7,202.18,1.0438,-0.51867,-0.46404,-0.31387,0.31387,-0.56582,-1.6051,1.0375,-0.14966,0.14966,-0.35982,-0.30185
3,2,1,1130,2.04,0.492,-1.548,1.548,2.532,6,4,0,0,10,500,0.37836,1.8776,0.24834,-2.1912,2.1912,1.5093,0.87548,0.052167,-0.14966,0.14966,0.59596,1.3428
3,2,1,1090,1.512,0.504,-1.008,1.008,2.016,4,1,0,0,5,447.25,0.25456,1.0539,0.28583,-1.4161,1.4161,0.90229,-0.11673,-1.4259,-0.14966,0.14966,-0.99701,1.0515
3,2,0,1239,1.512,1.488,0.024,0.024,3,4,5,1,1,9,75.348,0.71572,1.0539,3.3603,0.065043,0.065043,2.0598,-0.11673,0.54486,1.2638,1.2638,0.27736,-1.0023
3,2,1,1072,0.288,0.192,-0.096,0.096,0.48,1,4,-2,2,5,333.28,0.19885,-0.85564,-0.689,-0.10719,0.10719,-0.90462,-1.6051,0.052167,-2.9765,2.9765,-0.99701,0.4221
3,2,0,1360,0.204,0.192,0.012,0.012,0.396,1,1,0,0,2,0,1.0902,-0.98669,-0.689,0.04782,0.04782,-1.0034,-1.6051,-1.4259,-0.14966,0.14966,-1.9528,-1.4184
3,2,1,1215,0.204,0.192,-0.012,0.012,0.396,1,1,0,0,2,168.19,0.64144,-0.98669,-0.689,0.013373,0.013373,-1.0034,-1.6051,-1.4259,-0.14966,0.14966,-1.9528,-0.48957
3,2,1,742,2.04,0.576,-1.464,1.464,2.616,6,6,0,0,12,243.85,-0.82252,1.8776,0.51079,-2.0706,2.0706,1.6081,0.87548,1.0375,-0.14966,0.14966,1.2331,-0.071747
3,2,0,1570,0.288,0.42,-0.132,0.132,0.708,1,6,0,0,7,171.62,1.7402,-0.85564,0.023378,-0.15886,0.15886,-0.63641,-1.6051,1.0375,-0.14966,0.14966,-0.35982,-0.47065
3,2,0,799,2.04,0.504,1.536,1.536,2.544,6,1,0,0,7,425.75,-0.6461,1.8776,0.28583,2.2352,2.2352,1.5234,0.87548,-1.4259,-0.14966,0.14966,-0.35982,0.93276
3,2,0,1369,0.204,0.156,0.048,0.048,0.36,1,4,0,0,5,43.933,1.1181,-0.98669,-0.80148,0.099489,0.099489,-1.0458,-1.6051,0.052167,-0.14966,0.14966,-0.99701,-1.1758
3,2,0,1112,0.504,0.192,0.312,0.312,0.696,1,4,2,2,5,377.29,0.32265,-0.51867,-0.689,0.4784,0.4784,-0.65052,-1.6051,0.052167,2.6772,2.6772,-0.99701,0.66515
3,2,1,1343,2.04,0.732,-1.308,1.308,2.772,6,4,0,0,10,0,1.0376,1.8776,0.99821,-1.8467,1.8467,1.7916,0.87548,0.052167,-0.14966,0.14966,0.59596,-1.4184
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1191,-1.3049,-1.2889,0.030596,0.030596,-1.4693,-2.1012,-1.9186,-0.14966,0.14966,-2.59,-1.4184
3,2,1,1276,0.492,0.504,0.012,0.012,0.996,4,1,0,0,5,339.04,0.83024,-0.53739,0.28583,0.04782,0.04782,-0.29761,-0.11673,-1.4259,-0.14966,0.14966,-0.99701,0.4539
3,2,0,1143,1.512,1.5,0.012,0.012,3.012,4,6,0,0,10,320.36,0.4186,1.0539,3.3978,0.04782,0.04782,2.074,-0.11673,1.0375,-0.14966,0.14966,0.59596,0.35075
3,2,1,817,0.576,0.216,-0.36,0.36,0.792,6,5,0,0,11,387.68,-0.59039,-0.40635,-0.61401,-0.4861,0.4861,-0.53759,0.87548,0.54486,-0.14966,0.14966,0.91455,0.72251
3,3,0,674,1.512,0.192,1.32,1.32,1.704,4,1,0,0,5,460.83,-0.96028,0.83977,-0.64836,1.5772,1.5772,0.46144,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,0.76437
3,3,0,897,0.564,0.216,0.348,0.348,0.78,6,5,0,0,11,500,-0.32161,-0.69217,-0.56561,0.48376,0.48376,-0.82426,0.75679,0.71765,-0.17142,0.17142,1.1026,1.0083
3,3,1,1257,1.5,0.576,-0.924,0.924,2.076,6,6,0,0,12,463.53,0.70943,0.82038,0.67561,-0.94719,0.94719,0.97906,0.75679,1.2096,-0.17142,0.17142,1.5065,0.78116
3,3,0,1611,0.216,0.192,0.024,0.024,0.408,5,1,0,0,6,230.56,1.7233,-1.2545,-0.64836,0.11927,0.11927,-1.3419,0.16117,-1.2501,-0.17142,0.17142,-0.91721,-0.66996
3,3,1,1074,0.288,0.216,-0.072,0.072,0.504,1,5,0,0,6,307.62,0.18532,-1.1382,-0.56561,0.011276,0.011276,-1.2083,-2.2213,0.71765,-0.17142,0.17142,-0.91721,-0.18997
3,3,0,1866,0.42,0.42,0,0,0.84,2,6,0,0,8,59.156,2.4536,-0.92487,0.13775,0.092273,0.092273,-0.74078,-1.6257,1.2096,-0.17142,0.17142,-0.1093,-1.7376
3,3,1,1574,0.504,0.42,-0.084,0.084,0.924,1,6,0,0,7,159.1,1.6173,-0.78913,0.13775,-0.0022235,0.0022235,-0.62389,-2.2213,1.2096,-0.17142,0.17142,-0.51326,-1.1151
3,3,0,873,1.488,0.576,0.912,0.912,2.064,5,6,-1,1,11,252.63,-0.39035,0.80099,0.67561,1.1182,1.1182,0.96236,0.16117,1.2096,-1.7904,1.7904,1.1026,-0.53252
3,3,1,881,1.488,0.504,-0.984,0.984,1.992,5,6,1,1,11,365.41,-0.36744,0.80099,0.42737,-1.0147,1.0147,0.86218,0.16117,1.2096,1.4476,1.4476,1.1026,0.17001
3,3,0,812,0.564,0.156,0.408,0.408,0.72,6,4,0,0,10,462.5,-0.56505,-0.69217,-0.77248,0.55126,0.55126,-0.90775,0.75679,0.22571,-0.17142,0.17142,0.6986,0.77472
3,3,0,808,1.512,0.288,1.224,1.224,1.8,4,1,0,0,5,434.75,-0.57651,0.83977,-0.31736,1.4692,1.4692,0.59502,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,0.6019
3,3,1,951,0.732,0.204,-0.528,0.528,0.936,4,1,0,0,5,500,-0.16695,-0.42069,-0.60698,-0.50171,0.50171,-0.6072,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,1.0083
3,3,0,1262,0.492,0.192,0.3,0.3,0.684,4,4,2,2,8,460.39,0.72375,-0.80852,-0.64836,0.42976,0.42976,-0.95784,-0.43445,0.22571,3.0666,3.0666,-0.1093,0.76159
3,3,1,1365,0.492,0.576,0.084,0.084,1.068,4,6,0,0,10,174.7,1.0187,-0.80852,0.67561,0.18677,0.18677,-0.42352,-0.43445,1.2096,-0.17142,0.17142,0.6986,-1.0179
3,3,1,1419,0.504,0.42,-0.084,0.084,0.924,1,2,0,0,3,0,1.1734,-0.78913,0.13775,-0.0022235,0.0022235,-0.62389,-2.2213,-0.75816,-0.17142,0.17142,-2.1291,-2.1061
3,3,0,853,0.564,0.42,0.144,0.144,0.984,6,6,0,0,12,500,-0.44763,-0.69217,0.13775,0.25427,0.25427,-0.54041,0.75679,1.2096,-0.17142,0.17142,1.5065,1.0083
3,3,1,1276,0.156,0.192,0.036,0.036,0.348,4,1,0,0,5,151,0.76385,-1.3515,-0.64836,0.13277,0.13277,-1.4254,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,-1.1655
3,3,0,756,0.564,0.492,0.072,0.072,1.056,6,4,0,0,10,450.5,-0.72544,-0.69217,0.386,0.17327,0.17327,-0.44022,0.75679,0.22571,-0.17142,0.17142,0.6986,0.69998
3,3,1,980,0.504,0.156,-0.348,0.348,0.66,1,4,0,0,5,38.305,-0.083899,-0.78913,-0.77248,-0.29921,0.29921,-0.99124,-2.2213,0.22571,-0.17142,0.17142,-1.3212,-1.8675
3,3,0,653,1.488,0.192,1.296,1.296,1.68,5,4,1,1,9,500,-1.0204,0.80099,-0.64836,1.5502,1.5502,0.42804,0.16117,0.22571,1.4476,1.4476,0.29465,1.0083
3,3,0,1446,2.04,0.564,1.476,1.476,2.604,6,6,0,0,12,300.92,1.2507,1.693,0.63424,1.7527,1.7527,1.7137,0.75679,1.2096,-0.17142,0.17142,1.5065,-0.2317
3,3,1,1101,0.504,0.42,-0.084,0.084,0.924,6,2,0,0,8,0,0.26265,-0.78913,0.13775,-0.0022235,0.0022235,-0.62389,0.75679,-0.75816,-0.17142,0.17142,-0.1093,-2.1061
3,3,0,1320,2.04,1.512,0.528,0.528,3.552,6,4,0,0,10,202.81,0.88986,1.693,3.9028,0.68625,0.68625,3.0328,0.75679,0.22571,-0.17142,0.17142,0.6986,-0.84285
3,3,0,1234,0.504,0.192,0.312,0.312,0.696,6,1,0,0,7,120.43,0.64356,-0.78913,-0.64836,0.44326,0.44326,-0.94114,0.75679,-1.2501,-0.17142,0.17142,-0.51326,-1.356
3,3,1,1036,0.564,0.504,-0.06,0.06,1.068,6,6,0,0,12,500,0.076486,-0.69217,0.42737,0.024776,0.024776,-0.42352,0.75679,1.2096,-0.17142,0.17142,1.5065,1.0083
3,3,0,757,0.732,0.42,0.312,0.312,1.152,4,2,0,0,6,500,-0.72257,-0.42069,0.13775,0.44326,0.44326,-0.30664,-0.43445,-0.75816,-0.17142,0.17142,-0.91721,1.0083
3,3,0,1937,0.564,1.512,-0.948,0.948,2.076,6,4,0,0,10,41.343,2.657,-0.69217,3.9028,-0.97419,0.97419,0.97906,0.75679,0.22571,-0.17142,0.17142,0.6986,-1.8486
3,3,1,959,0.42,0.192,-0.228,0.228,0.612,2,1,0,0,3,93,-0.14404,-0.92487,-0.64836,-0.16422,0.16422,-1.058,-1.6257,-1.2501,-0.17142,0.17142,-2.1291,-1.5268
3,3,0,873,0.732,0.192,0.54,0.54,0.924,4,4,2,2,8,481.56,-0.39035,-0.42069,-0.64836,0.69975,0.69975,-0.62389,-0.43445,0.22571,3.0666,3.0666,-0.1093,0.89345
3,3,1,1209,1.5,0.504,-0.996,0.996,2.004,6,1,0,0,7,416.62,0.57196,0.82038,0.42737,-1.0282,1.0282,0.87887,0.75679,-1.2501,-0.17142,0.17142,-0.51326,0.48899
3,3,0,1176,0.288,0.576,-0.288,0.288,0.864,1,6,0,0,7,149.51,0.47745,-1.1382,0.67561,-0.23172,0.23172,-0.70738,-2.2213,1.2096,-0.17142,0.17142,-0.51326,-1.1748
3,3,0,656,2.04,1.488,0.552,0.552,3.528,6,5,1,1,11,350.06,-1.0118,1.693,3.82,0.71325,0.71325,2.9994,0.75679,0.71765,1.4476,1.4476,1.1026,0.074382
3,3,1,728,1.5,0.288,-1.212,1.212,1.788,6,1,0,0,7,411.57,-0.80563,0.82038,-0.31736,-1.2712,1.2712,0.57832,0.75679,-1.2501,-0.17142,0.17142,-0.51326,0.45753
3,3,0,1176,0.504,0.216,0.288,0.288,0.72,6,5,0,0,11,143.01,0.47745,-0.78913,-0.56561,0.41626,0.41626,-0.90775,0.75679,0.71765,-0.17142,0.17142,1.1026,-1.2153
3,3,1,662,0.732,0.192,-0.54,0.54,0.924,4,1,0,0,5,418.55,-0.99465,-0.42069,-0.64836,-0.51521,0.51521,-0.62389,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,0.50101
3,3,1,1608,0.42,0.504,0.084,0.084,0.924,6,1,0,0,7,91.561,1.7147,-0.92487,0.42737,0.18677,0.18677,-0.62389,0.75679,-1.2501,-0.17142,0.17142,-0.51326,-1.5358
3,3,1,625,1.488,0.156,-1.332,1.332,1.644,5,4,1,1,9,419.81,-1.1006,0.80099,-0.77248,-1.4062,1.4062,0.37795,0.16117,0.22571,1.4476,1.4476,0.29465,0.50886
3,3,0,690,0.564,0.192,0.372,0.372,0.756,6,1,0,0,7,459.84,-0.91446,-0.69217,-0.64836,0.51076,0.51076,-0.85766,0.75679,-1.2501,-0.17142,0.17142,-0.51326,0.75816
3,3,0,645,2.04,0.192,1.848,1.848,2.232,6,4,2,2,10,500,-1.0433,1.693,-0.64836,2.1712,2.1712,1.1961,0.75679,0.22571,3.0666,3.0666,0.6986,1.0083
3,3,0,1034,0.732,0.288,0.444,0.444,1.02,4,1,0,0,5,500,0.070758,-0.42069,-0.31736,0.59176,0.59176,-0.49031,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,1.0083
3,3,0,783,1.512,0.156,1.356,1.356,1.668,4,4,0,0,8,500,-0.64811,0.83977,-0.77248,1.6177,1.6177,0.41135,-0.43445,0.22571,-0.17142,0.17142,-0.1093,1.0083
3,3,1,755,2.04,0.504,-1.536,1.536,2.544,6,6,0,0,12,473.39,-0.7283,1.693,0.42737,-1.6357,1.6357,1.6303,0.75679,1.2096,-0.17142,0.17142,1.5065,0.84261
3,3,1,652,1.512,0.264,-1.248,1.248,1.776,4,6,0,0,10,474.28,-1.0233,0.83977,-0.40011,-1.3117,1.3117,0.56162,-0.43445,1.2096,-0.17142,0.17142,0.6986,0.8481
3,3,1,766,0.564,0.504,-0.06,0.06,1.068,6,1,0,0,7,449.46,-0.6968,-0.69217,0.42737,0.024776,0.024776,-0.42352,0.75679,-1.2501,-0.17142,0.17142,-0.51326,0.69351
3,3,1,938,0.732,0.42,-0.312,0.312,1.152,4,2,0,0,6,492.41,-0.20419,-0.42069,0.13775,-0.25872,0.25872,-0.30664,-0.43445,-0.75816,-0.17142,0.17142,-0.91721,0.96103
3,3,1,1413,0.288,0.492,0.204,0.204,0.78,1,4,0,0,5,86.324,1.1562,-1.1382,0.386,0.32177,0.32177,-0.82426,-2.2213,0.22571,-0.17142,0.17142,-1.3212,-1.5684
3,3,1,1063,0.492,0.504,0.012,0.012,0.996,4,6,0,0,10,198.51,0.15381,-0.80852,0.42737,0.10577,0.10577,-0.52371,-0.43445,1.2096,-0.17142,0.17142,0.6986,-0.86965
3,3,1,1023,0.576,0.492,-0.084,0.084,1.068,6,4,0,0,10,133.76,0.039254,-0.67278,0.386,-0.0022235,0.0022235,-0.42352,0.75679,0.22571,-0.17142,0.17142,0.6986,-1.2729
3,3,1,603,0.576,0.204,-0.372,0.372,0.78,6,1,0,0,7,200.6,-1.1636,-0.67278,-0.60698,-0.32621,0.32621,-0.82426,0.75679,-1.2501,-0.17142,0.17142,-0.51326,-0.85659
3,3,1,939,0.504,0.156,-0.348,0.348,0.66,6,4,0,0,10,136.19,-0.20132,-0.78913,-0.77248,-0.29921,0.29921,-0.99124,0.75679,0.22571,-0.17142,0.17142,0.6986,-1.2578
3,3,1,1626,0.42,0.216,-0.204,0.204,0.636,2,5,0,0,7,127.86,1.7662,-0.92487,-0.56561,-0.13722,0.13722,-1.0246,-1.6257,0.71765,-0.17142,0.17142,-0.51326,-1.3097
3,3,1,643,1.5,0.42,-1.08,1.08,1.92,6,6,0,0,12,483.03,-1.0491,0.82038,0.13775,-1.1227,1.1227,0.76199,0.75679,1.2096,-0.17142,0.17142,1.5065,0.90262
3,3,1,627,2.04,0.264,-1.776,1.776,2.304,6,6,0,0,12,500,-1.0949,1.693,-0.40011,-1.9057,1.9057,1.2963,0.75679,1.2096,-0.17142,0.17142,1.5065,1.0083
3,3,0,1157,0.504,0.192,0.312,0.312,0.696,6,4,2,2,10,327.42,0.42303,-0.78913,-0.64836,0.44326,0.44326,-0.94114,0.75679,0.22571,3.0666,3.0666,0.6986,-0.066636
3,3,1,1891,0.732,1.512,0.78,0.78,2.244,4,4,0,0,8,151.24,2.5252,-0.42069,3.9028,0.96974,0.96974,1.2128,-0.43445,0.22571,-0.17142,0.17142,-0.1093,-1.164
3,3,1,1212,0.288,0.504,0.216,0.216,0.792,1,6,0,0,7,278.86,0.58055,-1.1382,0.42737,0.33527,0.33527,-0.80757,-2.2213,1.2096,-0.17142,0.17142,-0.51326,-0.36914
3,3,1,739,1.512,0.204,-1.308,1.308,1.716,4,1,0,0,5,446.83,-0.77412,0.83977,-0.60698,-1.3792,1.3792,0.47814,-0.43445,-1.2501,-0.17142,0.17142,-1.3212,0.67714
3,3,0,1232,0.504,0.156,0.348,0.348,0.66,6,4,0,0,10,347.85,0.63783,-0.78913,-0.77248,0.48376,0.48376,-0.99124,0.75679,0.22571,-0.17142,0.17142,0.6986,0.060571
3,3,1,660,0.576,0.504,-0.072,0.072,1.08,6,1,0,0,7,303.73,-1.0004,-0.67278,0.42737,0.011276,0.011276,-0.40683,0.75679,-1.2501,-0.17142,0.17142,-0.51326,-0.21425
3,3,1,592,1.488,0.204,-1.284,1.284,1.692,5,1,1,1,6,347.19,-1.1951,0.80099,-0.60698,-1.3522,1.3522,0.44474,0.16117,-1.2501,1.4476,1.4476,-0.91721,0.05647
3,3,1,1466,0.288,0.42,0.132,0.132,0.708,1,6,0,0,7,191.74,1.308,-1.1382,0.13775,0.24077,0.24077,-0.92445,-2.2213,1.2096,-0.17142,0.17142,-0.51326,-0.91178
3,3,1,1668,1.5,0.564,-0.936,0.936,2.064,6,6,0,0,12,151.16,1.8865,0.82038,0.63424,-0.96069,0.96069,0.96236,0.75679,1.2096,-0.17142,0.17142,1.5065,-1.1646
3,3,1,808,0.732,0.216,-0.516,0.516,0.948,4,5,0,0,9,472.08,-0.57651,-0.42069,-0.56561,-0.48821,0.48821,-0.5905,-0.43445,0.71765,-0.17142,0.17142,0.29465,0.83443
3,3,0,1163,2.04,0.492,1.548,1.548,2.532,6,4,0,0,10,459.59,0.44021,1.693,0.386,1.8337,1.8337,1.6136,0.75679,0.22571,-0.17142,0.17142,0.6986,0.75664
3,3,0,907,2.04,0.264,1.776,1.776,2.304,6,6,0,0,12,500,-0.29297,1.693,-0.40011,2.0902,2.0902,1.2963,0.75679,1.2096,-0.17142,0.17142,1.5065,1.0083
3,3,1,825,1.488,0.216,-1.272,1.272,1.704,5,5,1,1,10,462.15,-0.52782,0.80099,-0.56561,-1.3387,1.3387,0.46144,0.16117,0.71765,1.4476,1.4476,0.6986,0.77255
3,3,1,558,1.5,0.492,-1.008,1.008,1.992,6,4,0,0,10,500,-1.2925,0.82038,0.386,-1.0417,1.0417,0.86218,0.75679,0.22571,-0.17142,0.17142,0.6986,1.0083
