,Participant,Session,Choice,RT,ChosenValue,UnchosenValue,DiffValue,AbsDiffValue,TotalValue,ChosenFam,UnchosenFam,DiffFam,AbsDiffFam,TotalFam,Confidence,zRT,zChosenValue,zUnchosenValue,zDiffValue,zAbsDiffValue,zTotalValue,zChosenFam,zUnchosenFam,zDiffFam,zAbsDiffFam,zTotalFam,zConfidence,RVal,LVal,RFam,LFam,zRVal,zLVal,zRFam,zLFam,ConfSplit
1689,5,4,0,718,1.272,0.49200000000000005,0.78,0.78,1.764,6,2,0,0,8,500.0,-1.0621,0.60588,0.12070999999999998,1.0491,1.0491,0.40379,0.8437399999999999,-0.69352,0.0,0.0,0.22259,0.40283,0.49200000000000005,1.272,2,6,-0.506880189695616,0.929244408645234,-0.8466691015566192,1.3406454791462183,1.0
1690,5,4,1,745,1.248,1.26,0.012,0.012,2.508,6,1,-2,2,7,321.08,-0.9699399999999999,0.53986,1.58,0.13567,0.13567,1.4625,0.8437399999999999,-1.4304,-3.0551,3.0551,-0.19785999999999998,-1.2405,1.248,1.26,6,1,0.887593694619843,0.9071086909307117,1.3382834185894952,-1.3953657027848394,0.0
1691,5,4,0,975,1.272,0.0,1.272,1.272,1.272,6,3,0,0,9,500.0,-0.18517,0.60588,-0.81414,1.6342,1.6342,-0.29632,0.8437399999999999,0.043345,0.0,0.0,0.64304,0.40283,0.0,1.272,3,6,-1.4143949398056768,0.929244408645234,-0.30043097152009063,1.3406454791462183,1.0
1692,5,4,1,977,1.248,0.0,-1.248,1.248,1.248,4,3,0,0,7,500.0,-0.17835,0.53986,-0.81414,-1.3629,1.3629,-0.33047,-0.30375,0.043345,0.0,0.0,-0.19785999999999998,0.40283,1.248,0.0,4,3,0.887593694619843,-1.417141669094141,0.24580715851643797,-0.30096123001241626,1.0
1693,5,4,1,1184,1.26,0.504,-0.7559999999999999,0.7559999999999999,1.764,1,4,2,2,5,500.0,0.52794,0.57287,0.14351,-0.77775,0.77775,0.40379,-2.025,0.7802100000000001,3.0551,3.0551,-1.0388,0.40283,1.26,0.504,1,4,0.9097282007200884,-0.48744152508419997,-1.3929072315931479,0.24624100637379528,1.0
1694,5,4,0,992,1.248,0.0,1.248,1.248,1.248,6,2,0,0,8,500.0,-0.12717,0.53986,-0.81414,1.6057,1.6057,-0.33047,0.8437399999999999,-0.69352,0.0,0.0,0.22259,0.40283,0.0,1.248,2,6,-1.4143949398056768,0.8849729732161893,-0.8466691015566192,1.3406454791462183,1.0
1695,5,4,0,865,1.272,0.0,1.272,1.272,1.272,6,3,0,0,9,500.0,-0.5605,0.60588,-0.81414,1.6342,1.6342,-0.29632,0.8437399999999999,0.043345,0.0,0.0,0.64304,0.40283,0.0,1.272,3,6,-1.4143949398056768,0.929244408645234,-0.30043097152009063,1.3406454791462183,1.0
1696,5,4,0,709,1.248,1.26,-0.012,0.012,2.508,6,6,0,0,12,385.12,-1.0928,0.53986,1.58,0.10712999999999999,0.10712999999999999,1.4625,0.8437399999999999,2.2539,0.0,0.0,1.9044,-0.6522399999999999,1.26,1.248,6,6,0.9097282007200884,0.8849729732161893,1.3382834185894952,1.3406454791462183,0.0
1697,5,4,1,910,1.26,1.272,0.012,0.012,2.532,6,6,0,0,12,500.0,-0.40695,0.57287,1.6028,0.13567,0.13567,1.4967,0.8437399999999999,2.2539,0.0,0.0,1.9044,0.40283,1.26,1.272,6,6,0.9097282007200884,0.929244408645234,1.3382834185894952,1.3406454791462183,1.0
1698,5,4,1,899,1.248,0.0,-1.248,1.248,1.248,6,3,0,0,9,500.0,-0.44448999999999994,0.53986,-0.81414,-1.3629,1.3629,-0.33047,0.8437399999999999,0.043345,0.0,0.0,0.64304,0.40283,1.248,0.0,6,3,0.887593694619843,-1.417141669094141,1.3382834185894952,-0.30096123001241626,1.0
1699,5,4,0,918,1.272,1.26,0.012,0.012,2.532,6,1,2,2,7,263.75,-0.37966,0.60588,1.58,0.13567,0.13567,1.4967,0.8437399999999999,-1.4304,3.0551,3.0551,-0.19785999999999998,-1.7669,1.26,1.272,1,6,0.9097282007200884,0.929244408645234,-1.3929072315931479,1.3406454791462183,0.0
1700,7,1,1,1123,2.772,0.828,-1.944,1.944,3.6,6,5,-2,2,11,197.74,-0.29097,0.51512,-1.6537,-2.3506,2.3506,-0.8647100000000001,0.8748600000000001,0.2696,-2.7569,2.7569,0.64862,-0.4938,2.772,0.828,6,5,0.8160418589601209,-2.547731177150197,1.0089644738698405,0.017420019613959583,0.0
1701,7,1,0,1582,3.0,2.772,0.228,0.228,5.772,6,6,0,0,12,415.12,1.1296,0.94196,1.2244,0.058887,0.058887,1.3663,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,1.285,2.772,3.0,6,6,0.8160418589601209,1.2123382900142567,1.0089644738698405,1.0045544644050062,1.0
1702,7,1,1,1379,2.544,2.508,-0.036000000000000004,0.036000000000000004,5.052,5,5,0,0,10,335.25,0.50135,0.088276,0.83352,-0.23398000000000002,0.23398000000000002,0.62674,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,0.63142,2.544,2.508,5,5,0.42526125044400803,0.3606098471758999,0.02035375019333965,0.017420019613959583,0.0
1703,7,1,0,1404,2.7,2.184,0.516,0.516,4.8839999999999995,6,4,0,0,10,153.28,0.57873,0.38033,0.35385,0.37838,0.37838,0.45418000000000003,0.8748600000000001,-0.42483000000000004,-0.22353,0.22353,0.09729299999999999,-0.8576299999999999,2.184,2.7,4,6,-0.1917607630024865,0.692991678527454,-0.9682569734831611,1.0045544644050062,0.0
1704,7,1,0,1599,2.7,0.828,1.8719999999999999,1.8719999999999999,3.528,6,5,2,2,11,103.64,1.1822,0.38033,-1.6537,1.8827,1.8827,-0.9386700000000001,0.8748600000000001,0.2696,2.3098,2.3098,0.64862,-1.2638,0.828,2.7,5,6,-2.5158770136509507,0.692991678527454,0.02035375019333965,1.0045544644050062,0.0
1705,7,1,1,1291,1.848,1.5,-0.348,0.348,3.3480000000000003,4,2,0,0,6,84.45299999999999,0.22899,-1.2147,-0.65879,-0.5801,0.5801,-1.1236,-1.3449,-1.8137,-0.22353,0.22353,-2.108,-1.4208,1.848,1.5,4,2,-0.7676479755525484,-1.3843947674197579,-0.9682569734831611,-2.9439833147591803,0.0
1706,7,1,0,1251,2.508,0.828,1.68,1.68,3.3360000000000003,5,5,2,2,10,289.17,0.10519,0.020880000000000003,-1.6537,1.6697,1.6697,-1.1359,-0.23504,0.2696,2.3098,2.3098,0.09729299999999999,0.25433,0.828,2.508,5,5,-2.5158770136509507,0.3606098471758999,0.02035375019333965,0.017420019613959583,0.0
1707,7,1,0,1933,1.692,2.7,-1.008,1.008,4.3919999999999995,5,6,0,0,11,454.03,2.2159999999999997,-1.5068,1.1178,-1.3123,1.3123,-0.051189,-0.23504,0.96404,-0.22353,0.22353,0.64862,1.6034,2.7,1.692,6,5,0.6926374562708226,-1.0520129360682042,1.0089644738698405,0.017420019613959583,1.0
1708,7,1,1,1501,2.9760000000000004,1.896,-1.08,1.08,4.872,5,6,1,1,11,175.74,0.8789399999999999,0.8970299999999999,-0.072525,-1.3921,1.3921,0.44185,-0.23504,0.96404,1.0432,1.0432,0.64862,-0.67383,2.9760000000000004,1.896,5,6,1.1656876665798024,-0.6988572402571782,0.02035375019333965,1.0045544644050062,0.0
1709,7,1,1,1707,2.4,3.0,0.6,0.6,5.4,6,6,0,0,12,235.0,1.5165,-0.18131,1.5619,0.47157,0.47157,0.9842,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,-0.1889,2.4,3.0,6,6,0.1784524450654099,1.2123382900142567,1.0089644738698405,1.0045544644050062,0.0
1710,7,1,1,1533,1.692,1.896,0.204,0.204,3.588,5,6,0,0,11,157.56,0.97798,-1.5068,-0.072525,0.032263,0.032263,-0.8770399999999999,-0.23504,0.96404,-0.22353,0.22353,0.64862,-0.82258,1.692,1.896,5,6,-1.035024181379363,-0.6988572402571782,0.02035375019333965,1.0045544644050062,0.0
1711,7,1,0,1107,2.7,1.5,1.2,1.2,4.2,6,2,0,0,8,32.475,-0.34048,0.38033,-0.65879,1.1372,1.1372,-0.24841,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,-1.8461,1.5,2.7,2,6,-1.3641025885508269,0.692991678527454,-2.945478420836163,1.0045544644050062,0.0
1712,7,1,1,1724,2.184,2.4,0.21600000000000003,0.21600000000000003,4.584,4,6,0,0,10,423.23,1.5691,-0.5856899999999999,0.6736300000000001,0.045575,0.045575,0.14603,-1.3449,0.96404,-0.22353,0.22353,0.09729299999999999,1.3514,2.184,2.4,4,6,-0.1917607630024865,0.1736450670406507,-0.9682569734831611,1.0045544644050062,1.0
1713,7,1,0,1674,2.9760000000000004,2.508,0.46799999999999997,0.46799999999999997,5.484,5,5,-1,1,10,374.18,1.4144,0.8970299999999999,0.83352,0.32513000000000003,0.32513000000000003,1.0705,-0.23504,0.2696,-1.4902,1.4902,0.09729299999999999,0.9499700000000001,2.508,2.9760000000000004,5,5,0.3635590490993585,1.170790561095313,0.02035375019333965,0.017420019613959583,1.0
1714,7,1,1,848,2.7,2.4,-0.3,0.3,5.1,6,6,0,0,12,147.48,-1.1421,0.38033,0.6736300000000001,-0.52685,0.52685,0.67605,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,-0.9050799999999999,2.7,2.4,6,6,0.6926374562708226,0.1736450670406507,1.0089644738698405,1.0045544644050062,0.0
1715,7,1,1,1793,2.496,2.676,0.18,0.18,5.172000000000001,4,5,0,0,9,329.1,1.7827,-0.0015857999999999998,1.0822,0.0056381,0.0056381,0.7500100000000001,-1.3449,0.2696,-0.22353,0.22353,-0.45403000000000004,0.5811,2.496,2.676,4,5,0.34299164865114196,0.6514439496085098,-0.9682569734831611,0.017420019613959583,0.0
1716,7,1,0,1626,1.8840000000000001,2.088,-0.204,0.204,3.972,6,5,0,0,11,119.45,1.2658,-1.1473,0.21172,-0.42035,0.42035,-0.4826,0.8748600000000001,0.2696,-0.22353,0.22353,0.64862,-1.1344,2.088,1.8840000000000001,5,6,-0.3562999665882186,-0.7196311047166499,0.02035375019333965,1.0045544644050062,0.0
1717,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,-3.7666,-4.6744,-2.8795,-0.19405,0.19405,-4.5625,-5.7846,-3.2026,-0.22353,0.22353,-5.416,-2.1119,0.0,0.0,0,0,-3.9350276445778882,-3.9811278248537727,-4.922699868189164,-4.9182522043412735,0.0
1718,7,1,0,680,2.4,0.828,1.5719999999999998,1.5719999999999998,3.228,6,5,2,2,11,87.13600000000001,-1.662,-0.18131,-1.6537,1.5499,1.5499,-1.2468,0.8748600000000001,0.2696,2.3098,2.3098,0.64862,-1.3989,0.828,2.4,5,6,-2.5158770136509507,0.1736450670406507,0.02035375019333965,1.0045544644050062,0.0
1719,7,1,0,1114,1.848,0.828,1.02,1.02,2.676,4,5,2,2,9,142.04,-0.31882,-1.2147,-1.6537,0.9375,0.9375,-1.8138,-1.3449,0.2696,2.3098,2.3098,-0.45403000000000004,-0.9496100000000001,0.828,1.848,5,4,-2.5158770136509507,-0.7819526980950664,0.02035375019333965,-0.969714425177087,0.0
1720,7,1,0,1052,3.0,2.088,0.912,0.912,5.088,5,5,0,0,10,288.32,-0.51071,0.94196,0.21172,0.8176899999999999,0.8176899999999999,0.66372,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,0.24739,2.088,3.0,5,5,-0.3562999665882186,1.2123382900142567,0.02035375019333965,0.017420019613959583,0.0
1721,7,1,1,1246,2.772,2.4,-0.37200000000000005,0.37200000000000005,5.172000000000001,6,6,0,0,12,362.08,0.08971799999999999,0.51512,0.6736300000000001,-0.60673,0.60673,0.7500100000000001,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,0.8509700000000001,2.772,2.4,6,6,0.8160418589601209,0.1736450670406507,1.0089644738698405,1.0045544644050062,1.0
1722,7,1,0,1336,2.772,1.8840000000000001,0.888,0.888,4.656000000000001,6,6,0,0,12,349.82,0.36827,0.51512,-0.090291,0.79106,0.79106,0.21998,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,0.75069,1.8840000000000001,2.772,6,6,-0.7059457742078988,0.8176348652842861,1.0089644738698405,1.0045544644050062,1.0
1723,7,1,1,1232,2.7,2.772,0.07200000000000001,0.07200000000000001,5.472,6,6,0,0,12,66.499,0.046388,0.38033,1.2244,-0.11417000000000001,0.11417000000000001,1.0582,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,-1.5677,2.7,2.772,6,6,0.6926374562708226,0.8176348652842861,1.0089644738698405,1.0045544644050062,0.0
1724,7,1,0,1638,2.496,1.896,0.6,0.6,4.3919999999999995,4,6,0,0,10,318.67,1.3030000000000002,-0.0015857999999999998,-0.072525,0.47157,0.47157,-0.051189,-1.3449,0.96404,-0.22353,0.22353,0.09729299999999999,0.49578,1.896,2.496,6,4,-0.6853783737596827,0.3398359827164278,1.0089644738698405,-0.969714425177087,0.0
1725,7,1,1,1482,0.828,2.676,1.848,1.848,3.5039999999999996,5,5,2,2,10,32.784,0.8201299999999999,-3.1243,1.0822,1.8559999999999999,1.8559999999999999,-0.9633200000000001,-0.23504,0.2696,2.3098,2.3098,0.09729299999999999,-1.8436,0.828,2.676,5,5,-2.5158770136509507,0.6514439496085098,0.02035375019333965,0.017420019613959583,0.0
1726,7,1,0,1249,2.676,2.184,0.49200000000000005,0.49200000000000005,4.86,5,4,0,0,9,344.94,0.099003,0.3354,0.35385,0.35176,0.35176,0.42953,-0.23504,-0.42483000000000004,-0.22353,0.22353,-0.45403000000000004,0.71073,2.184,2.676,4,5,-0.1917607630024865,0.6514439496085098,-0.9682569734831611,0.017420019613959583,1.0
1727,7,1,0,1327,3.0,3.0,0.0,0.0,6.0,5,6,0,0,11,374.87,0.34041,0.94196,1.5619,-0.19405,0.19405,1.6005,-0.23504,0.96404,-0.22353,0.22353,0.64862,0.95567,3.0,3.0,6,5,1.2068224674762347,1.2123382900142567,1.0089644738698405,0.017420019613959583,1.0
1728,7,1,0,1217,1.8840000000000001,0.828,1.056,1.056,2.7119999999999997,6,5,2,2,11,417.04,-3.64e-05,-1.1473,-1.6537,0.9774299999999999,0.9774299999999999,-1.7768,0.8748600000000001,0.2696,2.3098,2.3098,0.64862,1.3007,0.828,1.8840000000000001,5,6,-2.5158770136509507,-0.7196311047166499,0.02035375019333965,1.0045544644050062,1.0
1729,7,1,0,1166,2.772,1.896,0.8759999999999999,0.8759999999999999,4.668,6,6,0,0,12,202.89,-0.15788,0.51512,-0.072525,0.77775,0.77775,0.23231,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,-0.45163000000000003,1.896,2.772,6,6,-0.6853783737596827,0.8176348652842861,1.0089644738698405,1.0045544644050062,0.0
1730,7,1,1,1270,1.692,1.5,-0.192,0.192,3.1919999999999997,5,2,0,0,7,375.57,0.16399999999999998,-1.5068,-0.65879,-0.40704,0.40704,-1.2838,-0.23504,-1.8137,-0.22353,0.22353,-1.5567,0.96135,1.692,1.5,5,2,-1.035024181379363,-1.3843947674197579,0.02035375019333965,-2.9439833147591803,1.0
1731,7,1,0,1512,3.0,2.496,0.504,0.504,5.496,5,4,0,0,9,148.65,0.9129799999999999,0.94196,0.81575,0.36507,0.36507,1.0828,-0.23504,-0.42483000000000004,-0.22353,0.22353,-0.45403000000000004,-0.8955299999999999,2.496,3.0,4,5,0.34299164865114196,1.2123382900142567,-0.9682569734831611,0.017420019613959583,0.0
1732,7,1,1,1508,2.676,2.088,-0.588,0.588,4.763999999999999,5,5,0,0,10,263.19,0.9006,0.3354,0.21172,-0.84635,0.84635,0.33092,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,0.041782,2.676,2.088,5,5,0.6515026553743897,-0.3664754089056241,0.02035375019333965,0.017420019613959583,0.0
1733,7,1,0,1832,3.0,2.544,0.456,0.456,5.544,5,5,0,0,10,252.95,1.9034,0.94196,0.88682,0.31182,0.31182,1.1321,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,-0.042032,2.544,3.0,5,5,0.42526125044400803,1.2123382900142567,0.02035375019333965,0.017420019613959583,0.0
1734,7,1,0,1130,3.0,1.5,1.5,1.5,4.5,6,2,0,0,8,479.0,-0.2693,0.94196,-0.65879,1.47,1.47,0.059745000000000006,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,1.8077,1.5,3.0,2,6,-1.3641025885508269,1.2123382900142567,-2.945478420836163,1.0045544644050062,1.0
1735,7,1,0,1414,2.7,2.496,0.204,0.204,5.196000000000001,6,4,0,0,10,329.63,0.60968,0.38033,0.81575,0.032263,0.032263,0.77466,0.8748600000000001,-0.42483000000000004,-0.22353,0.22353,0.09729299999999999,0.5854199999999999,2.496,2.7,4,6,0.34299164865114196,0.692991678527454,-0.9682569734831611,1.0045544644050062,0.0
1736,7,1,0,836,2.496,1.5,0.996,0.996,3.9960000000000004,4,2,0,0,6,380.56,-1.1792,-0.0015857999999999998,-0.65879,0.9108700000000001,0.9108700000000001,-0.45795,-1.3449,-1.8137,-0.22353,0.22353,-2.108,1.0022,1.5,2.496,2,4,-1.3641025885508269,0.3398359827164278,-2.945478420836163,-0.969714425177087,1.0
1737,7,1,0,1096,2.9760000000000004,0.828,2.148,2.148,3.804,5,5,1,1,10,403.85,-0.37453000000000003,0.8970299999999999,-1.6537,2.1888,2.1888,-0.65517,-0.23504,0.2696,1.0432,1.0432,0.09729299999999999,1.1928,0.828,2.9760000000000004,5,5,-2.5158770136509507,1.170790561095313,0.02035375019333965,0.017420019613959583,1.0
1738,7,1,0,892,2.772,0.828,1.944,1.944,3.6,6,5,2,2,11,347.52,-1.0059,0.51512,-1.6537,1.9625,1.9625,-0.8647100000000001,0.8748600000000001,0.2696,2.3098,2.3098,0.64862,0.73183,0.828,2.772,5,6,-2.5158770136509507,0.8176348652842861,0.02035375019333965,1.0045544644050062,1.0
1739,7,1,1,1052,2.184,0.828,-1.3559999999999999,1.3559999999999999,3.012,4,5,-2,2,9,126.23,-0.51071,-0.5856899999999999,-1.6537,-1.6983,1.6983,-1.4687,-1.3449,0.2696,-2.7569,2.7569,-0.45403000000000004,-1.0789,2.184,0.828,4,5,-0.1917607630024865,-2.547731177150197,-0.9682569734831611,0.017420019613959583,0.0
1740,7,1,0,924,2.544,0.828,1.716,1.716,3.372,5,5,2,2,10,374.22,-0.9068700000000001,0.088276,-1.6537,1.7096,1.7096,-1.0989,-0.23504,0.2696,2.3098,2.3098,0.09729299999999999,0.95035,0.828,2.544,5,5,-2.5158770136509507,0.4229314405543163,0.02035375019333965,0.017420019613959583,1.0
1741,7,1,0,1060,2.8080000000000003,2.676,0.132,0.132,5.484,5,5,0,0,10,394.77,-0.48595,0.5825100000000001,1.0822,-0.047611,0.047611,1.0705,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,1.1184,2.676,2.8080000000000003,5,5,0.6515026553743897,0.8799564586627033,0.02035375019333965,0.017420019613959583,1.0
1742,7,1,1,974,1.8840000000000001,2.184,0.3,0.3,4.0680000000000005,6,4,0,0,10,70.13600000000001,-0.75212,-1.1473,0.35385,0.13876,0.13876,-0.38399,0.8748600000000001,-0.42483000000000004,-0.22353,0.22353,0.09729299999999999,-1.538,1.8840000000000001,2.184,6,4,-0.7059457742078988,-0.20028449322984698,1.0089644738698405,-0.969714425177087,0.0
1743,7,1,1,894,1.8840000000000001,1.5,-0.384,0.384,3.384,6,2,0,0,8,307.39,-0.99972,-1.1473,-0.65879,-0.6200399999999999,0.6200399999999999,-1.0866,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,0.40342,1.8840000000000001,1.5,6,2,-0.7059457742078988,-1.3843947674197579,1.0089644738698405,-2.9439833147591803,0.0
1744,7,1,0,1588,2.4,1.5,0.9,0.9,3.9,6,2,0,0,8,329.51,1.1482,-0.18131,-0.65879,0.80437,0.80437,-0.55656,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,0.5844699999999999,1.5,2.4,2,6,-1.3641025885508269,0.1736450670406507,-2.945478420836163,1.0045544644050062,0.0
1745,7,1,1,1196,2.8080000000000003,2.088,-0.72,0.72,4.896,5,5,0,0,10,159.74,-0.06503099999999999,0.5825100000000001,0.21172,-0.9927799999999999,0.9927799999999999,0.46651000000000004,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,-0.8047300000000001,2.8080000000000003,2.088,5,5,0.8777440603047713,-0.3664754089056241,0.02035375019333965,0.017420019613959583,0.0
1746,7,1,1,1321,2.9760000000000004,1.8840000000000001,-1.092,1.092,4.86,5,6,1,1,11,159.01,0.32184,0.8970299999999999,-0.090291,-1.4055,1.4055,0.42953,-0.23504,0.96404,1.0432,1.0432,0.64862,-0.81075,2.9760000000000004,1.8840000000000001,5,6,1.1656876665798024,-0.7196311047166499,0.02035375019333965,1.0045544644050062,0.0
1747,7,1,0,989,3.0,1.896,1.104,1.104,4.896,6,6,0,0,12,249.27,-0.7056899999999999,0.94196,-0.072525,1.0307,1.0307,0.46651000000000004,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,-0.07214,1.896,3.0,6,6,-0.6853783737596827,1.2123382900142567,1.0089644738698405,1.0045544644050062,0.0
1748,7,1,1,1283,3.0,2.7,-0.3,0.3,5.7,5,6,0,0,11,279.86,0.20423,0.94196,1.1178,-0.52685,0.52685,1.2924,-0.23504,0.96404,-0.22353,0.22353,0.64862,0.17820999999999998,3.0,2.7,5,6,1.2068224674762347,0.692991678527454,0.02035375019333965,1.0045544644050062,0.0
1749,7,1,0,1320,2.544,1.848,0.696,0.696,4.3919999999999995,5,4,0,0,9,52.456,0.31875,0.088276,-0.14359,0.57807,0.57807,-0.051189,-0.23504,-0.42483000000000004,-0.22353,0.22353,-0.45403000000000004,-1.6826,1.848,2.544,4,5,-0.7676479755525484,0.4229314405543163,-0.9682569734831611,0.017420019613959583,0.0
1750,7,1,1,1239,1.8840000000000001,1.692,-0.192,0.192,3.576,6,5,0,0,11,288.94,0.068053,-1.1473,-0.37454,-0.40704,0.40704,-0.88936,0.8748600000000001,0.2696,-0.22353,0.22353,0.64862,0.2525,1.8840000000000001,1.692,6,5,-0.7059457742078988,-1.0520129360682042,1.0089644738698405,0.017420019613959583,0.0
1751,7,1,1,1024,2.772,1.8840000000000001,-0.888,0.888,4.656000000000001,6,6,0,0,12,260.04,-0.59737,0.51512,-0.090291,-1.1792,1.1792,0.21998,0.8748600000000001,0.96404,-0.22353,0.22353,1.1999,0.016028,2.772,1.8840000000000001,6,6,0.8160418589601209,-0.7196311047166499,1.0089644738698405,1.0045544644050062,0.0
1752,7,1,1,873,2.4,1.5,-0.9,0.9,3.9,6,2,0,0,8,347.95,-1.0647,-0.18131,-0.65879,-1.1925,1.1925,-0.55656,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,0.73535,2.4,1.5,6,2,0.1784524450654099,-1.3843947674197579,1.0089644738698405,-2.9439833147591803,1.0
1753,7,1,0,1631,2.8080000000000003,1.848,0.96,0.96,4.656000000000001,5,4,0,0,9,198.03,1.2813,0.5825100000000001,-0.14359,0.8709399999999999,0.8709399999999999,0.21998,-0.23504,-0.42483000000000004,-0.22353,0.22353,-0.45403000000000004,-0.49141,1.848,2.8080000000000003,4,5,-0.7676479755525484,0.8799564586627033,-0.9682569734831611,0.017420019613959583,0.0
1754,7,1,1,1451,2.9760000000000004,2.184,-0.792,0.792,5.16,5,4,1,1,9,316.21,0.72419,0.8970299999999999,0.35385,-1.0727,1.0727,0.73768,-0.23504,-0.42483000000000004,1.0432,1.0432,-0.45403000000000004,0.47563999999999995,2.9760000000000004,2.184,5,4,1.1656876665798024,-0.20028449322984698,0.02035375019333965,-0.969714425177087,0.0
1755,7,1,1,1558,2.496,3.0,0.504,0.504,5.496,4,6,0,0,10,91.7,1.0554,-0.0015857999999999998,1.5619,0.36507,0.36507,1.0828,-1.3449,0.96404,-0.22353,0.22353,0.09729299999999999,-1.3615,2.496,3.0,4,6,0.34299164865114196,1.2123382900142567,-0.9682569734831611,1.0045544644050062,0.0
1756,7,1,1,1337,3.0,1.5,-1.5,1.5,4.5,6,2,0,0,8,469.86,0.37135999999999997,0.94196,-0.65879,-1.8581,1.8581,0.059745000000000006,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,1.7329,3.0,1.5,6,2,1.2068224674762347,-1.3843947674197579,1.0089644738698405,-2.9439833147591803,1.0
1757,7,1,1,1209,2.544,1.5,-1.044,1.044,4.044,5,2,0,0,7,387.41,-0.024796000000000002,0.088276,-0.65879,-1.3522,1.3522,-0.40865,-0.23504,-1.8137,-0.22353,0.22353,-1.5567,1.0583,2.544,1.5,5,2,0.42526125044400803,-1.3843947674197579,0.02035375019333965,-2.9439833147591803,1.0
1758,7,1,1,1334,2.772,1.5,-1.272,1.272,4.272,6,2,0,0,8,394.34,0.36208,0.51512,-0.65879,-1.6051,1.6051,-0.17445,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,1.1149,2.772,1.5,6,2,0.8160418589601209,-1.3843947674197579,1.0089644738698405,-2.9439833147591803,1.0
1759,7,1,1,1623,1.692,1.848,0.156,0.156,3.54,5,4,0,0,9,165.58,1.2565,-1.5068,-0.14359,-0.020986,0.020986,-0.9263399999999999,-0.23504,-0.42483000000000004,-0.22353,0.22353,-0.45403000000000004,-0.7569600000000001,1.692,1.848,5,4,-1.035024181379363,-0.7819526980950664,0.02035375019333965,-0.969714425177087,0.0
1760,7,1,0,934,1.692,2.508,-0.816,0.816,4.2,5,5,0,0,10,336.33,-0.87592,-1.5068,0.83352,-1.0993,1.0993,-0.24841,-0.23504,0.2696,-0.22353,0.22353,0.09729299999999999,0.64026,2.508,1.692,5,5,0.3635590490993585,-1.0520129360682042,0.02035375019333965,0.017420019613959583,1.0
1761,7,1,0,1281,3.0,2.772,0.228,0.228,5.772,5,6,0,0,11,141.0,0.19804000000000002,0.94196,1.2244,0.058887,0.058887,1.3663,-0.23504,0.96404,-0.22353,0.22353,0.64862,-0.95809,2.772,3.0,6,5,0.8160418589601209,1.2123382900142567,1.0089644738698405,0.017420019613959583,0.0
1762,7,1,0,1036,1.848,1.5,0.348,0.348,3.3480000000000003,4,2,0,0,6,387.04,-0.56023,-1.2147,-0.65879,0.19201,0.19201,-1.1236,-1.3449,-1.8137,-0.22353,0.22353,-2.108,1.0552,1.5,1.848,2,4,-1.3641025885508269,-0.7819526980950664,-2.945478420836163,-0.969714425177087,1.0
1763,7,1,1,1296,2.9760000000000004,1.848,-1.128,1.128,4.824,5,4,1,1,9,226.89,0.24447,0.8970299999999999,-0.14359,-1.4454,1.4454,0.39255,-0.23504,-0.42483000000000004,1.0432,1.0432,-0.45403000000000004,-0.25523,2.9760000000000004,1.848,5,4,1.1656876665798024,-0.7819526980950664,0.02035375019333965,-0.969714425177087,0.0
1764,7,1,0,952,2.8080000000000003,1.8840000000000001,0.924,0.924,4.692,5,6,0,0,11,283.83,-0.82021,0.5825100000000001,-0.090291,0.831,0.831,0.25695999999999997,-0.23504,0.96404,-0.22353,0.22353,0.64862,0.21068,1.8840000000000001,2.8080000000000003,6,5,-0.7059457742078988,0.8799564586627033,1.0089644738698405,0.017420019613959583,0.0
1765,7,1,1,684,1.896,1.5,-0.396,0.396,3.3960000000000004,6,2,0,0,8,61.187,-1.6497,-1.1249,-0.65879,-0.63335,0.63335,-1.0743,0.8748600000000001,-1.8137,-0.22353,0.22353,-1.0054,-1.6112,1.896,1.5,6,2,-0.6853783737596827,-1.3843947674197579,1.0089644738698405,-2.9439833147591803,0.0
