Part,Trial,1stFixation,1stFixationTime,LastFixation,LastFixationTime,firstFixValue,firstFixFam,lastFixValue,lastFixFam,fixatNum,middleFixNum,mostPopularFix,numMostPopularFix,mostPopularFixMed,numMostPopularFixMed,middleFixTime,middleFixTimeAvg,TotalTime
18,45,2,159,1,493,0.8,1.58,0.8,2.08,9,7,1,4,1.0,3.0,2322,331.7142857142857,2974
18,46,2,386,1,527,0.5,0.58,0.8,2.08,8,6,2,4,2.0,4.0,1882,313.6666666666667,2795
18,47,2,214,2,443,0.65,2.33,0.65,2.33,8,6,2,4,1.0,3.0,1538,256.3333333333333,2195
18,48,2,12,2,143,0.65,1.58,0.65,1.58,11,9,2,7,2.0,6.0,2244,249.33333333333334,2399
18,49,2,188,2,148,0.05,0.33,0.05,0.33,12,10,2,7,2.0,6.0,2578,257.8,2914
18,50,2,47,1,512,0.35,2.83,0.65,2.58,7,5,2,4,2.0,4.0,1034,206.8,1593
18,51,2,181,2,94,0.5,0.58,0.5,0.58,8,6,2,5,2.0,4.0,1794,299.0,2069
18,52,2,190,1,138,0.2,1.08,0.35,1.08,9,7,1,4,2.0,4.0,1806,258.0,2134
18,53,2,202,1,336,0.65,3.08,0.65,2.33,11,9,1,7,1.0,6.0,2044,227.11111111111111,2582
18,54,2,191,2,257,0.5,0.83,0.5,0.83,9,7,2,6,2.0,5.0,2260,322.85714285714283,2708
18,55,2,203,1,255,0.8,2.33,0.65,1.58,9,7,1,4,2.0,4.0,1686,240.85714285714286,2144
18,56,2,180,2,64,0.35,0.83,0.35,0.83,9,7,2,5,2.0,4.0,1552,221.71428571428572,1796
18,57,2,86,1,412,1.1,3.33,0.35,2.33,6,4,2,3,2.0,3.0,912,228.0,1410
18,58,2,228,1,122,0.65,3.08,0.35,1.08,7,5,1,5,1.0,4.0,2690,538.0,3040
18,59,2,204,1,211,0.5,1.58,0.5,2.08,6,4,1,3,1.0,2.0,1530,382.5,1945
18,60,2,165,1,684,0.5,0.83,0.95,2.08,8,6,1,4,1.0,3.0,1618,269.6666666666667,2467
18,61,2,272,1,557,0.35,2.33,0.5,0.58,7,5,1,4,1.0,3.0,1530,306.0,2359
18,62,1,96,2,261,0.8,1.58,0.5,3.58,13,11,1,6,1.0,6.0,3325,302.27272727272725,3682
18,63,2,178,1,374,0.2,0.83,0.35,3.33,9,7,1,4,2.0,4.0,1684,240.57142857142858,2236
18,64,2,188,1,726,0.35,0.83,0.05,0.33,8,6,1,4,1.0,3.0,1440,240.0,2354
18,65,2,216,2,92,0.5,1.08,0.5,1.08,9,7,2,5,2.0,4.0,2152,307.42857142857144,2460
18,66,2,182,1,416,0.65,2.08,0.95,1.58,7,5,2,4,2.0,4.0,1068,213.6,1666
18,67,2,202,1,166,0.35,2.08,0.65,0.83,6,4,2,3,2.0,3.0,1054,263.5,1422
18,68,2,172,1,175,0.5,1.58,1.4,2.08,6,4,2,3,2.0,3.0,892,223.0,1239
18,69,2,11,2,124,0.2,0.58,0.2,0.58,11,9,2,7,2.0,6.0,2752,305.77777777777777,2887
18,70,2,177,1,237,0.8,2.33,0.35,1.08,9,7,1,4,2.0,4.0,1742,248.85714285714286,2156
18,71,2,234,2,246,0.5,2.08,0.5,2.08,12,10,1,6,1.0,6.0,2464,246.4,2944
18,72,2,256,2,393,0.8,1.08,0.8,1.08,10,8,2,6,2.0,5.0,1757,219.625,2406
18,73,2,183,1,271,0.35,2.83,0.35,1.58,7,5,1,3,2.0,3.0,1034,206.8,1488
18,74,0,584,2,54,,,0.95,0.83,11,9,2,5,1.0,4.0,2673,297.0,3311
18,75,2,197,1,175,0.65,3.08,0.65,0.83,6,4,2,3,2.0,3.0,1050,262.5,1422
18,76,2,156,2,206,1.1,2.58,1.1,2.58,10,8,2,7,2.0,6.0,1568,196.0,1930
18,77,2,91,2,425,0.35,0.83,0.35,0.83,8,6,2,5,2.0,4.0,1532,255.33333333333334,2048
18,78,0,202,1,229,,,0.2,1.58,11,9,1,5,2.0,5.0,2642,293.55555555555554,3073
18,79,1,304,1,614,0.2,0.83,0.2,0.83,8,6,1,4,1.0,3.0,1582,263.6666666666667,2500
18,80,1,426,1,506,0.2,1.08,0.2,1.08,10,8,1,5,1.0,4.0,2728,341.0,3660
18,81,1,184,1,178,0.35,1.08,0.35,1.08,9,7,1,5,1.0,4.0,1922,274.57142857142856,2284
18,82,1,242,1,453,0.35,1.58,0.35,1.58,10,8,2,5,2.0,5.0,2960,370.0,3655
18,83,2,178,2,200,0.65,3.08,0.65,3.08,10,8,2,5,1.0,4.0,2538,317.25,2916
18,84,1,270,2,433,0.65,2.58,0.35,2.83,6,4,1,3,1.0,3.0,1407,351.75,2110
18,85,0,412,1,291,,,0.35,0.83,8,6,1,4,1.0,3.0,1586,264.3333333333333,2289
18,86,2,236,1,199,0.8,2.83,0.95,0.83,8,6,1,4,1.0,3.0,1829,304.8333333333333,2264
18,87,1,372,1,296,0.2,0.83,0.2,0.83,7,5,1,3,2.0,3.0,1519,303.8,2187
18,88,2,207,2,185,0.5,0.83,0.5,0.83,9,7,2,5,2.0,4.0,1954,279.14285714285717,2346
18,89,2,232,1,651,1.1,2.58,0.5,1.58,5,3,2,3,2.0,3.0,488,162.66666666666666,1371
18,90,2,3,1,570,0.35,0.83,0.5,3.83,6,4,2,3,2.0,3.0,994,248.5,1567
18,91,2,264,1,810,0.95,0.83,0.0,2.33,5,3,1,2,2.0,2.0,823,274.3333333333333,1897
18,92,2,286,1,142,0.35,0.83,0.8,2.08,7,5,1,3,2.0,3.0,1743,348.6,2171
18,93,2,39,2,253,1.1,3.33,1.1,3.33,7,5,2,4,2.0,3.0,1582,316.4,1874
18,94,0,326,2,719,,,0.5,1.58,7,5,1,3,1.0,3.0,1070,214.0,2115
18,95,2,418,1,470,0.5,1.58,1.4,2.08,7,5,2,4,2.0,4.0,2047,409.4,2935
18,96,2,234,2,61,0.5,3.08,0.5,3.08,10,8,2,6,2.0,5.0,2404,300.5,2699
18,97,2,202,1,157,0.65,1.58,0.8,2.08,8,6,2,4,2.0,4.0,1662,277.0,2021
18,98,2,310,1,933,0.8,1.58,0.8,2.08,4,2,2,2,,,0,0.0,1658
18,99,0,134,2,557,,,0.5,3.83,6,4,0,2,0.0,2.0,538,134.5,1229
18,100,1,222,1,734,0.65,0.83,0.65,0.83,13,11,1,11,1.0,10.0,4276,388.72727272727275,5232
18,101,1,33,2,229,0.95,1.58,0.65,2.08,10,8,1,5,1.0,5.0,2610,326.25,2872
18,102,1,183,2,284,0.35,1.58,0.35,2.83,7,5,1,3,1.0,3.0,1478,295.6,1945
18,103,2,208,1,635,0.5,1.08,0.5,1.58,6,4,2,3,2.0,3.0,876,219.0,1719
18,104,2,196,2,494,0.35,2.08,0.35,2.08,9,7,1,4,1.0,4.0,1612,230.28571428571428,2302
18,105,2,440,1,182,0.2,0.58,0.5,1.08,6,4,1,3,1.0,2.0,1824,456.0,2446
18,106,1,216,2,149,0.65,3.08,0.35,1.08,7,5,1,3,1.0,3.0,1288,257.6,1653
18,107,2,246,1,78,0.8,2.33,0.35,1.08,8,6,1,4,1.0,3.0,1922,320.3333333333333,2246
18,108,1,288,1,121,1.25,2.08,1.25,2.08,7,5,1,4,1.0,3.0,1741,348.2,2150
18,109,2,274,2,174,0.5,0.58,0.5,0.58,7,5,2,4,2.0,3.0,2019,403.8,2467
18,110,1,240,2,91,0.5,0.58,0.35,2.33,10,8,2,5,1.0,4.0,2597,324.625,2928
18,111,1,24,2,53,1.1,0.83,0.5,3.08,8,6,1,3,1.0,3.0,2212,368.6666666666667,2289
18,112,1,326,2,385,0.35,3.33,0.2,0.83,13,11,2,10,2.0,9.0,4382,398.3636363636364,5093
18,113,2,204,0,133,0.35,0.83,,,7,5,2,3,2.0,3.0,1700,340.0,2037
18,114,0,316,1,257,,,0.8,1.58,17,15,1,8,1.0,7.0,4167,277.8,4740
18,115,1,266,2,454,0.35,1.08,0.65,3.08,5,3,1,2,1.0,2.0,1150,383.3333333333333,1870
18,116,2,225,1,109,0.5,2.08,0.2,1.58,9,7,1,5,1.0,4.0,2180,311.42857142857144,2514
18,117,0,506,2,649,,,0.65,3.08,6,4,1,2,1.0,2.0,836,209.0,1991
18,118,0,12,1,286,,,0.5,2.08,12,10,2,6,2.0,6.0,3004,300.4,3302
18,119,2,264,2,78,0.8,2.33,0.8,2.33,11,9,1,5,1.0,5.0,2320,257.77777777777777,2662
18,120,1,302,2,1109,1.1,3.33,0.35,2.33,7,5,2,4,2.0,3.0,2567,513.4,3978
18,121,1,254,2,252,0.8,1.58,0.8,2.08,6,4,2,3,1.0,2.0,1935,483.75,2441
18,122,1,334,1,210,0.35,2.83,0.35,2.83,9,7,1,7,1.0,6.0,2637,376.7142857142857,3181
18,123,2,508,2,147,1.1,2.58,1.1,2.58,7,5,2,4,2.0,3.0,1388,277.6,2043
18,124,2,173,2,227,0.35,3.33,0.35,3.33,10,8,2,7,2.0,6.0,2480,310.0,2880
18,125,2,68,1,205,0.2,1.08,0.8,2.83,10,8,1,5,1.0,4.0,2048,256.0,2321
18,126,2,14,1,317,1.1,3.33,0.65,2.58,7,5,2,4,2.0,4.0,1096,219.2,1427
18,127,2,177,2,317,0.95,1.58,0.95,1.58,7,5,2,4,2.0,3.0,1428,285.6,1922
18,128,2,216,2,233,1.4,2.08,1.4,2.08,9,7,2,6,2.0,5.0,1420,202.85714285714286,1869
18,129,2,280,1,175,0.65,3.08,0.35,1.08,6,4,2,3,2.0,3.0,908,227.0,1363
18,130,2,184,2,377,0.5,0.83,0.5,0.83,8,6,2,4,1.0,3.0,1964,327.3333333333333,2525
18,131,2,350,2,214,1.1,0.83,1.1,0.83,7,5,2,4,2.0,3.0,2335,467.0,2899
18,132,1,350,2,464,0.5,3.08,0.95,2.08,6,4,2,3,1.0,2.0,1213,303.25,2027
18,133,2,236,1,452,0.95,1.58,0.65,2.08,6,4,2,3,2.0,3.0,848,212.0,1536
18,134,2,59,2,339,0.35,3.33,0.35,3.33,9,7,2,6,2.0,5.0,1958,279.7142857142857,2356
18,135,2,34,1,410,0.5,1.58,1.1,0.83,7,5,2,3,2.0,3.0,1200,240.0,1644
18,136,2,245,1,457,0.8,2.08,0.35,0.83,7,5,2,3,2.0,3.0,1006,201.2,1708
18,137,2,68,1,223,0.2,0.58,0.65,1.58,10,8,1,5,1.0,4.0,1794,224.25,2085
18,138,2,71,1,271,0.5,1.58,1.1,2.58,8,6,1,4,1.0,3.0,1236,206.0,1578
18,139,2,296,1,187,0.5,0.83,0.35,1.08,6,4,1,3,1.0,2.0,1427,356.75,1910
18,140,2,180,1,325,0.5,0.83,0.35,2.83,5,3,1,2,2.0,2.0,964,321.3333333333333,1469
18,141,2,220,2,509,0.65,3.08,0.65,3.08,9,7,2,7,2.0,6.0,2506,358.0,3235
18,142,2,246,2,365,0.5,0.58,0.5,0.58,10,8,2,6,2.0,5.0,2294,286.75,2905
18,143,2,209,1,488,0.0,2.33,0.5,1.58,7,5,2,3,2.0,3.0,1578,315.6,2275
18,144,1,206,2,327,0.35,2.08,0.65,0.83,6,4,1,3,1.0,3.0,960,240.0,1493
18,145,1,168,1,274,0.5,2.08,0.5,2.08,10,8,1,5,1.0,4.0,2355,294.375,2797
18,146,1,530,1,211,0.65,1.58,0.65,1.58,18,16,1,7,0.0,6.0,4045,252.8125,4786
18,147,2,350,2,61,0.2,1.58,0.2,1.58,8,6,2,4,1.0,3.0,2095,349.1666666666667,2506
18,148,2,226,2,229,0.5,3.58,0.5,3.58,11,9,2,8,2.0,7.0,3416,379.55555555555554,3871
18,149,2,402,2,472,0.5,3.08,0.5,3.08,8,6,2,5,2.0,4.0,2183,363.8333333333333,3057
18,150,1,114,1,90,0.2,0.58,0.2,0.58,7,5,1,5,1.0,4.0,2077,415.4,2281
18,151,1,284,2,462,0.5,3.58,0.8,1.58,8,6,2,5,2.0,4.0,1556,259.3333333333333,2302
18,152,2,21,2,418,0.35,2.83,0.35,2.83,8,6,2,5,2.0,4.0,1464,244.0,1903
18,153,0,150,2,433,,,0.95,1.83,6,4,1,2,1.0,2.0,1489,372.25,2072
18,154,2,186,1,256,0.8,1.08,0.95,1.83,10,8,1,6,1.0,5.0,2351,293.875,2793
18,155,2,254,2,220,0.65,2.58,0.65,2.58,6,4,2,3,1.0,2.0,1363,340.75,1837
18,156,2,4,2,50,0.65,0.83,0.65,0.83,14,12,2,10,2.0,9.0,2602,216.83333333333334,2656
18,157,2,138,1,963,0.35,1.08,0.2,1.08,25,23,2,12,2.0,12.0,8878,386.0,9979
18,158,0,482,2,312,,,0.5,0.58,8,6,1,4,1.0,4.0,2425,404.1666666666667,3219
18,159,0,194,2,87,,,0.65,0.83,19,17,2,12,2.0,11.0,5092,299.52941176470586,5373
18,160,0,292,2,87,,,1.25,2.08,7,5,2,3,1.0,2.0,2223,444.6,2602
18,161,2,71,2,368,1.1,3.33,1.1,3.33,8,6,2,4,1.0,3.0,1326,221.0,1765
18,162,2,194,1,1009,0.0,2.33,0.5,1.58,6,4,2,3,2.0,3.0,1244,311.0,2447
18,163,0,364,2,473,,,0.5,1.58,6,4,1,3,1.0,3.0,1130,282.5,1967
18,164,1,294,2,180,0.8,1.83,0.65,0.83,12,10,2,8,2.0,7.0,3194,319.4,3668
18,165,2,628,1,193,0.5,0.58,0.35,2.33,5,3,1,3,1.0,2.0,745,248.33333333333334,1566
18,166,1,334,1,574,0.05,0.33,0.05,0.33,7,5,1,4,1.0,3.0,1813,362.6,2721
18,167,1,350,1,270,0.65,2.08,0.65,2.08,10,8,1,6,1.0,5.0,2635,329.375,3255
18,168,1,238,2,202,0.35,1.08,0.5,0.83,12,10,1,6,1.0,6.0,4197,419.7,4637
18,169,1,366,1,521,1.1,3.33,1.1,3.33,6,4,1,3,1.0,2.0,1292,323.0,2179
18,170,2,201,1,500,0.5,3.58,0.35,1.08,5,3,1,2,2.0,2.0,910,303.3333333333333,1611
18,171,2,187,1,833,0.65,3.08,0.5,3.83,6,4,2,4,2.0,4.0,668,167.0,1688
18,172,2,210,1,273,0.2,1.58,0.35,2.08,14,12,1,7,1.0,6.0,3136,261.3333333333333,3619
18,173,1,310,2,311,0.35,2.83,0.5,0.83,5,3,1,2,1.0,2.0,1166,388.6666666666667,1787
18,174,1,222,2,957,0.2,1.08,0.5,3.08,5,3,1,2,1.0,2.0,772,257.3333333333333,1951
18,175,1,280,2,157,0.8,2.83,0.2,1.08,8,6,2,4,1.0,3.0,2081,346.8333333333333,2518
18,176,1,72,2,380,0.35,0.83,0.95,1.83,7,5,1,4,1.0,4.0,996,199.2,1448
18,177,0,482,2,30,,,1.1,0.83,4,2,2,3,,,0,0.0,2122
18,178,1,530,0,214,0.5,3.58,,,16,14,2,10,2.0,10.0,2835,202.5,3579
18,179,1,366,2,375,0.5,1.58,1.4,2.08,5,3,1,2,1.0,2.0,1184,394.6666666666667,1925
18,180,1,148,2,110,0.35,2.83,0.35,1.58,7,5,1,3,1.0,3.0,1744,348.8,2002
18,181,2,257,2,61,0.8,2.08,0.8,2.08,10,8,2,6,2.0,5.0,2112,264.0,2430
18,182,1,256,1,430,0.35,2.83,0.35,2.83,6,4,1,3,1.0,2.0,1565,391.25,2251
18,183,0,174,2,319,,,0.65,0.83,6,4,1,2,1.0,2.0,1206,301.5,1699
18,184,0,168,1,93,,,0.65,1.58,12,10,1,6,1.0,5.0,4328,432.8,4589
18,185,1,296,2,599,0.65,3.08,1.1,2.58,4,2,1,2,,,0,0.0,1481
18,186,1,258,2,1163,0.35,1.08,0.65,3.08,5,3,1,3,1.0,3.0,531,177.0,1952
18,187,1,570,2,334,0.5,3.08,0.5,0.83,5,3,1,2,1.0,2.0,862,287.3333333333333,1766
18,188,2,428,2,256,0.95,2.08,0.95,2.08,3,1,2,2,,,0,0.0,1442
18,189,1,290,2,672,0.35,0.83,0.8,2.08,5,3,1,2,1.0,2.0,1079,359.6666666666667,2041
18,190,0,88,1,53,,,0.2,0.83,16,14,1,9,1.0,8.0,2476,176.85714285714286,2617
18,191,1,256,1,206,0.65,2.08,0.65,2.08,10,8,1,5,1.0,4.0,3639,454.875,4101
18,192,1,51,1,279,1.25,2.08,1.25,2.08,10,8,1,6,1.0,5.0,1640,205.0,1970
18,193,1,308,1,74,0.2,1.08,0.2,1.08,14,12,1,6,2.0,6.0,2624,218.66666666666666,3006
18,194,1,196,2,418,0.65,1.58,0.2,0.58,9,7,2,5,2.0,4.0,1586,226.57142857142858,2200
18,195,1,428,1,461,1.4,2.08,1.4,2.08,7,5,1,4,1.0,3.0,1964,392.8,2853
18,196,1,266,2,412,0.5,0.83,0.95,1.58,5,3,1,2,1.0,2.0,1534,511.3333333333333,2212
18,197,1,332,1,332,1.1,0.83,1.1,0.83,12,10,1,8,1.0,7.0,3618,361.8,4282
18,198,1,160,2,54,0.95,1.83,0.8,1.08,9,7,1,5,1.0,5.0,1729,247.0,1943
18,199,1,318,1,475,0.2,0.58,0.2,0.58,9,7,1,5,1.0,4.0,3677,525.2857142857143,4470
18,200,1,179,2,409,0.5,3.08,0.2,1.08,11,9,1,5,1.0,5.0,3494,388.22222222222223,4082
18,201,1,410,1,260,1.1,2.58,1.1,2.58,6,4,1,3,1.0,2.0,1493,373.25,2163
18,202,2,282,1,121,0.2,1.08,0.5,0.83,7,5,1,4,1.0,3.0,1781,356.2,2184
18,203,1,58,1,154,0.5,0.58,0.5,0.58,13,11,1,6,1.0,5.0,3442,312.90909090909093,3654
18,204,0,174,2,756,,,0.05,0.33,6,4,1,2,1.0,2.0,1273,318.25,2203
18,205,1,536,2,234,0.8,2.33,0.35,1.08,6,4,2,4,2.0,3.0,1509,377.25,2279
18,206,2,16,1,138,0.5,3.08,0.95,2.08,10,8,2,5,2.0,5.0,1940,242.5,2094
18,207,1,386,2,416,1.1,3.33,0.65,2.58,5,3,1,2,1.0,2.0,867,289.0,1669
18,208,1,207,2,309,0.65,3.08,0.35,1.08,6,4,1,3,1.0,3.0,1012,253.0,1528
18,209,1,220,1,576,0.35,0.83,0.35,0.83,6,4,1,3,1.0,2.0,1329,332.25,2125
18,210,1,450,2,478,0.65,0.83,0.8,1.83,5,3,2,3,2.0,2.0,954,318.0,1882
18,211,1,228,1,200,0.95,1.58,0.95,1.58,12,10,1,9,1.0,8.0,3819,381.9,4247
18,212,1,368,2,275,0.0,2.33,0.5,1.58,9,7,1,6,1.0,6.0,3034,433.42857142857144,3677
18,213,1,262,1,254,0.65,3.08,0.65,3.08,13,11,2,8,2.0,8.0,3947,358.8181818181818,4463
18,214,1,196,2,131,0.5,1.58,1.1,0.83,7,5,1,3,1.0,3.0,1188,237.6,1515
18,215,1,183,2,362,0.35,0.83,0.65,1.58,6,4,2,3,1.0,2.0,1328,332.0,1873
18,216,1,167,2,550,0.8,1.08,0.95,1.83,6,4,2,3,1.0,2.0,1086,271.5,1803
18,217,1,506,1,308,0.65,1.58,0.65,1.58,6,4,1,3,1.0,2.0,1326,331.5,2140
18,218,1,242,1,161,0.8,2.83,0.8,2.83,9,7,1,5,1.0,4.0,1799,257.0,2202
18,219,1,178,2,122,0.35,3.33,0.65,2.08,8,6,2,4,1.0,3.0,1430,238.33333333333334,1730
18,220,1,220,2,60,0.5,1.08,0.5,1.58,10,8,2,5,2.0,4.0,1953,244.125,2233
18,221,1,134,2,56,0.35,2.83,1.25,2.08,8,6,2,4,1.0,3.0,1531,255.16666666666666,1721
18,222,1,294,2,178,0.65,3.08,0.65,0.83,6,4,2,3,1.0,2.0,1550,387.5,2022
18,223,0,176,1,408,,,0.95,1.83,12,10,1,8,1.0,7.0,4168,416.8,4752
18,224,1,348,2,109,0.2,1.08,0.8,2.83,7,5,2,4,2.0,3.0,1629,325.8,2086
18,225,1,396,2,292,0.65,2.33,0.5,2.08,5,3,1,2,1.0,2.0,966,322.0,1654
18,226,1,240,2,641,0.5,0.58,1.4,2.08,5,3,1,2,1.0,2.0,939,313.0,1820
18,227,1,334,2,302,0.8,1.83,0.2,0.83,7,5,1,3,1.0,3.0,1481,296.2,2117
18,228,1,368,2,540,0.95,0.83,0.0,2.33,11,9,2,8,2.0,7.0,4457,495.22222222222223,5365
18,229,1,318,1,732,0.5,3.58,0.5,3.58,6,4,1,3,1.0,2.0,1373,343.25,2423
18,230,1,342,2,387,0.5,0.83,0.35,1.08,7,5,2,4,2.0,3.0,2189,437.8,2918
18,231,1,412,2,232,0.8,2.33,0.65,1.58,7,5,2,4,2.0,3.0,1516,303.2,2160
18,232,1,380,1,417,0.2,1.58,0.2,1.58,8,6,1,4,1.0,3.0,1944,324.0,2741
18,233,2,350,1,740,0.65,1.58,0.2,0.58,7,5,1,3,2.0,3.0,2070,414.0,3160
18,234,1,314,2,169,0.5,2.08,0.2,1.58,16,14,2,13,2.0,12.0,6659,475.64285714285717,7142
18,235,2,188,1,297,0.95,2.08,0.5,0.83,5,3,1,2,2.0,2.0,932,310.6666666666667,1417
18,236,2,238,1,241,0.35,2.83,0.5,0.83,8,6,1,4,1.0,3.0,1672,278.6666666666667,2151
18,237,1,252,2,588,0.5,0.58,0.8,2.08,7,5,1,3,1.0,3.0,1496,299.2,2336
18,238,2,5,1,529,0.35,1.58,0.8,1.08,8,6,1,3,2.0,3.0,1296,216.0,1830
18,239,1,196,1,342,0.5,1.58,0.5,1.58,12,10,1,6,1.0,5.0,2478,247.8,3016
19,0,1,336,2,499,0.8,1.08,0.95,3.08,16,14,1,10,1.0,10.0,5391,385.07142857142856,6226
19,1,2,264,2,151,1.4,0.08,1.4,0.08,11,9,1,5,1.0,5.0,2848,316.44444444444446,3263
19,2,2,229,1,92,0.95,2.83,0.65,0.0,16,14,1,9,1.0,8.0,3878,277.0,4199
19,3,2,194,2,337,0.95,0.0,0.95,0.0,26,24,2,14,2.0,13.0,9281,386.7083333333333,9812
19,4,2,48,2,135,0.95,2.83,0.95,2.83,12,10,2,8,2.0,7.0,2560,256.0,2743
19,5,2,362,1,262,1.4,3.08,1.1,0.0,10,8,1,6,1.0,5.0,1896,237.0,2520
19,6,2,19,2,126,0.95,3.08,0.95,3.08,9,7,2,6,2.0,5.0,2130,304.2857142857143,2275
19,7,2,178,1,51,0.95,5.0,0.95,0.58,13,11,1,7,1.0,6.0,3104,282.1818181818182,3333
19,8,2,152,1,216,2.0,1.83,0.95,3.08,9,7,1,5,1.0,4.0,2009,287.0,2377
19,9,2,221,2,177,0.95,0.0,0.95,0.0,13,11,2,8,2.0,7.0,2836,257.8181818181818,3234
19,10,2,384,2,651,0.95,1.33,0.95,1.33,10,8,2,5,1.0,4.0,2448,306.0,3483
19,11,2,186,2,217,2.0,3.83,2.0,3.83,9,7,2,5,2.0,4.0,1702,243.14285714285714,2105
19,12,2,286,2,244,1.1,0.0,1.1,0.0,8,6,2,5,2.0,4.0,2640,440.0,3170
19,13,2,242,1,171,1.55,3.08,0.95,0.33,9,7,1,5,1.0,4.0,1928,275.42857142857144,2341
19,14,2,204,2,446,0.95,0.0,0.95,0.0,9,7,1,4,1.0,4.0,1733,247.57142857142858,2383
19,15,2,210,2,55,0.95,0.0,0.95,0.0,11,9,2,7,2.0,6.0,2318,257.55555555555554,2583
19,16,2,236,2,317,0.95,0.0,0.95,0.0,14,12,2,9,2.0,8.0,4496,374.6666666666667,5049
19,17,2,224,2,285,0.95,5.0,0.95,5.0,14,12,2,10,2.0,9.0,3551,295.9166666666667,4060
19,18,2,162,1,219,0.95,5.0,1.55,0.0,11,9,1,5,2.0,5.0,2283,253.66666666666666,2664
19,19,2,258,2,96,0.8,1.08,0.8,1.08,11,9,1,5,1.0,5.0,2346,260.6666666666667,2700
19,20,2,388,1,210,0.95,5.0,1.85,3.33,8,6,1,6,1.0,5.0,2027,337.8333333333333,2625
19,21,2,62,2,403,1.1,5.0,1.1,5.0,13,11,2,8,2.0,7.0,3540,321.8181818181818,4005
19,22,2,252,2,511,0.95,3.08,0.95,3.08,15,13,2,9,2.0,8.0,3168,243.69230769230768,3931
19,23,2,204,2,269,1.55,0.0,1.55,0.0,13,11,1,6,1.0,6.0,2925,265.90909090909093,3398
19,24,2,179,2,107,0.95,0.0,0.95,0.0,10,8,2,5,1.0,4.0,1852,231.5,2138
19,25,2,238,2,437,0.95,3.83,0.95,3.83,8,6,2,4,1.0,3.0,1729,288.1666666666667,2404
19,26,0,206,2,57,,,0.65,0.0,14,12,2,7,2.0,6.0,2950,245.83333333333334,3213
19,27,2,45,1,258,2.0,2.33,1.55,3.08,9,7,1,4,2.0,4.0,1694,242.0,1997
19,28,2,157,2,118,1.55,3.08,1.55,3.08,9,7,1,4,1.0,4.0,1760,251.42857142857142,2035
19,29,2,187,1,663,1.1,2.58,1.1,0.0,8,6,1,4,1.0,3.0,1110,185.0,1960
19,30,2,21,1,518,2.0,3.08,0.95,1.83,13,11,2,7,2.0,7.0,2550,231.8181818181818,3089
19,31,2,148,1,742,0.95,1.83,0.95,5.0,10,8,1,6,1.0,5.0,1979,247.375,2869
19,32,2,171,1,163,0.95,0.0,2.0,3.83,12,10,2,7,2.0,7.0,2974,297.4,3308
19,33,2,234,2,151,1.1,0.0,1.1,0.0,10,8,2,6,2.0,5.0,1904,238.0,2289
19,34,2,138,1,138,2.0,3.08,0.95,1.33,9,7,1,4,2.0,4.0,2071,295.85714285714283,2347
19,35,2,195,2,479,1.4,5.0,1.4,5.0,6,4,2,3,1.0,2.0,1066,266.5,1740
19,36,2,224,1,226,1.25,2.83,0.95,2.58,11,9,1,7,1.0,6.0,2516,279.55555555555554,2966
19,37,2,205,2,195,1.1,0.0,1.1,0.0,9,7,2,5,2.0,4.0,1474,210.57142857142858,1874
19,38,2,212,2,131,0.95,0.0,0.95,0.0,7,5,2,4,2.0,3.0,1508,301.6,1851
19,39,2,180,2,472,0.65,2.83,0.65,2.83,7,5,1,3,1.0,3.0,1036,207.2,1688
19,40,1,266,1,395,0.95,2.33,0.95,2.33,9,7,1,5,1.0,4.0,1671,238.71428571428572,2332
19,41,2,284,2,409,2.0,3.08,2.0,3.08,5,3,2,3,2.0,2.0,1035,345.0,1728
19,42,2,378,1,490,0.95,5.0,1.1,5.0,7,5,1,4,1.0,3.0,1016,203.2,1884
19,43,2,20,1,511,0.95,3.08,0.95,5.0,11,9,2,5,2.0,5.0,1958,217.55555555555554,2489
19,44,2,238,1,399,1.55,3.08,2.15,0.0,5,3,1,2,2.0,2.0,1120,373.3333333333333,1757
19,45,2,328,2,388,0.95,5.0,0.95,5.0,7,5,1,4,1.0,4.0,987,197.4,1703
19,46,2,178,2,519,0.95,0.0,0.95,0.0,6,4,2,3,1.0,2.0,796,199.0,1493
19,47,2,211,2,96,0.95,2.83,0.95,2.83,6,4,2,4,2.0,3.0,1262,315.5,1569
19,48,2,166,2,31,2.0,2.33,2.0,2.33,8,6,2,5,2.0,4.0,1650,275.0,1847
19,49,2,242,1,195,1.1,5.0,1.55,0.08,10,8,1,5,1.0,4.0,3316,414.5,3753
19,50,2,23,1,320,0.8,1.08,2.15,0.0,7,5,1,3,1.0,2.0,1060,212.0,1403
19,51,1,170,1,395,0.95,0.0,0.95,0.0,8,6,1,3,2.0,3.0,1543,257.1666666666667,2108
19,52,2,208,2,384,1.55,3.08,1.55,3.08,8,6,2,4,1.0,3.0,1295,215.83333333333334,1887
19,53,2,210,2,266,0.95,1.83,0.95,1.83,9,7,2,5,2.0,4.0,1584,226.28571428571428,2060
19,54,2,158,1,601,1.1,0.0,0.95,5.0,6,4,2,3,2.0,3.0,1041,260.25,1800
19,55,2,270,1,105,0.65,2.83,2.0,2.33,5,3,1,3,1.0,2.0,952,317.3333333333333,1327
19,56,0,224,1,260,,,0.95,3.08,6,4,1,2,2.0,2.0,1018,254.5,1502
