Part,Trial,1stFixation,1stFixationTime,LastFixation,LastFixationTime,firstFixValue,firstFixFam,lastFixValue,lastFixFam,fixatNum,middleFixNum,mostPopularFix,numMostPopularFix,mostPopularFixMed,numMostPopularFixMed,middleFixTime,middleFixTimeAvg,TotalTime
5,233,2,222,2,304,0.8,4.83,0.8,4.83,9,7,2,5,2.0,4.0,1955,279.2857142857143,2481
5,234,1,122,2,413,0.8,2.83,1.25,4.08,8,6,1,5,1.0,5.0,1273,212.16666666666666,1808
5,235,2,53,2,517,1.1,5.0,1.1,5.0,7,5,2,4,2.0,3.0,1198,239.6,1768
5,236,2,304,2,113,0.95,5.0,0.95,5.0,7,5,2,5,2.0,4.0,1855,371.0,2272
5,237,2,228,1,349,0.35,4.33,1.1,5.0,5,3,1,2,2.0,2.0,1011,337.0,1588
5,238,1,108,2,348,0.95,5.0,1.1,4.33,6,4,1,3,1.0,3.0,1065,266.25,1521
5,239,1,134,2,496,0.8,4.08,1.1,5.0,6,4,2,3,1.0,2.0,1024,256.0,1654
6,0,2,202,2,49,0.65,1.83,0.65,1.83,12,10,2,9,2.0,8.0,2826,282.6,3077
6,1,1,202,1,233,0.5,1.08,0.5,1.08,10,8,1,5,1.0,4.0,2008,251.0,2443
6,2,2,126,1,132,0.35,0.58,0.65,3.08,14,12,2,8,2.0,8.0,3593,299.4166666666667,3851
6,3,1,430,2,331,0.0,3.58,0.95,0.33,6,4,1,3,1.0,3.0,913,228.25,1674
6,4,2,182,2,361,0.8,3.58,0.8,3.58,14,12,2,8,2.0,7.0,3542,295.1666666666667,4085
6,5,2,189,1,637,0.65,3.83,0.65,3.08,13,11,1,6,2.0,6.0,3484,316.72727272727275,4310
6,6,1,374,1,91,0.95,0.58,0.95,0.58,8,6,1,4,1.0,3.0,2386,397.6666666666667,2851
6,7,2,110,2,515,0.95,3.33,0.95,3.33,21,19,1,9,1.0,9.0,5955,313.42105263157896,6580
6,8,2,178,1,569,0.8,4.08,0.95,0.58,5,3,1,2,2.0,2.0,1365,455.0,2112
6,9,0,182,1,68,,,0.95,3.58,14,12,1,6,1.0,5.0,3209,267.4166666666667,3459
6,10,1,64,2,199,0.95,3.83,0.0,0.58,9,7,2,5,2.0,4.0,1820,260.0,2083
6,11,2,362,0,270,0.95,3.83,,,11,9,1,6,1.0,6.0,3178,353.1111111111111,3810
6,12,1,248,0,483,0.8,0.33,,,7,5,1,3,1.0,3.0,1851,370.2,2582
6,13,1,250,2,358,0.65,3.33,0.8,0.33,6,4,2,3,1.0,2.0,1357,339.25,1965
6,14,2,144,1,532,1.4,4.33,0.95,3.58,7,5,2,4,2.0,4.0,1377,275.4,2053
6,15,1,102,2,880,0.65,4.33,0.65,3.58,7,5,1,5,1.0,5.0,1093,218.6,2075
6,16,1,420,1,235,0.95,2.83,0.95,2.83,7,5,1,4,1.0,3.0,1672,334.4,2327
6,17,1,192,1,106,0.8,3.33,0.8,3.33,17,15,2,9,2.0,9.0,7001,466.73333333333335,7299
6,18,1,308,2,596,0.65,4.33,0.8,3.33,9,7,1,4,1.0,4.0,2595,370.7142857142857,3499
6,19,1,324,2,525,0.35,0.58,1.25,0.58,6,4,1,3,1.0,3.0,1209,302.25,2058
6,20,1,256,2,385,0.8,1.33,0.65,0.33,9,7,1,5,1.0,5.0,1702,243.14285714285714,2343
6,21,1,572,2,235,0.95,3.58,0.8,1.08,8,6,2,5,2.0,4.0,2525,420.8333333333333,3332
6,22,1,390,2,100,0.95,3.08,0.65,3.08,18,16,1,11,1.0,11.0,4628,289.25,5118
6,23,1,344,2,83,1.1,1.33,0.65,3.83,15,13,1,8,1.0,8.0,5391,414.6923076923077,5818
6,24,1,256,2,85,0.65,4.33,0.95,0.58,17,15,1,9,1.0,9.0,5139,342.6,5480
6,25,1,348,2,464,1.4,4.33,0.65,3.58,6,4,2,3,1.0,2.0,1450,362.5,2262
6,26,1,528,2,522,0.8,4.08,0.5,3.58,5,3,1,2,1.0,2.0,835,278.3333333333333,1885
6,27,1,180,2,212,0.5,1.08,0.8,1.08,15,13,1,9,1.0,9.0,4255,327.3076923076923,4647
6,28,1,292,2,595,0.0,3.83,0.8,0.08,9,7,2,5,2.0,4.0,1908,272.57142857142856,2795
6,29,1,130,1,438,0.8,3.33,0.8,3.33,8,6,1,5,1.0,4.0,1823,303.8333333333333,2391
6,30,1,185,1,139,0.65,3.08,0.65,3.08,9,7,1,5,1.0,4.0,1808,258.2857142857143,2132
6,31,1,120,1,176,0.65,3.83,0.65,3.83,7,5,1,4,1.0,3.0,1457,291.4,1753
6,32,1,146,2,360,0.95,3.58,0.8,0.08,6,4,1,3,1.0,3.0,1059,264.75,1565
6,33,1,172,1,285,0.8,0.08,0.8,0.08,20,18,2,11,2.0,11.0,5372,298.44444444444446,5829
6,34,1,200,2,462,0.95,3.58,0.95,3.83,6,4,1,3,1.0,3.0,811,202.75,1473
6,35,1,286,1,411,0.95,3.33,0.95,3.33,8,6,1,4,1.0,3.0,2059,343.1666666666667,2756
6,36,1,362,2,414,0.65,2.33,0.95,0.0,23,21,1,12,1.0,12.0,8403,400.14285714285717,9179
6,37,1,304,1,1634,0.95,0.0,0.95,0.0,10,8,1,6,1.0,5.0,2918,364.75,4856
6,38,1,458,2,163,0.65,0.83,0.65,0.83,16,14,1,7,1.0,7.0,3833,273.7857142857143,4454
6,39,1,175,1,116,0.65,3.58,0.65,3.58,13,11,1,9,1.0,8.0,3512,319.27272727272725,3803
6,40,1,155,1,475,0.95,3.58,0.95,3.58,8,6,1,5,1.0,4.0,1298,216.33333333333334,1928
6,41,1,258,2,425,0.65,3.08,0.8,0.08,17,15,1,8,1.0,8.0,3511,234.06666666666666,4194
6,42,1,268,2,253,0.8,3.33,0.8,3.58,11,9,2,6,2.0,5.0,2120,235.55555555555554,2641
6,43,1,194,2,438,0.95,3.08,0.65,3.08,11,9,1,7,1.0,7.0,2052,228.0,2684
6,44,1,258,2,768,0.65,3.83,0.95,3.83,4,2,1,2,,,0,0.0,1506
6,45,1,200,1,189,1.4,4.33,1.4,4.33,11,9,1,6,1.0,5.0,1758,195.33333333333334,2147
6,46,1,186,1,415,0.95,3.83,0.95,3.83,8,6,1,5,1.0,4.0,1406,234.33333333333334,2007
6,47,1,350,2,168,0.95,3.58,0.8,0.08,6,4,2,3,1.0,2.0,921,230.25,1439
6,48,1,186,1,175,0.65,0.83,0.65,0.83,9,7,1,5,1.0,4.0,2016,288.0,2377
6,49,1,181,2,278,0.8,4.08,0.5,3.58,7,5,1,3,1.0,3.0,1070,214.0,1529
6,50,1,162,1,262,0.65,0.83,0.65,0.83,7,5,1,4,1.0,3.0,1342,268.4,1766
6,51,1,155,1,380,0.65,3.83,0.65,3.83,15,13,2,9,2.0,9.0,3812,293.2307692307692,4347
6,52,1,176,1,103,0.95,3.58,0.95,3.58,7,5,1,4,1.0,3.0,1030,206.0,1309
6,53,1,184,1,256,0.95,3.58,0.95,3.58,7,5,1,4,1.0,3.0,1080,216.0,1520
6,54,1,190,1,209,0.65,4.33,0.65,4.33,11,9,1,7,1.0,6.0,1830,203.33333333333334,2229
6,55,2,194,2,169,0.5,1.33,0.5,1.33,17,15,2,15,2.0,14.0,4204,280.26666666666665,4567
6,56,1,350,2,431,0.95,2.83,0.95,4.33,5,3,1,2,1.0,2.0,843,281.0,1624
6,57,1,362,2,294,0.95,3.33,1.1,1.33,8,6,1,3,1.0,3.0,1832,305.3333333333333,2488
6,58,1,202,2,589,0.65,4.33,0.8,3.33,5,3,1,3,1.0,3.0,620,206.66666666666666,1411
6,59,1,200,2,369,0.0,3.58,0.95,0.33,5,3,1,3,1.0,3.0,904,301.3333333333333,1473
6,60,1,182,2,298,0.65,3.08,0.35,0.58,9,7,1,4,1.0,4.0,2235,319.2857142857143,2715
6,61,1,164,1,209,0.65,3.58,0.65,3.58,6,4,1,3,1.0,2.0,1325,331.25,1698
6,62,1,229,1,54,0.95,3.58,0.95,3.58,8,6,1,6,1.0,5.0,1310,218.33333333333334,1593
6,63,1,276,2,190,0.8,2.83,0.8,3.58,8,6,2,4,1.0,3.0,2389,398.1666666666667,2855
6,64,1,278,1,64,0.5,1.08,0.5,1.08,15,13,1,9,1.0,8.0,4978,382.9230769230769,5320
6,65,1,192,2,155,0.65,3.33,0.8,0.33,6,4,2,3,1.0,2.0,1405,351.25,1752
6,66,1,266,2,512,0.95,0.58,0.8,4.08,5,3,1,2,1.0,2.0,731,243.66666666666666,1509
6,67,2,112,1,232,1.4,3.08,0.5,1.08,7,5,2,4,2.0,4.0,1357,271.4,1701
6,68,1,174,2,168,0.95,0.0,0.8,3.33,9,7,1,5,1.0,5.0,1008,144.0,1350
6,69,1,158,1,65,0.65,2.33,0.65,2.33,10,8,1,6,1.0,5.0,1668,208.5,1891
6,70,1,50,2,429,1.1,1.33,0.65,3.83,8,6,1,4,1.0,4.0,1776,296.0,2255
6,71,1,292,1,91,0.8,3.33,0.8,3.33,24,22,1,12,1.0,11.0,9166,416.6363636363636,9549
6,72,1,380,1,222,0.65,3.08,0.65,3.08,3,1,1,2,,,0,0.0,759
6,73,1,252,2,500,0.8,3.33,0.95,3.83,5,3,1,2,1.0,2.0,867,289.0,1619
6,74,1,316,2,311,0.35,0.58,1.25,0.58,6,4,2,3,1.0,2.0,1188,297.0,1815
6,75,1,376,1,409,0.0,3.83,0.0,3.83,9,7,1,4,2.0,4.0,1374,196.28571428571428,2159
6,76,1,166,2,391,0.8,0.33,0.95,2.83,7,5,1,4,1.0,4.0,1054,210.8,1611
6,77,1,213,2,259,0.8,0.08,0.95,1.58,14,12,1,7,1.0,7.0,4210,350.8333333333333,4682
6,78,1,256,2,209,0.8,1.33,0.65,0.33,5,3,1,2,1.0,2.0,824,274.6666666666667,1289
6,79,1,196,2,107,0.65,4.33,0.95,0.58,10,8,1,5,1.0,5.0,2530,316.25,2833
6,80,0,186,2,410,,,0.65,4.33,11,9,1,5,1.0,5.0,2516,279.55555555555554,3112
6,81,1,284,2,643,0.5,1.33,0.95,0.58,5,3,1,3,1.0,3.0,909,303.0,1836
6,82,1,266,1,315,1.55,2.33,1.55,2.33,9,7,1,6,1.0,5.0,2306,329.42857142857144,2887
6,83,1,236,2,245,1.1,1.33,0.95,3.33,6,4,1,3,1.0,3.0,1425,356.25,1906
6,84,1,188,1,435,0.65,3.08,0.65,3.08,8,6,1,5,1.0,4.0,1778,296.3333333333333,2401
6,85,1,175,1,83,0.95,3.58,0.95,3.58,9,7,1,5,1.0,4.0,3062,437.42857142857144,3320
6,86,1,386,1,231,0.0,0.58,0.0,0.58,6,4,1,3,1.0,2.0,1186,296.5,1803
6,87,1,308,2,230,0.65,2.33,0.65,3.58,11,9,1,5,1.0,5.0,2586,287.3333333333333,3124
6,88,1,136,1,246,0.65,3.58,0.65,3.58,10,8,1,5,1.0,4.0,2066,258.25,2448
6,89,2,230,1,358,0.5,1.08,0.8,1.08,8,6,2,4,2.0,4.0,1432,238.66666666666666,2020
6,90,1,158,1,100,0.8,2.83,0.8,2.83,8,6,1,5,1.0,4.0,1940,323.3333333333333,2198
6,91,1,108,1,152,0.35,0.0,0.35,0.0,12,10,1,7,1.0,6.0,3797,379.7,4057
6,92,1,142,2,182,0.0,3.58,0.5,3.58,6,4,1,3,1.0,3.0,1133,283.25,1457
6,93,1,183,1,354,1.4,4.33,1.4,4.33,11,9,1,6,1.0,5.0,2364,262.6666666666667,2901
6,94,1,152,1,79,0.8,1.33,0.8,1.33,10,8,1,5,1.0,4.0,1418,177.25,1649
6,95,1,158,2,180,0.95,4.33,0.65,4.33,6,4,1,3,1.0,3.0,992,248.0,1330
6,96,1,164,2,747,0.65,0.33,0.8,1.33,8,6,1,5,1.0,5.0,2332,388.6666666666667,3243
6,97,1,130,1,276,0.95,1.58,0.95,1.58,11,9,1,6,1.0,5.0,3070,341.1111111111111,3476
6,98,1,116,2,268,0.95,3.83,0.95,0.08,19,17,1,9,1.0,9.0,3942,231.88235294117646,4326
6,99,1,144,2,138,0.65,3.83,0.95,3.83,6,4,1,4,1.0,4.0,1210,302.5,1492
6,100,1,176,2,572,0.95,0.08,0.35,0.0,9,7,1,4,1.0,4.0,2543,363.2857142857143,3291
6,101,1,366,1,154,0.8,3.33,0.8,3.33,6,4,1,3,1.0,2.0,1166,291.5,1686
6,102,1,404,2,427,1.4,3.08,0.5,1.08,5,3,1,2,1.0,2.0,640,213.33333333333334,1471
6,103,1,204,1,168,0.8,0.08,0.8,0.08,7,5,1,4,1.0,3.0,1241,248.2,1613
6,104,0,108,2,398,,,0.65,3.08,9,7,1,4,1.0,4.0,1109,158.42857142857142,1615
6,105,1,404,2,301,0.95,1.08,0.8,0.58,8,6,1,4,1.0,4.0,1870,311.6666666666667,2575
6,106,1,171,2,163,0.8,1.08,0.95,3.58,7,5,1,3,1.0,3.0,868,173.6,1202
6,107,1,152,2,455,0.8,4.08,0.95,0.58,5,3,1,3,1.0,3.0,362,120.66666666666667,969
6,108,1,298,2,83,0.8,3.58,0.8,3.33,7,5,1,4,1.0,4.0,1612,322.4,1993
6,109,1,304,1,357,0.65,0.83,0.65,0.83,11,9,1,5,1.0,4.0,2616,290.6666666666667,3277
6,110,1,142,2,102,0.95,4.33,0.0,3.83,5,3,1,2,1.0,2.0,879,293.0,1123
6,111,1,178,1,406,0.95,2.83,0.95,2.83,11,9,1,7,1.0,6.0,2828,314.22222222222223,3412
6,112,1,250,2,214,0.95,1.08,0.0,3.58,6,4,2,3,1.0,2.0,1127,281.75,1591
6,113,1,328,2,289,0.0,3.58,0.65,3.33,4,2,1,2,,,0,0.0,1052
6,114,1,92,1,92,0.95,3.83,0.95,3.83,2,0,1,1,,,0,0.0,470
6,115,1,256,2,423,0.95,1.58,0.8,0.08,10,8,1,5,1.0,5.0,2367,295.875,3046
6,116,1,324,1,158,0.95,0.33,0.95,0.33,16,14,1,8,1.0,7.0,4972,355.14285714285717,5454
6,117,1,218,2,232,0.95,4.33,0.95,2.83,6,4,1,3,1.0,3.0,1070,267.5,1520
6,118,1,192,1,100,0.95,3.08,0.95,3.08,7,5,1,5,1.0,4.0,1606,321.2,1898
6,119,1,177,1,254,0.8,0.58,0.8,0.58,10,8,1,6,1.0,5.0,2120,265.0,2551
6,120,1,350,2,85,0.0,0.58,0.5,1.33,5,3,1,2,1.0,2.0,959,319.6666666666667,1394
6,121,1,180,2,78,0.8,3.33,0.65,4.33,9,7,1,4,1.0,4.0,1648,235.42857142857142,1906
6,122,1,181,1,210,0.95,1.08,0.95,1.08,8,6,1,5,1.0,4.0,1716,286.0,2107
6,123,1,177,2,202,0.95,0.33,1.4,3.08,9,7,1,4,1.0,4.0,2648,378.2857142857143,3027
6,124,1,320,2,231,0.95,1.58,0.8,3.33,10,8,2,5,1.0,4.0,2049,256.125,2600
6,125,1,182,2,263,0.95,4.33,0.65,4.33,6,4,1,3,1.0,3.0,972,243.0,1417
6,126,1,181,2,386,0.65,3.08,0.95,3.08,8,6,1,4,1.0,4.0,1728,288.0,2295
6,127,1,155,2,293,0.65,3.83,0.95,3.83,15,13,2,9,2.0,8.0,3134,241.07692307692307,3582
6,128,1,169,2,275,0.8,1.08,0.95,3.58,6,4,1,3,1.0,3.0,746,186.5,1190
6,129,1,187,1,356,0.65,3.58,0.65,3.58,5,3,1,3,1.0,2.0,1158,386.0,1701
6,130,1,171,2,148,0.65,3.58,0.65,4.33,10,8,2,5,1.0,4.0,3068,383.5,3387
6,131,1,182,1,224,0.95,3.83,0.95,3.83,10,8,1,6,1.0,5.0,1544,193.0,1950
6,132,1,164,1,207,0.95,1.58,0.95,1.58,16,14,1,9,1.0,8.0,4606,329.0,4977
6,133,1,205,1,117,0.95,0.08,0.95,0.08,7,5,1,5,1.0,4.0,1328,265.6,1650
6,134,1,305,2,338,0.8,0.08,0.95,3.58,6,4,1,3,1.0,3.0,672,168.0,1315
6,135,1,162,1,296,0.8,2.83,0.8,2.83,8,6,1,5,1.0,4.0,1938,323.0,2396
6,136,1,193,1,449,0.95,3.58,0.95,3.58,11,9,1,5,1.0,4.0,2314,257.1111111111111,2956
6,137,1,177,2,418,0.8,3.58,0.8,3.33,9,7,1,4,1.0,4.0,1806,258.0,2401
6,138,1,356,1,263,1.4,4.33,1.4,4.33,6,4,1,3,1.0,2.0,1224,306.0,1843
6,139,1,193,2,296,0.0,3.58,0.65,3.33,5,3,1,3,1.0,3.0,482,160.66666666666666,971
6,140,1,326,2,489,0.8,1.08,0.5,1.08,10,8,1,5,1.0,5.0,2096,262.0,2911
6,141,1,274,2,222,0.8,4.08,0.95,0.58,6,4,1,3,1.0,3.0,861,215.25,1357
6,142,1,418,1,77,0.65,2.33,0.65,2.33,8,6,1,4,1.0,3.0,1572,262.0,2067
6,143,1,161,2,320,1.1,1.33,0.95,3.33,8,6,2,4,1.0,3.0,1566,261.0,2047
6,144,1,221,1,230,0.5,1.33,0.5,1.33,8,6,1,5,1.0,4.0,3192,532.0,3643
6,145,1,330,1,442,0.8,0.58,0.8,0.58,7,5,1,3,2.0,3.0,1459,291.8,2231
6,146,1,176,2,504,1.55,2.33,1.25,0.58,8,6,1,5,1.0,5.0,1686,281.0,2366
6,147,1,187,2,563,0.8,1.33,0.95,2.83,10,8,1,4,1.0,4.0,1882,235.25,2632
6,148,1,152,1,313,0.65,0.33,0.65,0.33,8,6,1,4,1.0,3.0,1186,197.66666666666666,1651
6,149,1,226,1,140,0.35,0.58,0.35,0.58,9,7,1,4,2.0,4.0,1220,174.28571428571428,1586
6,150,1,161,2,281,0.95,4.33,0.95,2.83,6,4,1,3,1.0,3.0,854,213.5,1296
6,151,1,210,2,233,0.0,3.58,0.5,3.58,6,4,2,3,1.0,2.0,792,198.0,1235
6,152,1,291,2,427,0.65,0.83,1.55,2.33,6,4,1,3,1.0,3.0,798,199.5,1516
6,153,1,278,1,80,0.95,3.83,0.95,3.83,10,8,1,5,1.0,4.0,1892,236.5,2250
6,154,1,143,2,181,0.35,0.0,0.65,3.83,10,8,1,5,1.0,5.0,1972,246.5,2296
6,155,1,362,0,293,0.95,4.33,,,5,3,1,2,1.0,2.0,973,324.3333333333333,1628
6,156,1,172,1,778,0.95,2.83,0.95,2.83,8,6,1,4,1.0,3.0,1354,225.66666666666666,2304
6,157,1,244,1,198,0.95,3.08,0.95,3.08,6,4,1,3,1.0,2.0,1404,351.0,1846
6,158,1,344,2,431,0.95,1.08,0.0,3.58,5,3,2,3,2.0,2.0,830,276.6666666666667,1605
6,159,1,260,2,178,1.4,3.08,0.5,1.08,6,4,2,3,1.0,2.0,833,208.25,1271
6,160,1,188,2,664,0.95,2.83,0.8,0.33,7,5,1,4,1.0,4.0,991,198.2,1843
6,161,1,346,2,155,1.25,0.58,1.55,2.33,5,3,1,2,1.0,2.0,857,285.6666666666667,1358
6,162,1,266,2,853,0.8,3.33,0.95,1.58,6,4,2,3,1.0,2.0,1109,277.25,2228
6,163,1,170,0,183,0.65,0.33,,,7,5,1,3,1.0,3.0,1364,272.8,1717
6,164,1,316,2,99,1.25,0.58,0.35,0.58,4,2,2,2,,,0,0.0,1157
6,165,1,382,2,197,0.0,3.83,0.95,4.33,4,2,2,2,,,0,0.0,1250
6,166,1,348,2,295,0.65,3.33,0.0,3.58,4,2,2,2,,,0,0.0,1283
6,167,1,134,2,302,0.95,0.33,0.0,3.58,6,4,1,3,1.0,3.0,953,238.25,1389
6,168,1,298,1,349,0.8,0.58,0.8,0.58,8,6,2,4,2.0,4.0,1158,193.0,1805
6,169,1,332,1,391,0.5,3.58,0.5,3.58,6,4,1,4,1.0,3.0,1233,308.25,1956
6,170,2,360,2,226,0.65,2.33,0.65,2.33,6,4,2,3,1.0,2.0,1673,418.25,2259
6,171,1,286,2,544,0.35,0.0,0.95,0.08,6,4,1,2,1.0,2.0,730,182.5,1560
6,172,2,72,1,138,0.95,3.58,0.95,3.83,7,5,2,3,2.0,3.0,764,152.8,974
6,173,1,364,2,500,0.95,4.33,0.95,3.08,3,1,1,1,,,0,0.0,1270
6,174,1,518,2,81,0.0,0.58,0.95,3.83,5,3,1,2,1.0,2.0,652,217.33333333333334,1251
6,175,1,181,2,299,0.65,3.83,1.1,1.33,7,5,1,3,1.0,3.0,1096,219.2,1576
6,176,1,470,2,552,0.8,0.08,0.65,3.08,5,3,2,3,2.0,2.0,860,286.6666666666667,1882
6,177,1,177,2,531,1.4,3.08,0.95,0.33,7,5,1,4,1.0,4.0,1608,321.6,2316
6,178,1,210,1,486,0.0,3.58,0.0,3.58,4,2,1,3,,,0,0.0,884
6,179,1,210,1,331,0.95,0.58,0.95,0.58,8,6,1,3,2.0,3.0,1054,175.66666666666666,1595
6,180,1,266,1,676,0.95,3.83,0.95,3.83,7,5,1,4,1.0,3.0,1441,288.2,2383
6,181,1,124,2,487,0.8,3.58,0.8,2.83,5,3,1,2,1.0,2.0,1199,399.6666666666667,1810
6,182,1,252,1,164,0.95,0.08,0.95,0.08,5,3,1,3,1.0,2.0,1110,370.0,1526
6,183,1,292,2,727,0.8,3.33,0.95,0.0,6,4,2,3,1.0,2.0,1142,285.5,2161
6,184,1,174,1,308,0.65,1.83,0.65,1.83,5,3,1,3,1.0,2.0,1276,425.3333333333333,1758
6,185,1,362,2,74,0.65,0.83,0.65,0.83,5,3,2,3,2.0,2.0,971,323.6666666666667,1407
6,186,1,336,2,504,0.95,2.83,0.8,1.33,6,4,2,3,1.0,2.0,1068,267.0,1908
6,187,1,190,1,106,0.65,4.33,0.65,4.33,11,9,1,5,2.0,5.0,3164,351.55555555555554,3460
6,188,1,148,2,834,0.5,3.58,0.0,3.58,6,4,1,4,1.0,4.0,865,216.25,1847
6,189,1,369,1,226,0.95,0.58,0.95,0.58,7,5,1,4,1.0,3.0,2090,418.0,2685
6,190,1,189,2,499,0.65,3.83,0.35,0.0,6,4,1,3,1.0,3.0,1004,251.0,1692
6,191,1,336,2,406,0.5,1.33,0.0,0.58,4,2,2,2,,,0,0.0,1254
6,192,1,298,2,235,0.95,3.33,0.65,0.83,6,4,2,3,1.0,2.0,1088,272.0,1621
6,193,1,74,2,593,0.95,0.0,0.65,2.33,5,3,1,3,1.0,3.0,699,233.0,1366
6,194,1,140,1,52,0.8,0.08,0.8,0.08,8,6,1,4,1.0,3.0,1515,252.5,1707
6,195,2,146,2,175,0.8,3.33,0.8,3.33,5,3,2,3,2.0,2.0,768,256.0,1089
6,196,1,316,2,409,0.8,0.33,0.65,3.33,5,3,1,2,1.0,2.0,626,208.66666666666666,1351
6,197,1,144,2,571,0.65,3.83,0.65,3.08,10,8,1,5,1.0,5.0,1822,227.75,2537
6,198,1,120,2,525,1.55,2.33,0.65,0.83,6,4,2,3,1.0,2.0,914,228.5,1559
6,199,1,312,1,68,0.65,1.83,0.65,1.83,6,4,1,3,1.0,2.0,978,244.5,1358
6,200,2,195,1,164,0.8,0.33,0.95,2.83,14,12,2,6,2.0,6.0,2604,217.0,2963
6,201,2,181,2,260,0.65,3.08,0.65,3.08,9,7,2,5,2.0,4.0,1900,271.42857142857144,2341
6,202,2,196,2,245,0.0,3.83,0.0,3.83,11,9,2,8,2.0,7.0,1872,208.0,2313
6,203,2,206,2,331,0.65,0.83,0.65,0.83,6,4,2,3,1.0,2.0,802,200.5,1339
6,204,2,208,1,798,1.55,2.33,1.25,0.58,4,2,2,2,,,0,0.0,1323
6,205,2,189,2,641,0.65,4.33,0.65,4.33,7,5,2,4,2.0,3.0,1454,290.8,2284
6,206,2,199,1,326,0.95,0.33,1.4,3.08,5,3,1,2,2.0,2.0,986,328.6666666666667,1511
6,207,2,190,2,88,0.95,1.58,0.95,1.58,7,5,2,4,2.0,3.0,1410,282.0,1688
6,208,2,174,1,402,0.95,3.58,0.95,3.83,4,2,2,2,,,0,0.0,848
6,209,2,432,2,377,0.95,1.08,0.95,1.08,7,5,2,4,2.0,3.0,1642,328.4,2451
6,210,2,260,1,435,0.0,3.58,0.5,3.58,4,2,2,2,,,0,0.0,1051
6,211,2,197,2,414,0.95,0.08,0.95,0.08,7,5,2,4,2.0,3.0,926,185.2,1537
6,212,2,234,1,570,0.0,0.58,0.5,1.33,4,2,2,2,,,0,0.0,1026
6,213,2,171,2,228,1.1,1.33,1.1,1.33,8,6,2,5,2.0,4.0,1422,237.0,1821
6,214,2,144,1,581,0.0,3.58,0.65,3.33,4,2,1,2,,,0,0.0,1019
6,215,2,193,2,51,0.95,3.58,0.95,3.58,7,5,2,5,2.0,4.0,838,167.6,1082
6,216,2,200,1,184,0.65,2.33,0.95,0.0,11,9,2,6,2.0,6.0,2480,275.55555555555554,2864
6,217,2,194,2,245,0.95,4.33,0.95,4.33,10,8,2,8,2.0,7.0,1928,241.0,2367
6,218,2,211,1,330,0.35,0.0,0.65,3.83,6,4,2,3,2.0,3.0,550,137.5,1091
6,219,2,201,2,351,0.65,3.08,0.65,3.08,6,4,2,3,1.0,2.0,1046,261.5,1598
6,220,2,210,2,377,0.65,0.83,0.65,0.83,6,4,2,4,2.0,3.0,1298,324.5,1885
6,221,2,225,0,367,0.35,0.58,,,6,4,2,3,2.0,3.0,938,234.5,1530
6,222,2,213,1,303,0.8,3.33,0.95,3.83,5,3,1,2,2.0,2.0,588,196.0,1104
6,223,1,316,2,130,0.95,4.33,0.95,3.08,4,2,2,2,,,0,0.0,1021
6,224,1,296,1,55,0.8,3.33,0.8,3.33,7,5,1,4,1.0,3.0,1499,299.8,1850
6,225,1,146,2,632,0.65,3.58,0.65,2.33,5,3,1,2,1.0,2.0,542,180.66666666666666,1320
6,226,1,148,2,442,0.0,3.58,0.95,1.08,4,2,1,2,,,0,0.0,904
6,227,1,268,2,381,0.65,1.83,0.65,3.83,5,3,2,3,2.0,2.0,690,230.0,1339
6,228,1,206,2,373,0.8,3.58,0.8,2.83,5,3,1,2,1.0,2.0,564,188.0,1143
6,229,1,182,1,262,0.95,0.33,0.95,0.33,7,5,1,3,2.0,3.0,978,195.6,1422
6,230,1,165,2,200,0.95,0.08,0.95,3.83,5,3,1,2,1.0,2.0,760,253.33333333333334,1125
6,231,1,163,1,297,0.95,2.83,0.95,2.83,7,5,1,3,2.0,3.0,924,184.8,1384
6,232,1,190,2,345,0.0,3.83,0.95,4.33,6,4,1,3,1.0,3.0,726,181.5,1261
6,233,1,150,1,277,1.55,2.33,1.55,2.33,7,5,1,4,1.0,3.0,1074,214.8,1501
6,234,1,178,2,628,0.65,1.83,0.95,3.58,5,3,1,3,1.0,3.0,342,114.0,1148
6,235,1,176,2,887,0.95,3.83,0.65,3.83,4,2,1,2,,,0,0.0,1303
6,236,1,157,2,134,0.5,3.58,0.8,4.08,7,5,1,3,1.0,3.0,972,194.4,1263
6,237,1,190,2,656,0.8,0.33,0.65,3.33,6,4,1,4,1.0,4.0,480,120.0,1326
6,238,1,304,1,225,0.65,0.33,0.65,0.33,18,16,1,10,1.0,9.0,6139,383.6875,6668
6,239,1,158,2,106,0.0,0.58,0.95,3.83,5,3,1,2,1.0,2.0,746,248.66666666666666,1010
7,0,2,178,1,1006,0.95,5.0,0.95,5.0,8,6,1,3,2.0,3.0,1378,229.66666666666666,2562
7,1,1,186,1,88,2.45,5.0,2.45,5.0,14,12,1,8,1.0,7.0,3435,286.25,3709
7,2,2,176,1,149,1.1,5.0,1.1,5.0,13,11,1,7,1.0,6.0,3382,307.45454545454544,3707
7,3,2,181,1,70,0.95,5.0,1.4,5.0,8,6,1,4,1.0,3.0,1524,254.0,1775
7,4,2,164,1,226,0.35,0.08,1.1,5.0,9,7,1,4,2.0,4.0,1852,264.57142857142856,2242
7,5,2,58,2,521,2.0,3.83,2.0,3.83,23,21,2,19,2.0,18.0,7198,342.76190476190476,7777
7,6,2,160,2,220,0.95,5.0,0.95,5.0,11,9,2,6,2.0,5.0,2688,298.6666666666667,3068
