parcode,trial,microfix1,microfix2,microfix1_drop,microfix2_drop,microfix_1_drop_timeavg,microfix_2_drop_timeavg
20,125,2,2,1,0,418.0,
20,126,2,4,1,3,444.0,363.0
20,127,4,1,2,0,201.0,
20,128,2,3,1,1,196.0,202.0
20,129,5,3,3,2,433.0,382.0
20,130,2,4,0,1,,108.0
20,131,3,2,2,1,332.0,150.0
20,132,4,3,2,1,272.5,458.0
20,133,3,4,1,2,330.0,249.5
20,134,1,2,0,1,,264.0
20,135,2,1,1,0,390.0,
20,136,1,4,0,2,,204.5
20,137,2,5,1,3,414.0,265.3333333333333
20,138,2,3,1,1,178.0,284.0
20,139,4,2,3,1,223.0,338.0
20,140,4,3,2,1,230.5,300.0
20,141,2,2,1,1,362.0,274.0
20,142,1,3,0,1,,276.0
20,143,2,2,1,1,330.0,663.0
20,144,3,3,2,2,255.0,297.5
20,145,5,2,3,1,275.3333333333333,522.0
20,146,3,3,2,2,298.0,339.5
20,147,7,2,5,1,320.4,220.0
20,148,8,5,6,3,271.1666666666667,292.6666666666667
20,149,8,9,6,7,247.5,350.2857142857143
20,150,3,2,2,1,407.0,376.0
20,151,3,5,1,2,196.0,557.5
20,152,3,6,2,4,408.0,258.5
20,153,5,5,3,3,300.0,275.3333333333333
20,154,2,7,1,5,586.0,238.6
20,155,2,6,1,4,392.0,223.0
20,156,2,4,1,2,388.0,242.0
20,157,6,3,3,1,340.3333333333333,500.0
20,158,3,3,2,1,227.0,342.0
20,159,2,2,1,1,292.0,240.0
20,160,3,2,1,1,322.0,252.0
20,161,2,1,0,0,,
20,162,4,3,1,1,249.0,304.0
20,163,3,5,0,2,,317.0
20,164,2,4,1,2,160.0,235.5
20,165,3,2,1,0,170.0,
20,166,3,2,1,1,454.0,158.0
20,167,2,4,1,3,306.0,214.0
20,168,11,5,9,3,374.22222222222223,385.3333333333333
20,169,5,5,3,2,345.3333333333333,159.0
20,170,2,4,1,3,266.0,238.66666666666666
20,171,2,2,1,1,351.0,260.0
20,172,1,3,0,1,,382.0
20,173,2,4,0,1,,184.0
20,174,2,2,1,1,333.0,272.0
20,175,4,3,3,1,329.3333333333333,298.0
20,176,2,2,1,1,506.0,204.0
20,177,2,3,1,2,312.0,152.0
20,178,1,2,0,1,,196.0
20,179,4,4,1,1,204.0,340.0
20,180,3,4,2,2,292.0,258.5
20,181,3,4,2,2,167.0,258.0
20,182,2,2,1,1,363.0,272.0
20,183,2,5,1,3,214.0,178.0
20,184,2,4,1,2,524.0,208.0
20,185,1,4,0,2,,300.5
20,186,3,2,2,1,163.5,228.0
20,187,2,2,1,1,172.0,324.0
20,188,2,4,1,2,88.0,246.5
20,189,5,3,3,1,209.33333333333334,216.0
20,190,2,2,1,1,263.0,166.0
20,191,7,9,5,6,269.6,349.8333333333333
20,192,6,2,4,1,265.75,284.0
20,193,5,2,3,1,225.0,172.0
20,194,2,2,1,1,414.0,272.0
20,195,2,4,1,2,246.0,171.0
20,196,2,4,0,1,,192.0
20,197,9,2,7,1,301.0,308.0
20,198,2,2,1,1,350.0,578.0
20,199,2,4,1,2,260.0,151.5
20,200,4,3,2,1,265.0,272.0
20,201,2,3,1,2,366.0,142.0
20,202,2,2,1,1,452.0,169.0
20,203,4,2,2,1,196.0,262.0
20,204,3,2,2,1,248.0,266.0
20,205,1,4,0,2,,252.0
20,206,1,1,0,0,,
20,207,4,3,2,2,295.5,377.0
20,208,3,1,2,0,490.5,
20,209,2,3,1,1,184.0,208.0
20,210,3,2,2,1,327.5,300.0
20,211,1,4,0,2,,313.0
20,212,2,4,1,2,256.0,362.5
20,213,4,4,3,2,266.6666666666667,322.5
20,214,2,2,1,1,322.0,957.0
20,215,3,1,2,0,194.0,
20,216,3,2,2,1,185.0,236.0
20,217,3,2,1,1,94.0,180.0
20,218,3,2,1,0,428.0,
20,219,4,4,2,2,230.0,298.5
20,220,1,3,0,1,,222.0
20,221,2,4,1,2,366.0,189.0
20,222,2,3,1,1,264.0,196.0
20,223,3,1,1,0,416.0,
20,224,3,1,1,0,288.0,
20,225,2,1,1,0,366.0,
20,226,7,5,4,2,323.5,243.0
20,227,2,6,1,4,156.0,262.0
20,228,1,4,0,2,,313.0
20,229,2,6,1,4,254.0,326.0
20,230,3,2,2,1,282.5,238.0
20,231,1,5,0,3,,223.33333333333334
20,232,2,5,1,3,468.0,290.0
20,233,2,6,1,4,208.0,231.25
20,234,2,4,1,2,396.0,401.5
20,235,3,2,2,1,138.0,342.0
20,236,3,2,2,1,262.0,740.0
20,237,5,3,3,0,211.33333333333334,
20,238,4,2,2,0,352.0,
20,239,2,2,1,1,374.0,487.0
21,0,3,4,2,2,389.0,579.5
21,1,2,6,1,4,344.0,238.0
21,2,2,5,1,3,558.0,311.0
21,3,3,6,2,4,250.0,152.75
21,4,4,2,3,1,365.3333333333333,372.0
21,5,2,3,1,2,432.0,184.0
21,6,1,2,0,1,,436.0
21,7,4,3,3,1,262.0,352.0
21,8,6,8,4,5,384.0,229.2
21,9,2,4,1,2,390.0,283.0
21,10,3,5,2,3,277.0,145.0
21,11,2,3,1,2,377.0,195.0
21,12,1,3,0,2,,257.0
21,13,3,6,1,3,440.0,279.3333333333333
21,14,1,4,0,2,,316.5
21,15,5,3,4,2,317.0,238.0
21,16,5,6,3,3,422.0,332.6666666666667
21,17,2,2,1,1,1320.0,360.0
21,18,2,4,1,2,212.0,186.0
21,19,1,6,0,4,,177.25
21,20,1,3,0,2,,192.0
21,21,9,4,7,2,436.0,209.0
21,22,5,4,3,3,531.3333333333334,293.3333333333333
21,23,2,4,1,2,374.0,167.5
21,24,3,2,2,1,636.0,336.0
21,25,2,4,1,2,388.0,310.5
21,26,1,7,0,5,,136.6
21,27,1,2,0,0,,
21,28,2,4,1,3,650.0,254.0
21,29,3,3,1,1,496.0,418.0
21,30,2,2,1,1,404.0,294.0
21,31,2,5,1,3,174.0,192.66666666666666
21,32,2,5,1,3,334.0,212.33333333333334
21,33,5,10,3,7,492.6666666666667,450.42857142857144
21,34,2,5,1,3,366.0,253.33333333333334
21,35,2,5,1,3,406.0,274.6666666666667
21,36,2,4,1,2,172.0,249.0
21,37,2,4,1,2,664.0,265.0
21,38,6,7,4,5,1109.0,246.4
21,39,3,2,2,1,290.5,382.0
21,40,1,3,0,2,,374.0
21,41,2,3,1,1,352.0,324.0
21,42,5,7,3,4,440.6666666666667,342.25
21,43,4,3,3,2,295.0,208.0
21,44,2,5,1,3,724.0,215.66666666666666
21,45,2,4,1,2,178.0,453.5
21,46,2,9,0,6,,266.0
21,47,3,2,2,1,354.0,308.0
21,48,3,3,2,2,1077.0,243.0
21,49,3,4,2,3,364.5,218.0
21,50,3,4,1,2,728.0,280.0
21,51,2,2,1,0,845.0,
21,52,2,3,1,2,1103.0,221.0
21,53,2,4,1,3,301.0,168.0
21,54,2,7,1,5,274.0,270.6
21,55,10,3,8,1,354.875,348.0
21,56,2,5,1,3,224.0,198.66666666666666
21,57,2,4,1,2,290.0,287.0
21,58,2,3,1,2,744.0,214.0
21,59,2,3,1,1,272.0,292.0
21,60,2,3,1,2,425.0,220.0
21,61,1,3,0,1,,338.0
21,62,8,4,4,2,607.0,316.0
21,63,2,2,1,0,200.0,
21,64,1,6,0,3,,229.33333333333334
21,65,2,3,1,1,190.0,272.0
21,66,3,6,1,4,412.0,248.5
21,67,8,6,6,4,378.6666666666667,235.0
21,68,3,2,2,1,260.0,236.0
21,69,2,8,1,6,162.0,253.83333333333334
21,70,3,3,2,2,293.5,235.0
21,71,3,3,2,2,247.0,171.0
21,72,3,3,2,2,458.0,227.0
21,73,8,7,6,4,324.0,227.25
21,74,3,17,1,14,376.0,393.14285714285717
21,75,0,4,0,3,,553.3333333333334
21,76,1,5,0,3,,218.66666666666666
21,77,6,4,4,2,333.0,227.0
21,78,5,8,4,6,299.0,299.8333333333333
21,79,3,5,2,3,470.0,189.66666666666666
21,80,3,16,2,14,206.0,278.2857142857143
21,81,2,3,1,1,584.0,326.0
21,82,6,5,5,3,436.4,212.66666666666666
21,83,1,4,0,2,,222.0
21,84,4,2,1,1,664.0,272.0
21,85,2,3,1,2,542.0,164.0
21,86,2,2,1,1,561.0,300.0
21,87,2,4,1,2,272.0,329.0
21,88,3,2,2,1,393.0,314.0
21,89,1,5,0,3,,252.33333333333334
21,90,3,4,2,2,385.0,196.0
21,91,2,5,1,3,384.0,199.33333333333334
21,92,2,5,1,3,154.0,186.0
21,93,3,2,2,1,247.0,734.0
21,94,2,6,1,4,342.0,213.5
21,95,4,3,3,2,402.6666666666667,157.0
21,96,2,4,1,3,459.0,166.0
21,97,2,2,1,1,151.0,276.0
21,98,3,5,2,3,367.0,243.0
21,99,2,3,1,2,84.0,203.0
21,100,3,2,2,1,305.0,382.0
21,101,2,2,1,1,262.0,38.0
21,102,2,4,1,2,364.0,235.5
21,103,2,3,1,2,274.0,212.0
21,104,2,3,1,1,98.0,360.0
21,105,1,1,0,0,,
21,106,2,5,1,3,278.0,281.0
21,107,3,4,2,2,131.0,386.5
21,108,4,3,3,2,301.6666666666667,243.0
21,109,1,4,0,3,,413.3333333333333
21,110,10,16,6,11,384.3333333333333,212.72727272727272
21,111,2,5,1,3,408.0,419.6666666666667
21,112,2,4,1,2,406.0,546.0
21,113,4,6,2,4,387.0,342.0
21,114,4,4,2,3,247.0,193.33333333333334
21,115,3,2,2,1,452.0,330.0
21,116,3,5,1,3,65.0,256.0
21,117,2,5,1,3,122.0,287.0
21,118,2,4,1,2,40.0,221.0
21,119,2,2,1,1,1400.0,270.0
21,120,7,7,3,4,270.0,558.0
21,121,3,4,1,2,576.0,520.0
21,122,2,2,1,1,289.0,312.0
21,123,2,3,1,2,281.0,217.0
21,124,1,4,0,2,,404.0
21,125,1,6,0,4,,387.5
21,126,2,3,1,2,533.0,205.0
21,127,2,6,0,3,,401.3333333333333
21,128,1,4,0,1,,282.0
21,129,11,6,9,4,336.0,298.5
21,130,3,5,2,3,336.0,344.6666666666667
21,131,5,6,3,4,448.0,334.5
21,132,2,4,1,1,196.0,46.0
21,133,1,3,0,1,,252.0
21,134,1,3,0,1,,278.0
21,135,1,4,0,2,,150.5
21,136,4,5,2,3,272.5,314.0
21,137,4,2,3,1,256.0,394.0
21,138,2,5,1,2,296.0,188.0
21,139,1,4,0,2,,429.0
21,140,7,4,5,2,377.6,259.0
21,141,2,6,1,5,489.0,316.4
21,142,3,4,2,3,377.0,184.66666666666666
21,143,1,3,0,0,,
21,144,6,2,4,1,541.5,268.0
21,145,5,5,3,2,324.6666666666667,323.0
21,146,3,5,2,4,249.5,333.0
21,147,2,3,1,1,338.0,332.0
21,148,4,2,3,1,318.3333333333333,270.0
21,149,2,3,1,1,440.0,344.0
21,150,2,3,1,2,99.0,228.0
21,151,2,4,1,2,164.0,249.0
21,152,3,2,2,1,145.5,564.0
21,153,3,7,2,5,287.0,248.8
21,154,1,5,0,3,,186.0
21,155,7,5,5,2,551.2,200.0
21,156,2,2,1,1,403.0,308.0
21,157,3,2,2,1,227.5,358.0
21,158,2,4,1,2,326.0,325.0
21,159,3,14,1,11,324.0,375.0
21,160,2,3,1,1,248.0,488.0
21,161,3,2,2,1,472.0,324.0
21,162,1,2,0,1,,332.0
21,163,2,2,1,1,122.0,338.0
21,164,5,3,4,2,519.75,230.0
21,165,2,5,1,3,514.0,194.33333333333334
21,166,3,2,2,1,142.5,350.0
21,167,2,4,1,2,376.0,516.0
21,168,4,4,2,2,296.5,314.0
21,169,1,4,0,2,,290.0
21,170,9,8,6,5,487.5,434.8
21,171,1,5,0,3,,311.3333333333333
21,172,2,3,1,2,145.0,216.0
21,173,1,4,0,2,,194.0
21,174,3,4,2,3,217.5,185.33333333333334
21,175,3,5,2,3,275.0,412.6666666666667
21,176,3,3,2,1,328.0,248.0
21,177,2,2,1,1,595.0,314.0
21,178,2,2,1,1,291.0,588.0
21,179,4,2,2,1,459.0,354.0
21,180,2,5,1,3,460.0,235.0
21,181,1,6,0,4,,193.0
21,182,2,4,1,2,210.0,243.5
21,183,2,6,1,4,546.0,350.5
21,184,1,6,0,4,,197.25
21,185,3,2,2,1,834.5,326.0
21,186,2,3,1,1,218.0,374.0
21,187,2,4,1,2,534.0,498.0
21,188,7,8,3,5,548.3333333333334,297.2
21,189,3,2,2,1,241.5,326.0
21,190,2,4,1,2,358.0,262.0
21,191,2,2,1,1,351.0,264.0
21,192,5,4,3,2,231.33333333333334,215.0
21,193,1,2,0,1,,316.0
21,194,3,5,2,3,304.0,137.0
21,195,2,6,1,4,326.0,179.0
21,196,2,2,1,1,356.0,326.0
21,197,2,2,1,1,484.0,362.0
21,198,3,2,2,1,352.0,334.0
21,199,2,3,1,2,325.0,186.0
21,200,2,5,1,3,194.0,265.6666666666667
21,201,2,7,1,5,272.0,430.6
21,202,2,2,1,1,235.0,206.0
21,203,1,4,0,2,,183.5
21,204,1,6,0,4,,184.0
21,205,1,3,0,2,,215.0
21,206,3,8,1,5,278.0,232.8
21,207,2,4,1,2,388.0,334.5
21,208,9,6,6,3,285.6666666666667,370.6666666666667
21,209,4,3,3,2,349.0,238.0
21,210,6,5,4,3,384.0,305.3333333333333
21,211,3,5,2,3,344.0,197.0
21,212,2,6,1,4,260.0,154.75
21,213,8,7,5,4,251.2,384.5
21,214,4,9,2,6,364.0,418.3333333333333
21,215,3,2,2,1,231.0,292.0
21,216,1,5,0,3,,153.33333333333334
21,217,1,4,0,2,,349.0
21,218,1,4,0,2,,204.0
21,219,3,3,2,2,214.0,294.5
21,220,2,4,1,2,232.0,232.0
21,221,2,4,1,2,186.0,248.5
21,222,2,2,1,1,416.0,276.0
21,223,2,3,1,2,781.0,227.0
21,224,8,4,6,2,311.5,450.0
21,225,2,2,1,1,297.0,290.0
21,226,4,8,2,5,157.0,242.4
21,227,2,8,1,5,256.0,274.2
21,228,1,3,0,1,,506.0
21,229,5,2,3,1,416.0,392.0
21,230,2,6,1,3,214.0,173.0
21,231,4,3,2,1,173.0,374.0
21,232,3,3,2,2,283.0,212.0
21,233,1,5,0,3,,226.0
21,234,11,6,8,3,484.875,224.0
21,235,1,5,0,3,,184.0
21,236,2,6,1,4,270.0,180.5
21,237,3,2,2,1,417.0,392.0
21,238,3,3,1,1,234.0,272.0
21,239,2,2,1,1,124.0,276.0
22,0,4,4,2,2,848.5,1104.0
22,1,3,5,2,3,242.0,437.6666666666667
22,2,4,3,2,2,300.0,471.0
22,3,2,5,1,3,538.0,402.3333333333333
22,4,2,4,1,2,388.0,285.0
22,5,5,5,3,3,366.6666666666667,336.0
22,6,5,5,3,3,425.3333333333333,218.0
22,7,1,4,0,2,,189.5
22,8,5,7,3,5,536.3333333333334,299.6
22,9,4,8,2,6,475.0,481.3333333333333
22,10,7,7,5,5,532.2,420.8
22,11,4,14,3,12,406.0,310.1666666666667
22,12,5,4,4,2,285.0,332.0
22,13,3,7,1,5,394.0,303.6
22,14,2,4,1,2,286.0,268.0
22,15,3,4,2,1,272.0,484.0
22,16,2,7,1,5,326.0,237.0
22,17,1,3,0,1,,376.0
22,18,3,6,1,4,316.0,283.0
22,19,4,5,3,3,380.0,277.3333333333333
22,20,5,7,3,5,228.66666666666666,256.8
22,21,2,5,1,2,424.0,680.0
22,22,3,7,2,5,472.0,319.6
22,23,6,7,5,5,326.8,426.4
22,24,2,5,1,3,568.0,183.33333333333334
22,25,2,4,1,2,198.0,257.0
22,26,5,4,4,2,378.5,336.0
22,27,2,3,1,2,877.0,308.0
22,28,4,4,3,2,282.0,351.0
22,29,3,3,2,2,297.5,317.0
22,30,3,4,2,2,289.0,274.0
22,31,3,3,2,2,214.5,446.0
22,32,3,4,2,3,317.0,284.0
22,33,3,5,1,4,611.0,220.5
22,34,3,5,2,4,178.0,239.5
22,35,4,3,3,2,369.6666666666667,318.0
22,36,2,3,1,2,262.0,261.0
22,37,2,5,1,3,324.0,224.0
22,38,3,3,2,2,326.0,283.0
22,39,5,3,4,2,278.75,209.0
22,40,2,2,0,1,,843.0
22,41,4,7,2,5,334.0,392.6
22,42,4,15,2,13,366.0,295.6923076923077
22,43,3,3,2,2,445.5,262.0
22,44,3,3,2,2,376.5,279.0
22,45,4,3,3,2,509.0,307.0
22,46,3,4,1,2,338.0,269.0
22,47,3,4,2,2,287.0,307.0
22,48,3,7,2,5,276.0,214.2
22,49,4,7,3,5,285.3333333333333,214.4
22,50,2,4,1,3,512.0,204.66666666666666
22,51,2,5,1,3,326.0,199.33333333333334
22,52,4,4,3,3,245.33333333333334,269.3333333333333
22,53,7,3,6,2,255.0,250.0
22,54,2,6,1,4,438.0,312.75
22,55,4,4,3,3,299.6666666666667,228.66666666666666
22,56,3,5,2,3,312.0,155.33333333333334
22,57,2,3,1,2,412.0,247.0
22,58,5,1,4,0,471.5,
22,59,3,2,2,1,493.5,416.0
22,60,4,3,3,2,498.6666666666667,248.0
22,61,4,2,3,1,338.3333333333333,316.0
22,62,6,6,4,4,279.5,342.75
22,63,4,4,3,3,356.6666666666667,203.33333333333334
22,64,4,3,3,2,441.3333333333333,226.0
22,65,3,5,2,3,391.0,222.0
22,66,2,4,1,3,416.0,200.0
22,67,2,3,1,2,166.0,277.0
22,68,2,3,1,2,175.0,214.0
22,69,3,7,2,5,393.0,276.8
22,70,4,4,3,3,266.3333333333333,268.0
22,71,6,4,5,2,211.2,427.0
22,72,3,6,2,4,227.0,248.75
22,73,3,3,2,2,246.5,279.0
22,74,4,5,3,3,313.3333333333333,156.0
22,75,2,3,1,2,175.0,234.0
22,76,2,7,1,5,186.0,171.6
22,77,2,5,1,3,272.0,325.0
22,78,5,5,3,4,357.6666666666667,203.0
22,79,4,3,2,2,234.0,199.0
22,80,5,4,3,3,317.3333333333333,445.3333333333333
22,81,5,3,3,2,246.0,342.0
22,82,4,5,2,4,267.0,356.5
22,83,4,5,3,3,476.0,224.66666666666666
22,84,3,2,2,1,215.0,433.0
22,85,4,2,2,1,195.0,486.0
22,86,4,3,3,2,331.6666666666667,245.0
22,87,3,3,1,2,212.0,323.0
22,88,3,5,2,3,348.0,207.66666666666666
22,89,1,3,0,2,,226.0
22,90,2,3,1,2,570.0,277.0
22,91,2,2,1,1,810.0,186.0
22,92,3,3,2,2,359.0,247.0
22,93,2,4,1,2,650.0,245.0
22,94,3,2,2,1,238.0,719.0
22,95,2,4,1,3,470.0,428.0
22,96,3,6,2,4,393.0,273.25
22,97,3,4,2,3,362.5,260.6666666666667
22,98,1,2,0,1,,232.0
22,99,1,2,0,0,,
22,100,11,1,9,0,408.22222222222223,
22,101,5,3,2,1,399.0,414.0
22,102,3,3,2,2,264.0,414.0
22,103,2,3,1,2,635.0,210.0
22,104,4,4,3,2,241.33333333333334,264.0
22,105,3,2,2,1,439.0,480.0
22,106,3,3,2,2,251.0,284.5
22,107,4,3,3,2,270.0,332.0
22,108,4,2,2,1,239.5,420.0
22,109,2,4,1,2,566.0,240.0
22,110,4,5,2,3,388.0,202.33333333333334
22,111,3,3,1,2,414.0,525.5
22,112,2,10,1,9,544.0,404.1111111111111
22,113,2,3,1,2,296.0,222.0
22,114,8,6,6,5,377.1666666666667,178.4
22,115,2,2,1,1,314.0,454.0
22,116,5,3,4,2,285.25,430.0
22,117,2,2,1,1,362.0,649.0
22,118,4,6,2,5,284.0,356.8
22,119,5,5,4,3,260.5,200.66666666666666
22,120,2,4,1,3,534.0,804.3333333333334
22,121,2,3,1,2,410.0,262.0
22,122,7,1,5,0,227.6,
22,123,2,4,1,2,476.0,228.5
22,124,2,7,1,5,408.0,293.8
22,125,5,4,4,3,289.25,234.0
22,126,2,4,1,3,317.0,206.0
22,127,2,4,1,2,410.0,225.0
22,128,2,6,1,4,252.0,206.75
22,129,2,3,1,2,175.0,225.0
22,130,3,4,2,2,423.0,374.0
22,131,2,4,1,2,894.0,276.0
22,132,2,3,1,2,348.0,461.0
22,133,2,3,1,2,452.0,228.0
22,134,2,6,1,4,496.0,258.75
22,135,2,3,1,1,410.0,230.0
22,136,2,3,1,2,457.0,284.0
22,137,5,4,4,3,239.25,241.33333333333334
22,138,4,3,3,2,262.3333333333333,276.0
22,139,3,2,2,1,266.5,276.0
22,140,2,2,1,1,325.0,374.0
22,141,1,7,0,5,,346.2
22,142,3,6,2,4,279.0,245.25
22,143,2,3,1,2,488.0,431.0
22,144,3,2,2,1,267.0,327.0
22,145,5,3,3,2,335.3333333333333,424.0
22,146,7,4,5,2,336.6,266.0
22,147,3,4,2,2,222.0,282.5
22,148,2,8,1,6,612.0,395.5
22,149,2,5,1,3,592.0,377.3333333333333
22,150,5,1,3,0,422.0,
22,151,2,5,1,4,328.0,287.5
22,152,2,5,1,3,242.0,220.66666666666666
22,153,2,2,1,1,426.0,433.0
22,154,6,3,5,2,281.6,191.0
22,155,2,3,1,1,286.0,226.0
22,156,2,10,1,7,216.0,187.71428571428572
22,157,10,12,7,8,635.8571428571429,382.0
22,158,4,2,2,0,402.0,
22,159,4,12,3,11,182.66666666666666,376.27272727272725
22,160,2,3,1,2,558.0,273.5
22,161,3,4,2,2,254.0,279.0
22,162,2,3,1,2,1009.0,478.0
22,163,3,2,2,1,257.0,473.0
22,164,3,8,2,7,215.0,304.2857142857143
22,165,3,1,2,0,287.5,
22,166,4,2,2,1,207.0,562.0
22,167,6,3,4,2,270.0,266.0
22,168,6,5,4,3,427.0,326.6666666666667
22,169,3,2,1,1,280.0,278.0
22,170,2,2,1,1,500.0,364.0
22,171,1,4,0,3,,222.66666666666666
22,172,7,6,5,4,277.8,141.0
22,173,2,2,1,1,356.0,311.0
22,174,2,2,1,1,346.0,957.0
22,175,3,4,2,3,273.0,362.3333333333333
22,176,4,2,3,1,190.66666666666666,380.0
22,177,0,3,0,2,,152.0
22,178,4,10,2,9,233.0,138.0
22,179,2,2,1,1,406.0,375.0
22,180,3,3,2,2,232.0,328.0
22,181,3,6,2,4,313.0,231.75
22,182,3,2,1,1,372.0,342.0
22,183,2,2,1,1,332.0,319.0
22,184,6,3,4,2,320.25,381.0
22,185,2,1,1,0,234.0,
22,186,3,1,2,0,259.0,
22,187,2,2,1,1,166.0,334.0
22,188,0,2,0,1,,256.0
22,189,2,2,1,1,342.0,672.0
22,190,9,5,7,4,139.85714285714286,144.5
22,191,5,4,3,3,272.0,450.6666666666667
22,192,6,2,3,1,241.66666666666666,218.0
22,193,6,6,4,5,127.0,242.0
22,194,3,5,2,4,323.0,285.0
22,195,4,2,2,1,362.5,500.0
22,196,2,2,1,1,446.0,412.0
22,197,8,2,6,1,350.6666666666667,526.0
22,198,5,3,4,2,154.5,137.0
22,199,5,3,3,2,718.3333333333334,515.0
22,200,5,5,3,3,422.0,464.3333333333333
22,201,3,2,1,1,394.0,318.0
22,202,4,2,3,1,223.66666666666666,242.0
22,203,6,5,3,4,412.0,288.5
22,204,2,2,1,1,316.0,756.0
22,205,1,4,0,3,,336.0
22,206,3,5,1,2,298.0,242.0
22,207,2,2,1,1,154.0,416.0
22,208,3,2,2,1,221.0,309.0
22,209,3,2,1,1,234.0,442.0
22,210,1,3,0,2,,414.0
22,211,9,2,7,1,415.42857142857144,210.0
22,212,6,2,4,0,372.5,
22,213,4,8,1,6,280.0,276.3333333333333
22,214,3,3,2,2,232.0,231.5
22,215,2,3,1,2,358.0,417.0
22,216,2,3,1,2,490.0,393.0
22,217,3,2,1,1,256.0,412.0
22,218,5,3,3,2,228.33333333333334,308.0
22,219,3,4,2,3,255.0,242.66666666666666
22,220,3,5,2,4,223.0,244.0
22,221,3,4,2,3,250.0,253.33333333333334
22,222,2,3,1,2,462.0,275.0
22,223,8,2,6,1,389.0,754.0
22,224,2,4,1,3,268.0,243.66666666666666
22,225,2,2,1,1,178.0,292.0
22,226,2,2,1,1,474.0,641.0
22,227,3,3,2,2,214.0,260.0
22,228,2,8,1,7,286.0,585.4285714285714
22,229,3,2,1,1,320.0,260.0
22,230,2,4,1,3,278.0,485.0
22,231,2,4,1,3,324.0,262.6666666666667
22,232,4,3,2,2,383.5,285.0
22,233,3,3,1,1,556.0,256.0
22,234,2,13,1,12,288.0,459.25
22,235,2,2,1,1,297.0,496.0
22,236,4,3,3,2,356.3333333333333,275.0
22,237,3,3,2,2,288.0,387.0
22,238,3,3,2,1,398.5,176.0
22,239,6,5,4,4,311.0,252.5
23,0,10,5,8,3,270.25,674.3333333333334
23,1,5,5,4,3,323.5,234.33333333333334
23,2,9,6,7,4,298.2857142857143,239.5
23,3,9,14,6,10,271.6666666666667,420.9
23,4,2,8,1,5,652.0,219.8
23,5,6,3,5,2,273.2,179.0
23,6,2,6,1,4,522.0,179.0
23,7,7,5,5,3,291.8,218.66666666666666
23,8,5,3,4,2,233.5,238.0
23,9,4,8,3,6,274.6666666666667,251.83333333333334
23,10,4,5,3,3,275.3333333333333,347.6666666666667
23,11,3,5,2,3,266.0,213.66666666666666
23,12,2,5,1,3,718.0,332.6666666666667
23,13,5,3,4,2,259.25,343.0
23,14,4,4,3,2,251.33333333333334,293.0
23,15,3,7,2,5,341.0,172.2
23,16,4,9,3,7,401.3333333333333,375.57142857142856
23,17,3,10,2,8,321.0,254.375
23,18,5,5,4,4,298.25,202.0
23,19,5,5,4,3,264.5,173.33333333333334
23,20,6,1,5,0,268.4,
23,21,4,8,3,6,350.6666666666667,361.8333333333333
23,22,3,9,2,6,208.0,284.5
23,23,6,5,4,3,225.0,205.0
23,24,4,5,3,3,186.0,211.0
23,25,3,4,2,2,364.0,174.0
23,26,5,7,4,5,258.5,222.6
23,27,4,4,3,3,322.0,206.66666666666666
23,28,4,4,3,2,179.33333333333334,288.0
23,29,4,3,3,2,369.0,170.0
23,30,5,7,3,5,316.6666666666667,201.6
23,31,6,3,5,2,375.6,177.0
23,32,4,7,2,5,350.5,225.6
23,33,3,6,2,4,237.0,174.25
23,34,4,4,3,3,336.6666666666667,184.66666666666666
23,35,2,3,1,1,226.0,330.0
23,36,7,2,6,1,253.33333333333334,374.0
23,37,3,5,2,3,273.0,227.66666666666666
23,38,2,4,1,2,148.0,181.5
23,39,3,3,2,1,241.0,250.0
23,40,5,3,3,2,238.33333333333334,194.0
23,41,1,3,0,1,,296.0
23,42,4,2,3,1,340.0,178.0
23,43,4,5,2,2,230.0,154.0
23,44,2,2,1,1,399.0,278.0
23,45,4,2,3,0,238.66666666666666,
23,46,2,3,1,1,138.0,276.0
23,47,1,4,0,2,,188.0
23,48,2,5,1,3,100.0,134.33333333333334
23,49,5,4,3,2,259.0,310.0
23,50,3,2,2,0,279.0,
23,51,3,3,0,1,,272.0
23,52,3,4,2,2,194.0,184.0
23,53,3,5,2,3,198.0,244.66666666666666
23,54,2,3,1,2,601.0,232.0
23,55,3,1,2,0,152.5,
23,56,2,2,1,1,260.0,238.0
23,57,2,2,1,1,315.0,290.0
23,58,2,3,1,2,351.0,163.0
23,59,2,4,1,2,350.0,151.0
23,60,6,3,5,2,287.8,179.0
23,61,2,2,1,1,387.0,232.0
23,62,4,3,3,1,256.0,174.0
23,63,4,2,3,0,330.3333333333333,
23,64,3,4,2,2,178.0,151.0
23,65,3,2,2,1,211.0,242.0
23,66,2,4,1,2,308.0,181.0
23,67,2,4,1,2,244.0,180.0
23,68,2,4,1,2,310.0,151.0
23,69,3,4,2,2,235.0,151.0
23,70,2,2,1,1,385.0,168.0
23,71,2,3,1,2,317.0,193.0
23,72,2,3,1,2,313.0,169.0
23,73,2,3,1,1,322.0,286.0
23,74,2,5,1,3,134.0,162.0
23,75,2,2,1,1,372.0,134.0
23,76,5,2,4,1,359.0,192.0
23,77,3,3,2,2,255.0,195.0
23,78,3,3,2,2,201.0,155.0
23,79,3,3,2,2,368.5,187.0
23,80,2,4,1,3,300.0,386.0
23,81,2,5,1,3,180.0,142.33333333333334
23,82,2,3,1,1,308.0,242.0
23,83,6,5,4,3,234.75,183.33333333333334
