parcode,trial,microfix1,microfix2,microfix1_drop,microfix2_drop,microfix_1_drop_timeavg,microfix_2_drop_timeavg
10,59,6,5,3,2,232.0,318.0
10,60,5,6,3,4,221.66666666666666,200.5
10,61,6,7,4,5,384.0,283.6
10,62,6,7,4,4,189.5,241.5
10,63,7,10,5,8,111.4,224.25
10,64,7,11,5,9,268.4,287.77777777777777
10,65,2,7,1,5,158.0,277.8
10,66,9,4,8,2,251.0,279.5
10,67,8,11,6,9,292.5,194.88888888888889
10,68,1,7,0,5,,196.2
10,69,4,16,2,12,150.0,203.16666666666666
10,70,4,8,2,5,289.0,260.8
10,71,3,6,2,4,277.0,272.0
10,72,4,11,2,8,299.0,344.875
10,73,5,3,3,2,310.3333333333333,385.0
10,74,3,4,2,2,249.0,247.0
10,75,5,4,4,3,342.5,228.0
10,76,7,10,4,6,299.5,276.3333333333333
10,77,4,5,2,3,324.5,302.6666666666667
10,78,3,6,2,4,143.0,249.0
10,79,3,5,1,3,276.0,301.3333333333333
10,80,5,2,3,1,207.0,270.0
10,81,3,5,2,2,213.0,186.5
10,82,6,4,4,2,169.75,235.0
10,83,2,2,1,1,198.0,547.0
10,84,5,3,3,1,172.0,216.0
10,85,3,1,2,0,324.0,
10,86,4,5,2,3,172.0,259.3333333333333
10,87,6,8,5,6,180.4,242.16666666666666
10,88,2,6,1,4,364.0,354.75
10,89,6,4,4,2,229.0,188.0
10,90,7,4,5,2,199.6,238.0
10,91,7,8,4,5,289.5,273.6
10,92,3,2,2,1,300.5,368.0
10,93,2,3,1,1,228.0,326.0
10,94,4,10,2,9,320.5,319.55555555555554
10,95,2,3,1,1,234.0,330.0
10,96,2,6,1,4,196.0,356.75
10,97,4,5,2,3,188.0,218.0
10,98,2,4,1,2,584.0,337.0
10,99,3,6,2,4,145.0,155.0
10,100,2,8,0,6,,212.66666666666666
10,101,2,3,1,2,420.0,179.0
10,102,6,9,4,7,149.0,376.85714285714283
10,103,5,4,3,2,403.3333333333333,209.0
10,104,7,14,5,8,244.8,279.875
10,105,3,5,2,3,254.0,173.0
10,106,5,10,3,7,203.33333333333334,185.71428571428572
10,107,6,6,3,4,405.3333333333333,450.5
10,108,3,6,1,3,276.0,310.6666666666667
10,109,5,9,3,7,331.6666666666667,341.42857142857144
10,110,5,4,4,2,281.0,227.5
10,111,6,6,4,3,240.0,310.6666666666667
10,112,4,6,2,4,214.5,298.5
10,113,3,6,1,3,376.0,331.3333333333333
10,114,3,6,1,4,254.0,273.0
10,115,6,6,4,4,175.0,289.5
10,116,4,8,2,5,240.0,319.6
10,117,2,6,1,4,410.0,205.0
10,118,4,7,2,4,329.0,195.0
10,119,5,5,3,3,234.0,234.0
10,120,4,2,1,1,152.0,194.0
10,121,6,3,4,2,147.0,165.0
10,122,4,4,2,2,706.5,345.0
10,123,6,9,4,7,255.0,213.14285714285714
10,124,3,3,1,2,292.0,256.0
10,125,3,8,2,6,202.0,308.1666666666667
10,126,3,4,1,2,230.0,279.0
10,127,5,4,3,2,282.6666666666667,237.0
10,128,4,3,2,1,294.0,184.0
10,129,9,5,6,2,187.16666666666666,235.0
10,130,4,5,2,2,247.0,532.0
10,131,3,2,1,0,128.0,
10,132,3,1,1,0,232.0,
10,133,3,2,1,1,338.0,330.0
10,134,2,4,1,2,286.0,277.0
10,135,5,4,3,2,236.66666666666666,220.0
10,136,4,5,2,3,181.0,191.33333333333334
10,137,4,1,2,0,336.5,
10,138,2,3,1,1,212.0,283.0
10,139,4,6,2,3,244.0,385.6666666666667
10,140,6,5,3,2,264.3333333333333,341.0
10,141,3,3,2,2,149.0,286.0
10,142,2,1,1,0,179.0,
10,143,4,5,1,2,220.0,229.0
10,144,2,10,1,8,158.0,240.875
10,145,2,3,1,2,330.0,189.0
10,146,6,2,5,1,247.6,336.0
10,147,4,3,2,2,184.5,209.0
10,148,4,6,1,3,220.0,274.6666666666667
10,149,3,3,2,2,210.0,259.5
10,150,6,4,4,3,254.25,295.3333333333333
10,151,2,4,1,3,362.0,200.33333333333334
10,152,4,2,2,1,274.5,280.0
10,153,2,5,1,3,208.0,177.33333333333334
10,154,2,3,1,1,218.0,256.0
10,155,7,8,4,4,350.0,310.75
10,156,2,3,1,1,214.0,440.0
10,157,3,5,2,3,181.0,202.0
10,158,5,4,3,2,115.33333333333333,187.0
10,159,3,6,2,4,224.0,310.5
10,160,2,3,1,2,266.0,331.5
10,161,4,5,2,3,242.0,631.3333333333334
10,162,7,7,4,5,491.75,501.6
10,163,5,4,3,2,236.66666666666666,161.5
10,164,4,2,2,1,176.5,220.0
10,165,5,3,3,2,188.0,172.0
10,166,3,3,2,2,307.0,347.0
10,167,2,5,1,3,318.0,302.6666666666667
10,168,3,4,1,3,224.0,226.0
10,169,4,4,2,2,200.0,201.5
10,170,10,6,6,3,375.6666666666667,265.3333333333333
10,171,3,2,1,1,404.0,232.0
10,172,3,4,1,2,440.0,552.0
10,173,4,3,2,2,276.0,560.0
10,174,3,2,2,1,160.0,411.0
10,175,4,2,2,1,177.0,312.0
10,176,2,3,1,1,214.0,413.0
10,177,5,7,2,4,185.5,240.5
10,178,3,5,1,3,482.0,358.6666666666667
10,179,2,2,1,1,367.0,282.0
10,180,5,5,3,2,226.66666666666666,225.0
10,181,5,1,3,0,191.66666666666666,
10,182,2,3,1,2,355.0,250.0
10,183,3,5,1,3,130.0,288.6666666666667
10,184,3,3,2,2,203.0,286.0
10,185,4,5,2,3,459.0,286.6666666666667
10,186,5,4,3,2,262.0,387.0
10,187,1,3,0,1,,334.0
10,188,1,2,0,1,,254.0
10,189,3,4,2,2,202.0,176.0
10,190,2,2,1,1,306.0,368.0
10,191,4,4,2,2,167.0,185.0
10,192,3,4,2,2,171.0,185.5
10,193,2,2,1,1,1027.0,404.0
10,194,2,3,1,1,114.0,284.0
10,195,4,4,2,2,479.0,309.0
10,196,3,1,1,0,69.0,
10,197,2,2,1,1,208.0,466.0
10,198,2,3,1,1,132.0,133.0
10,199,4,1,2,0,291.5,
10,200,7,3,5,1,274.2,198.0
10,201,4,3,2,1,262.5,352.0
10,202,3,3,1,1,172.0,350.0
10,203,3,2,1,1,242.0,244.0
10,204,2,5,1,2,398.0,168.0
10,205,2,4,1,2,174.0,215.0
10,206,3,5,2,3,194.0,253.66666666666666
10,207,2,4,1,2,262.0,455.5
10,208,1,3,0,1,,550.0
10,209,5,3,4,2,437.0,177.0
10,210,4,2,2,1,205.0,284.0
10,211,4,2,2,1,208.0,176.0
10,212,4,6,1,3,254.0,299.6666666666667
10,213,4,3,2,1,301.0,308.0
10,214,6,7,4,4,207.5,404.5
10,215,2,5,1,3,196.0,163.0
10,216,6,7,4,4,328.0,249.0
10,217,1,4,0,2,,261.5
10,218,4,3,2,2,195.5,169.0
10,219,5,2,4,1,288.25,260.0
10,220,3,4,2,2,220.0,323.0
10,221,5,3,3,1,314.6666666666667,262.0
10,222,4,4,2,2,148.0,246.0
10,223,2,4,1,2,214.0,322.5
10,224,2,5,1,3,170.0,259.3333333333333
10,225,3,3,1,1,212.0,372.0
10,226,5,6,2,3,198.0,336.0
10,227,1,8,0,6,,243.33333333333334
10,228,3,3,1,1,316.0,296.0
10,229,3,4,2,3,305.0,372.0
10,230,2,2,1,1,404.0,236.0
10,231,9,6,6,3,282.3333333333333,292.6666666666667
10,232,4,1,3,0,131.33333333333334,
10,233,4,8,2,4,273.0,352.5
10,234,4,7,2,4,237.0,203.5
10,235,3,3,1,1,1176.0,268.0
10,236,4,3,2,1,138.0,394.0
10,237,3,3,1,1,186.0,270.0
10,238,5,7,2,4,188.0,665.0
10,239,3,6,2,3,196.0,384.0
11,0,11,7,7,5,298.7142857142857,260.0
11,1,8,5,6,4,244.66666666666666,180.0
11,2,3,3,2,2,272.0,712.5
11,3,9,7,7,5,204.28571428571428,301.4
11,4,10,3,8,2,267.625,236.0
11,5,3,5,2,4,330.0,239.0
11,6,9,4,7,2,253.14285714285714,569.0
11,7,3,7,2,6,381.0,211.33333333333334
11,8,9,17,7,15,394.2857142857143,258.93333333333334
11,9,7,3,5,2,234.0,234.0
11,10,3,4,2,3,161.0,172.0
11,11,5,3,3,2,232.0,316.0
11,12,19,9,16,7,350.3125,297.7142857142857
11,13,8,5,6,3,253.0,302.0
11,14,6,3,4,2,194.25,267.0
11,15,3,2,2,1,199.0,192.0
11,16,10,6,8,4,437.75,194.0
11,17,11,7,9,5,261.1111111111111,386.4
11,18,7,3,5,2,391.6,241.0
11,19,7,6,4,4,333.25,287.5
11,20,13,11,10,8,442.6,275.25
11,21,6,3,4,2,359.5,160.0
11,22,10,13,8,11,252.25,324.09090909090907
11,23,5,4,3,3,324.0,366.0
11,24,12,19,9,16,228.66666666666666,328.3125
11,25,5,3,3,2,179.0,259.0
11,26,4,4,2,3,408.0,202.0
11,27,6,5,4,3,239.5,389.0
11,28,5,2,3,1,253.33333333333334,252.0
11,29,3,2,1,1,240.0,278.0
11,30,7,3,5,1,230.0,262.0
11,31,3,5,2,4,190.0,264.25
11,32,11,10,8,8,302.5,220.5
11,33,2,4,1,3,300.0,345.3333333333333
11,34,3,4,1,3,186.0,247.33333333333334
11,35,3,5,2,4,192.0,220.75
11,36,2,6,1,5,296.0,406.4
11,37,3,2,1,1,178.0,244.0
11,38,5,8,3,6,258.6666666666667,294.3333333333333
11,39,5,3,3,2,364.0,355.0
11,40,5,3,3,2,209.0,322.0
11,41,4,2,2,1,203.0,230.0
11,42,7,4,5,2,196.0,348.0
11,43,5,2,3,1,177.33333333333334,482.0
11,44,6,3,4,2,222.0,213.0
11,45,7,3,5,2,312.6,399.0
11,46,4,4,2,3,208.5,200.0
11,47,4,3,3,2,201.33333333333334,260.5
11,48,3,4,2,2,211.0,310.0
11,49,6,3,4,2,269.75,428.0
11,50,2,4,1,2,298.0,259.0
11,51,2,3,1,2,246.0,307.5
11,52,5,5,3,3,110.66666666666667,264.0
11,53,5,7,3,5,234.0,280.0
11,54,9,4,6,2,285.0,373.5
11,55,4,4,2,3,217.0,192.0
11,56,2,4,1,3,168.0,246.0
11,57,8,6,6,4,396.3333333333333,346.75
11,58,6,3,4,2,167.75,199.0
11,59,11,6,8,4,323.5,251.0
11,60,2,2,1,1,264.0,95.0
11,61,3,3,1,1,130.0,318.0
11,62,5,1,3,0,171.66666666666666,
11,63,4,4,2,3,255.0,226.0
11,64,5,4,3,2,259.3333333333333,87.5
11,65,7,10,5,8,231.6,430.625
11,66,10,6,7,4,304.7142857142857,305.0
11,67,2,6,1,5,166.0,360.4
11,68,5,3,3,2,145.66666666666666,354.0
11,69,4,2,2,1,165.0,320.0
11,70,5,2,3,1,274.3333333333333,456.0
11,71,5,6,2,3,406.0,206.0
11,72,5,3,3,2,149.66666666666666,232.0
11,73,9,11,7,9,268.57142857142856,269.6666666666667
11,74,7,4,5,3,203.0,217.33333333333334
11,75,6,4,4,2,225.5,208.0
11,76,6,5,4,3,226.0,189.33333333333334
11,77,5,7,2,5,593.0,288.0
11,78,5,3,3,2,313.3333333333333,234.0
11,79,13,13,10,9,303.6,544.0
11,80,3,3,1,1,540.0,387.0
11,81,4,2,2,1,263.0,144.0
11,82,7,5,6,3,324.0,409.6666666666667
11,83,3,2,2,1,371.0,254.0
11,84,3,6,2,4,299.0,175.25
11,85,2,3,1,1,214.0,352.0
11,86,4,3,3,2,245.66666666666666,207.0
11,87,2,3,1,2,160.0,369.0
11,88,4,4,2,3,214.5,192.0
11,89,4,5,2,3,474.0,231.33333333333334
11,90,3,2,2,1,239.0,510.0
11,91,3,3,2,2,251.5,197.0
11,92,2,5,1,3,240.0,189.33333333333334
11,93,3,5,2,3,197.0,308.3333333333333
11,94,6,3,4,1,144.0,160.0
11,95,2,4,1,2,162.0,220.0
11,96,4,4,3,2,250.66666666666666,357.0
11,97,4,2,3,1,157.66666666666666,248.0
11,98,2,4,1,2,266.0,188.5
11,99,2,3,1,1,154.0,286.0
11,100,7,6,4,3,363.5,302.0
11,101,5,3,3,2,627.0,398.0
11,102,4,4,3,3,256.3333333333333,274.0
11,103,4,7,2,4,306.0,179.0
11,104,3,2,2,1,134.0,81.0
11,105,2,4,1,2,216.0,206.0
11,106,2,2,1,1,180.0,296.0
11,107,4,2,3,1,239.66666666666666,302.0
11,108,2,6,1,4,292.0,194.0
11,109,2,3,1,2,312.0,165.0
11,110,4,1,2,0,182.0,
11,111,3,2,2,1,189.5,370.0
11,112,2,3,1,2,360.0,186.0
11,113,4,2,2,1,112.0,220.0
11,114,2,3,1,2,158.0,349.0
11,115,3,3,1,2,168.0,241.0
11,116,3,3,2,1,148.0,72.0
11,117,2,3,1,2,232.0,157.0
11,118,3,4,2,2,178.0,156.0
11,119,3,2,1,1,204.0,194.0
11,120,5,3,3,2,156.66666666666666,288.0
11,121,5,8,3,6,222.66666666666666,273.0
11,122,2,7,1,5,386.0,203.6
11,123,3,8,1,5,264.0,319.2
11,124,2,3,1,2,590.0,185.0
11,125,5,3,3,1,188.0,312.0
11,126,7,9,4,6,174.0,284.0
11,127,1,4,0,2,,181.5
11,128,2,4,1,2,252.0,307.0
11,129,7,3,5,2,297.2,476.0
11,130,6,3,4,2,225.0,309.0
11,131,4,4,2,2,155.0,243.0
11,132,3,3,2,1,199.0,124.0
11,133,5,6,3,5,170.66666666666666,254.0
11,134,13,4,11,2,334.09090909090907,302.0
11,135,2,3,1,1,166.0,280.0
11,136,4,2,2,0,419.0,
11,137,4,2,2,1,205.0,454.0
11,138,2,3,1,1,220.0,198.0
11,139,2,5,1,3,358.0,186.66666666666666
11,140,5,6,3,4,216.66666666666666,244.75
11,141,2,4,1,3,186.0,219.66666666666666
11,142,6,11,3,9,192.66666666666666,275.8888888888889
11,143,4,7,3,4,411.3333333333333,304.25
11,144,3,2,2,1,329.0,332.0
11,145,7,7,6,5,266.0,236.4
11,146,3,2,1,1,528.0,326.0
11,147,4,2,3,1,283.6666666666667,210.0
11,148,6,3,3,1,195.33333333333334,274.0
11,149,0,3,0,2,,423.5
11,150,2,4,1,3,142.0,284.6666666666667
11,151,2,4,1,3,320.0,310.3333333333333
11,152,2,4,1,3,282.0,235.0
11,153,3,3,2,2,489.5,240.0
11,154,3,3,2,1,198.0,188.0
11,155,4,3,2,2,170.0,304.0
11,156,4,5,2,4,178.5,330.0
11,157,4,6,2,4,242.0,246.75
11,158,5,4,3,2,318.0,250.5
11,159,7,5,5,3,216.4,262.3333333333333
11,160,3,6,1,4,184.0,261.0
11,161,3,2,1,1,374.0,266.0
11,162,2,2,1,1,194.0,421.0
11,163,3,4,1,3,140.0,165.33333333333334
11,164,1,2,0,1,,397.0
11,165,2,3,1,2,122.0,173.5
11,166,4,4,2,3,211.5,402.6666666666667
11,167,4,1,2,0,141.5,
11,168,2,4,1,3,224.0,181.66666666666666
11,169,3,1,1,0,178.0,
11,170,2,3,1,2,266.0,113.0
11,171,2,3,1,2,150.0,134.5
11,172,2,3,1,1,631.0,114.0
11,173,3,3,1,2,180.0,182.0
11,174,4,2,2,1,366.0,558.0
11,175,2,3,0,2,,203.0
11,176,12,12,7,8,383.7142857142857,368.75
11,177,2,4,0,3,,335.3333333333333
11,178,2,3,1,2,96.0,216.5
11,179,2,4,1,3,184.0,241.0
11,180,3,2,1,1,174.0,150.0
11,181,2,3,1,2,182.0,135.0
11,182,3,3,2,2,341.0,165.0
11,183,2,2,1,1,198.0,113.0
11,184,2,3,1,2,164.0,295.0
11,185,6,4,3,2,253.33333333333334,348.0
11,186,5,5,3,4,187.0,364.0
11,187,2,2,1,1,260.0,389.0
11,188,2,3,1,2,170.0,136.5
11,189,2,2,1,1,304.0,333.0
11,190,3,4,1,2,290.0,283.0
11,191,2,3,1,2,92.0,284.0
11,192,2,2,1,1,198.0,342.0
11,193,3,2,2,0,187.0,
11,194,4,3,2,2,210.5,293.0
11,195,2,3,1,2,74.0,226.5
11,196,4,4,2,2,189.0,243.5
11,197,2,2,1,1,198.0,411.0
11,198,4,3,2,2,185.0,367.0
11,199,3,2,2,1,120.0,213.0
11,200,4,3,2,2,199.0,291.0
11,201,2,4,1,3,166.0,187.0
11,202,3,2,2,1,160.0,544.0
11,203,5,2,3,0,164.66666666666666,
11,204,11,15,8,11,325.5,321.09090909090907
11,205,2,2,1,1,144.0,478.0
11,206,5,6,3,4,235.33333333333334,305.5
11,207,3,3,1,2,108.0,247.0
11,208,5,2,4,1,327.0,174.0
11,209,3,5,2,3,192.0,181.66666666666666
11,210,8,6,6,4,229.16666666666666,290.5
11,211,3,2,1,1,206.0,408.0
11,212,4,2,2,1,201.0,422.0
11,213,4,2,2,1,115.5,274.0
11,214,2,2,1,1,182.0,284.0
11,215,5,2,3,1,396.0,428.0
11,216,4,2,2,1,225.0,310.0
11,217,2,3,1,2,152.0,228.5
11,218,2,3,1,2,148.0,254.0
11,219,2,2,1,1,112.0,364.0
11,220,1,3,0,2,,343.5
11,221,5,2,3,1,180.66666666666666,438.0
11,222,5,9,3,7,236.66666666666666,284.7142857142857
11,223,2,3,0,2,,228.0
11,224,12,9,8,6,285.5,389.0
11,225,3,3,1,2,160.0,496.0
11,226,3,4,1,2,132.0,259.0
11,227,3,3,2,2,123.0,235.0
11,228,3,5,1,4,192.0,351.5
11,229,2,5,0,4,,270.0
11,230,2,4,1,3,108.0,232.66666666666666
11,231,4,5,2,4,91.0,508.0
11,232,11,9,7,6,234.42857142857142,347.0
11,233,6,3,4,2,245.75,315.0
11,234,5,6,3,4,238.66666666666666,252.0
11,235,4,5,2,4,192.5,210.0
11,236,2,4,1,3,156.0,216.0
11,237,7,6,5,4,275.6,316.0
11,238,6,9,4,7,311.0,326.2857142857143
11,239,4,3,3,2,233.33333333333334,371.5
12,0,6,6,4,4,309.5,362.5
12,1,9,17,5,15,322.0,210.93333333333334
12,2,11,19,9,16,264.44444444444446,255.875
12,3,15,9,13,7,315.15384615384613,365.42857142857144
12,4,16,16,13,14,237.23076923076923,302.0
12,5,8,11,6,9,396.8333333333333,321.77777777777777
12,6,12,22,10,19,253.4,234.0
12,7,15,14,13,12,254.07692307692307,282.1666666666667
12,8,19,8,16,6,228.6875,345.3333333333333
12,9,9,30,7,27,293.7142857142857,341.5925925925926
12,10,17,25,14,23,282.7142857142857,226.69565217391303
12,11,10,7,8,5,270.625,271.6
12,12,13,7,10,5,292.0,281.6
12,13,4,12,3,10,436.6666666666667,310.9
12,14,15,11,13,9,227.15384615384616,378.22222222222223
12,15,20,7,18,6,258.27777777777777,326.0
12,16,3,9,2,7,355.0,282.7142857142857
12,17,5,17,4,15,213.0,281.6
12,18,4,6,3,4,372.6666666666667,270.25
12,19,3,9,2,6,259.0,187.0
12,20,14,13,12,11,211.16666666666666,246.45454545454547
12,21,8,7,6,5,168.5,176.8
12,22,7,20,6,17,256.6666666666667,338.11764705882354
12,23,9,9,7,7,295.2857142857143,335.14285714285717
12,24,11,3,9,2,215.0,343.0
12,25,4,18,3,16,350.0,328.8125
12,26,4,7,2,5,357.5,222.4
12,27,3,3,2,2,323.0,306.0
12,28,6,6,4,5,159.0,218.4
12,29,6,13,5,10,218.4,286.7
12,30,4,7,3,5,194.66666666666666,212.6
12,31,6,4,4,2,221.5,220.0
12,32,12,13,10,11,238.2,219.27272727272728
12,33,4,2,3,1,241.66666666666666,364.0
12,34,5,13,4,11,178.5,243.8181818181818
12,35,4,3,3,2,216.0,255.5
12,36,3,14,2,12,235.0,205.33333333333334
12,37,3,6,2,4,204.0,168.0
12,38,3,10,2,8,183.0,365.25
12,39,5,7,4,5,190.5,348.2
12,40,7,5,4,3,208.0,311.3333333333333
12,41,10,5,7,3,176.71428571428572,212.66666666666666
12,42,3,2,2,1,200.0,1233.0
12,43,9,7,7,4,392.0,160.0
12,44,6,4,4,2,189.5,256.5
12,45,8,7,6,5,182.33333333333334,196.2
12,46,7,2,5,1,266.8,330.0
12,47,5,6,3,5,187.33333333333334,212.0
12,48,4,3,2,2,146.5,144.0
12,49,5,3,3,2,227.66666666666666,166.0
12,50,6,2,4,1,258.25,422.0
12,51,14,6,11,4,225.36363636363637,250.0
12,52,6,4,4,3,214.75,175.33333333333334
12,53,6,5,3,3,195.33333333333334,204.0
12,54,7,5,5,3,233.6,455.0
12,55,7,7,5,5,234.8,204.6
12,56,7,10,5,8,196.4,217.625
12,57,4,2,3,1,202.66666666666666,753.0
12,58,11,12,8,10,255.5,231.6
12,59,5,4,4,3,176.5,281.3333333333333
12,60,4,3,3,2,214.0,333.5
12,61,7,16,4,12,253.0,201.0
12,62,3,3,2,2,245.0,319.0
12,63,5,2,3,1,231.0,232.0
12,64,4,4,2,2,196.0,137.0
12,65,3,4,1,3,144.0,188.0
12,66,3,4,2,3,201.0,246.33333333333334
12,67,6,4,4,3,180.5,198.66666666666666
12,68,4,2,3,1,255.66666666666666,294.0
12,69,4,4,3,3,138.66666666666666,211.33333333333334
12,70,2,3,1,2,292.0,236.5
12,71,4,5,2,4,352.0,191.0
12,72,8,15,5,12,225.6,287.0833333333333
12,73,6,2,4,1,173.5,194.0
12,74,11,6,9,4,214.44444444444446,482.25
12,75,10,10,6,7,206.0,262.14285714285717
12,76,10,10,7,8,233.28571428571428,324.0
12,77,5,2,3,1,149.33333333333334,100.0
12,78,6,3,4,2,172.25,155.0
12,79,5,3,3,2,297.3333333333333,224.0
12,80,3,3,2,2,127.0,297.5
12,81,3,3,1,2,224.0,247.0
12,82,6,3,4,2,160.5,189.0
12,83,4,3,2,2,183.0,257.0
12,84,2,5,1,4,60.0,206.25
12,85,5,1,3,0,157.0,
12,86,5,3,3,2,180.33333333333334,246.0
12,87,3,5,2,3,198.0,190.33333333333334
12,88,9,10,6,7,243.33333333333334,301.7142857142857
12,89,7,6,4,4,239.5,312.0
12,90,3,4,2,2,184.0,191.0
12,91,5,4,3,2,178.0,191.0
12,92,2,5,1,3,244.0,139.0
12,93,5,2,4,1,257.75,246.0
12,94,3,4,2,3,165.0,257.0
12,95,3,2,1,1,248.0,392.0
12,96,3,4,2,2,200.0,157.0
12,97,2,4,0,1,,72.0
12,98,6,4,3,2,262.6666666666667,315.0
12,99,5,3,3,2,170.66666666666666,169.0
12,100,4,5,3,4,155.33333333333334,216.75
12,101,6,2,5,1,163.8,270.0
12,102,3,3,2,2,152.0,243.5
12,103,5,4,4,3,173.5,316.6666666666667
12,104,3,3,2,2,194.0,258.0
12,105,4,2,2,1,185.0,176.0
12,106,4,4,3,3,194.0,169.0
12,107,7,9,5,7,304.4,283.7142857142857
12,108,13,10,10,8,215.5,374.0
12,109,9,6,7,5,223.85714285714286,212.8
12,110,4,3,2,2,297.0,231.0
12,111,4,3,3,2,156.66666666666666,203.0
12,112,6,7,4,5,294.0,175.2
12,113,5,1,4,0,171.0,
12,114,5,2,3,1,168.66666666666666,178.0
12,115,4,4,1,2,192.0,174.0
12,116,2,4,1,2,210.0,169.0
12,117,6,3,4,2,150.5,149.0
12,118,7,6,5,5,196.6,231.6
12,119,10,4,8,3,200.375,232.66666666666666
12,120,6,5,3,3,239.33333333333334,319.6666666666667
12,121,7,1,5,0,106.8,
12,122,5,4,3,3,121.0,158.0
12,123,2,4,0,1,,304.0
12,124,4,2,2,1,287.0,118.0
12,125,4,2,2,1,172.0,218.0
12,126,6,2,4,1,166.0,340.0
12,127,9,4,7,2,194.42857142857142,177.0
12,128,2,3,1,2,354.0,219.5
12,129,3,3,1,1,110.0,220.0
12,130,2,4,1,2,220.0,131.0
12,131,5,2,3,1,158.33333333333334,62.0
12,132,4,3,3,2,221.66666666666666,145.0
12,133,4,4,2,3,204.0,135.33333333333334
12,134,2,3,1,1,320.0,242.0
12,135,3,2,2,1,171.0,565.0
12,136,5,3,3,2,143.66666666666666,160.0
12,137,3,5,2,3,186.0,192.0
12,138,3,3,1,2,182.0,242.0
12,139,5,3,3,2,180.66666666666666,252.0
12,140,3,6,2,4,202.0,122.0
12,141,3,3,2,1,166.0,114.0
12,142,3,3,2,2,191.0,199.5
12,143,5,4,3,2,173.33333333333334,416.0
12,144,1,3,0,2,,167.0
12,145,4,4,3,2,259.3333333333333,277.0
12,146,3,3,2,2,311.0,226.0
12,147,8,13,5,11,267.4,292.3636363636364
12,148,3,7,2,5,238.0,200.2
12,149,5,2,3,1,232.33333333333334,178.0
12,150,4,4,2,2,205.0,219.0
12,151,6,2,4,1,177.5,256.0
12,152,3,2,2,1,173.0,449.0
12,153,3,3,2,2,142.0,169.0
12,154,2,2,1,1,229.0,208.0
12,155,2,3,1,2,102.0,294.0
12,156,7,3,6,2,264.5,130.0
12,157,4,4,3,3,249.66666666666666,158.66666666666666
12,158,10,6,9,4,255.33333333333334,326.5
12,159,3,2,2,1,308.5,150.0
12,160,2,4,1,3,208.0,193.0
12,161,3,3,2,2,155.0,240.5
12,162,3,5,1,2,110.0,183.0
12,163,13,7,11,5,227.27272727272728,174.6
12,164,4,2,2,1,197.0,220.0
12,165,4,3,2,2,200.0,173.0
12,166,4,3,2,2,172.0,162.0
12,167,2,3,1,2,296.0,218.0
12,168,3,4,2,3,165.0,149.33333333333334
12,169,5,3,3,2,177.0,146.0
12,170,5,3,3,2,121.0,134.0
12,171,6,2,4,1,183.25,218.0
12,172,5,4,3,3,210.0,224.66666666666666
12,173,5,2,3,1,164.66666666666666,120.0
12,174,5,2,3,1,149.66666666666666,296.0
12,175,8,2,5,1,205.8,280.0
12,176,7,3,5,2,206.8,158.0
12,177,2,5,1,3,332.0,202.33333333333334
12,178,4,6,3,5,174.66666666666666,203.6
12,179,3,5,2,3,203.0,171.66666666666666
12,180,5,2,3,1,179.0,186.0
12,181,9,4,6,2,183.66666666666666,247.0
12,182,7,3,5,2,231.2,189.0
12,183,3,2,2,1,189.0,661.0
12,184,2,3,1,2,270.0,218.5
12,185,3,4,2,3,213.0,202.33333333333334
12,186,4,4,2,2,255.0,265.0
12,187,3,3,1,2,168.0,363.0
12,188,4,11,2,9,299.0,217.0
12,189,4,2,2,1,203.0,126.0
12,190,3,2,1,1,250.0,184.0
12,191,5,3,3,2,149.66666666666666,274.0
12,192,5,1,3,0,230.66666666666666,
12,193,3,3,2,2,209.0,231.0
12,194,2,5,1,4,226.0,225.75
12,195,10,4,8,3,236.5,232.66666666666666
12,196,5,2,3,1,162.33333333333334,78.0
12,197,3,3,2,2,183.0,198.5
12,198,3,4,2,3,188.0,181.33333333333334
12,199,4,2,3,1,142.0,295.0
12,200,2,5,1,4,316.0,291.5
12,201,3,3,2,2,187.0,219.0
12,202,7,4,4,2,306.75,296.0
12,203,6,4,4,3,288.75,240.0
12,204,2,1,0,0,,
12,205,2,2,1,1,296.0,436.0
12,206,3,2,2,1,145.0,458.0
12,207,6,3,4,2,207.75,252.0
12,208,3,3,2,2,169.0,189.5
12,209,6,4,4,3,170.5,205.33333333333334
12,210,7,11,5,9,292.4,270.8888888888889
12,211,2,3,1,2,320.0,236.5
12,212,3,1,2,0,208.0,
12,213,5,3,3,2,150.0,185.0
12,214,7,2,5,1,202.4,216.0
12,215,4,2,2,1,141.0,270.0
12,216,3,3,2,2,191.0,417.5
12,217,3,4,2,3,171.0,194.0
12,218,5,3,3,2,277.6666666666667,183.0
12,219,4,3,2,2,202.0,215.0
12,220,3,3,1,2,250.0,118.0
12,221,5,3,3,2,179.33333333333334,183.0
12,222,6,4,4,2,244.0,330.0
12,223,10,6,7,4,366.0,301.5
12,224,3,4,2,3,178.0,195.33333333333334
12,225,4,2,2,1,141.0,372.0
12,226,2,3,1,2,401.0,237.0
12,227,2,3,1,2,210.0,237.5
12,228,2,5,1,4,340.0,286.5
12,229,2,3,1,2,254.0,276.0
12,230,5,4,3,3,122.0,176.0
12,231,6,3,4,2,165.25,194.0
12,232,3,3,2,2,168.0,244.0
12,233,8,5,6,3,261.0,276.0
12,234,12,10,9,7,301.55555555555554,269.0
