parcode,trial,fix_item,fix_time,rt,block
11,150,3,159,1859,2.0
11,150,1,504,1859,2.0
11,150,2,1196,1859,2.0
11,151,3,242,2137,2.0
11,151,1,628,2137,2.0
11,151,2,1267,2137,2.0
11,152,3,280,1893,2.0
11,152,1,574,1893,2.0
11,152,2,1039,1893,2.0
11,153,3,0,1893,2.0
11,153,2,712,2049,2.0
11,153,1,1337,2049,2.0
11,154,3,336,1959,2.0
11,154,2,378,1959,2.0
11,154,1,756,1959,2.0
11,154,2,489,1959,2.0
11,155,3,289,2156,2.0
11,155,1,600,2156,2.0
11,155,2,942,2156,2.0
11,155,1,325,2156,2.0
11,156,3,654,3751,2.0
11,156,1,574,3751,2.0
11,156,2,1676,3751,2.0
11,156,1,847,3751,2.0
11,157,3,334,3011,2.0
11,157,1,548,3011,2.0
11,157,2,822,3011,2.0
11,157,1,600,3011,2.0
11,157,2,707,3011,2.0
11,158,3,266,3907,2.0
11,158,1,970,3907,2.0
11,158,2,888,3907,2.0
11,158,1,958,3907,2.0
11,158,2,825,3907,2.0
11,159,3,283,3688,2.0
11,159,1,542,3688,2.0
11,159,2,946,3688,2.0
11,159,1,1196,3688,2.0
11,159,2,721,3688,2.0
11,160,3,225,2931,1.0
11,160,1,228,2931,1.0
11,160,2,1058,2931,1.0
11,160,1,582,2931,1.0
11,160,2,838,2931,1.0
11,161,3,385,2067,1.0
11,161,1,532,2067,1.0
11,161,2,592,2067,1.0
11,161,1,558,2067,1.0
11,162,3,255,1560,1.0
11,162,1,520,1560,1.0
11,162,2,785,1560,1.0
11,163,3,268,2001,1.0
11,163,1,496,2001,1.0
11,163,2,852,2001,1.0
11,163,1,385,2001,1.0
11,164,3,286,1441,1.0
11,164,1,416,1441,1.0
11,164,2,739,1441,1.0
11,165,3,245,1422,1.0
11,165,1,492,1422,1.0
11,165,2,685,1422,1.0
11,166,3,251,3294,1.0
11,166,1,496,3294,1.0
11,166,2,1556,3294,1.0
11,166,1,991,3294,1.0
11,167,3,360,1937,1.0
11,167,1,518,1937,1.0
11,167,2,638,1937,1.0
11,167,1,421,1937,1.0
11,168,3,297,1752,1.0
11,168,1,566,1752,1.0
11,168,2,889,1752,1.0
11,169,3,272,1688,1.0
11,169,1,514,1688,1.0
11,169,2,578,1688,1.0
11,169,1,324,1688,1.0
11,170,3,31,1688,1.0
11,170,1,452,1085,1.0
11,170,2,602,1085,1.0
11,171,3,266,1381,1.0
11,171,1,500,1381,1.0
11,171,2,615,1381,1.0
11,172,3,0,1381,1.0
11,172,2,17,1506,1.0
11,172,0,196,1506,1.0
11,172,2,326,1506,1.0
11,172,1,967,1506,1.0
11,173,3,276,1745,1.0
11,173,1,480,1745,1.0
11,173,2,750,1745,1.0
11,173,1,239,1745,1.0
11,174,3,329,2935,1.0
11,174,1,574,2935,1.0
11,174,2,1014,2935,1.0
11,174,0,178,2935,1.0
11,174,1,840,2935,1.0
11,175,3,249,1693,1.0
11,175,1,400,1693,1.0
11,175,2,728,1693,1.0
11,175,1,316,1693,1.0
11,176,3,277,9412,1.0
11,176,1,504,9412,1.0
11,176,2,758,9412,1.0
11,176,1,654,9412,1.0
11,176,2,2294,9412,1.0
11,176,1,1548,9412,1.0
11,176,2,490,9412,1.0
11,176,1,1266,9412,1.0
11,176,0,284,9412,1.0
11,176,2,988,9412,1.0
11,176,1,349,9412,1.0
11,177,3,256,2314,1.0
11,177,1,446,2314,1.0
11,177,2,1392,2314,1.0
11,177,1,220,2314,1.0
11,178,3,245,1464,1.0
11,178,1,450,1464,1.0
11,178,2,769,1464,1.0
11,179,3,334,2187,1.0
11,179,1,510,2187,1.0
11,179,2,1343,2187,1.0
11,180,3,249,1468,1.0
11,180,1,488,1468,1.0
11,180,2,530,1468,1.0
11,180,1,201,1468,1.0
11,181,3,268,1348,1.0
11,181,1,494,1348,1.0
11,181,2,586,1348,1.0
11,182,3,319,1945,1.0
11,182,1,960,1945,1.0
11,182,2,666,1945,1.0
11,183,3,351,1382,1.0
11,183,1,532,1382,1.0
11,183,2,499,1382,1.0
11,184,3,448,1886,1.0
11,184,1,514,1886,1.0
11,184,2,924,1886,1.0
11,185,3,302,3569,1.0
11,185,1,472,3569,1.0
11,185,2,794,3569,1.0
11,185,1,900,3569,1.0
11,185,2,632,3569,1.0
11,185,1,469,3569,1.0
11,186,3,252,3349,1.0
11,186,1,536,3349,1.0
11,186,2,1788,3349,1.0
11,186,1,773,3349,1.0
11,187,3,292,1595,1.0
11,187,1,582,1595,1.0
11,187,2,721,1595,1.0
11,188,3,269,1380,1.0
11,188,1,482,1380,1.0
11,188,2,629,1380,1.0
11,189,3,305,1668,1.0
11,189,1,624,1668,1.0
11,189,2,739,1668,1.0
11,190,3,355,2449,1.0
11,190,2,382,2449,1.0
11,190,1,612,2449,1.0
11,190,2,714,2449,1.0
11,190,1,386,2449,1.0
11,191,3,260,1612,1.0
11,191,1,448,1612,1.0
11,191,2,904,1612,1.0
11,192,3,275,1495,1.0
11,192,1,528,1495,1.0
11,192,2,692,1495,1.0
11,193,3,254,1574,1.0
11,193,2,264,1574,1.0
11,193,1,710,1574,1.0
11,193,2,346,1574,1.0
11,194,3,340,2403,1.0
11,194,1,450,2403,1.0
11,194,2,912,2403,1.0
11,194,1,701,2403,1.0
11,195,3,234,1463,1.0
11,195,1,426,1463,1.0
11,195,2,803,1463,1.0
11,196,3,244,2565,1.0
11,196,1,402,2565,1.0
11,196,2,760,2565,1.0
11,196,1,696,2565,1.0
11,196,2,463,2565,1.0
11,197,3,296,1537,1.0
11,197,1,530,1537,1.0
11,197,2,711,1537,1.0
11,198,3,0,1537,1.0
11,198,1,527,2100,1.0
11,198,2,1078,2100,1.0
11,198,1,495,2100,1.0
11,199,3,258,1383,1.0
11,199,1,588,1383,1.0
11,199,2,537,1383,1.0
11,200,3,169,2351,2.0
11,200,1,880,2351,2.0
11,200,2,904,2351,2.0
11,200,1,398,2351,2.0
11,201,3,285,1648,2.0
11,201,1,512,1648,2.0
11,201,2,851,1648,2.0
11,202,3,225,1913,2.0
11,202,1,642,1913,2.0
11,202,2,1046,1913,2.0
11,203,3,246,1880,2.0
11,203,2,228,1880,2.0
11,203,1,678,1880,2.0
11,203,2,222,1880,2.0
11,203,1,506,1880,2.0
11,204,3,0,1880,2.0
11,204,2,600,8454,2.0
11,204,1,1108,8454,2.0
11,204,2,900,8454,2.0
11,204,1,1128,8454,2.0
11,204,2,2502,8454,2.0
11,204,1,1490,8454,2.0
11,204,2,726,8454,2.0
11,205,3,261,1583,2.0
11,205,1,472,1583,2.0
11,205,2,850,1583,2.0
11,206,3,273,3631,2.0
11,206,1,608,3631,2.0
11,206,2,1330,3631,2.0
11,206,1,804,3631,2.0
11,206,2,616,3631,2.0
11,207,3,237,2197,2.0
11,207,1,434,2197,2.0
11,207,2,804,2197,2.0
11,207,1,722,2197,2.0
11,208,3,198,2222,2.0
11,208,2,362,2222,2.0
11,208,1,1662,2222,2.0
11,209,3,0,2222,2.0
11,209,2,576,1789,2.0
11,209,1,744,1789,2.0
11,209,2,469,1789,2.0
11,210,3,0,1789,2.0
11,210,2,569,3738,2.0
11,210,1,1334,3738,2.0
11,210,2,1134,3738,2.0
11,210,1,701,3738,2.0
11,211,3,188,2183,2.0
11,211,1,820,2183,2.0
11,211,2,852,2183,2.0
11,211,1,323,2183,2.0
11,212,3,231,2075,2.0
11,212,1,536,2075,2.0
11,212,2,766,2075,2.0
11,212,1,542,2075,2.0
11,213,3,276,1883,2.0
11,213,1,554,1883,2.0
11,213,2,636,1883,2.0
11,213,1,417,1883,2.0
11,214,3,257,1403,2.0
11,214,1,474,1403,2.0
11,214,2,672,1403,2.0
11,215,3,275,2909,2.0
11,215,1,506,2909,2.0
11,215,2,768,2909,2.0
11,215,1,1360,2909,2.0
11,216,3,0,2909,2.0
11,216,1,472,1189,2.0
11,216,2,628,1189,2.0
11,216,1,89,1189,2.0
11,217,3,0,1189,2.0
11,217,1,445,1220,2.0
11,217,2,775,1220,2.0
11,218,3,205,1507,2.0
11,218,1,456,1507,2.0
11,218,2,846,1507,2.0
11,219,3,230,1428,2.0
11,219,1,450,1428,2.0
11,219,2,748,1428,2.0
11,220,3,282,1689,2.0
11,220,1,368,1689,2.0
11,220,2,1039,1689,2.0
11,221,3,238,2218,2.0
11,221,1,412,2218,2.0
11,221,2,796,2218,2.0
11,221,1,772,2218,2.0
11,222,3,255,4202,2.0
11,222,1,448,4202,2.0
11,222,2,1308,4202,2.0
11,222,1,898,4202,2.0
11,222,2,1293,4202,2.0
11,223,3,307,2067,2.0
11,223,1,430,2067,2.0
11,223,0,96,2067,2.0
11,223,2,818,2067,2.0
11,223,1,416,2067,2.0
11,224,3,279,7225,2.0
11,224,1,420,7225,2.0
11,224,2,596,7225,2.0
11,224,1,1060,7225,2.0
11,224,2,190,7225,2.0
11,224,1,160,7225,2.0
11,224,2,2674,7225,2.0
11,224,1,1846,7225,2.0
11,225,3,276,2522,2.0
11,225,1,478,2522,2.0
11,225,2,1364,2522,2.0
11,225,1,404,2522,2.0
11,226,3,289,2408,2.0
11,226,1,484,2408,2.0
11,226,2,836,2408,2.0
11,226,1,636,2408,2.0
11,226,2,163,2408,2.0
11,227,3,240,1628,2.0
11,227,1,538,1628,2.0
11,227,2,850,1628,2.0
11,228,3,0,1628,2.0
11,228,1,355,2775,2.0
11,228,2,2126,2775,2.0
11,228,1,294,2775,2.0
11,229,3,221,2350,2.0
11,229,1,414,2350,2.0
11,229,2,1394,2350,2.0
11,229,1,321,2350,2.0
11,230,3,248,1686,2.0
11,230,1,432,1686,2.0
11,230,2,1006,1686,2.0
11,231,3,152,3420,2.0
11,231,1,466,3420,2.0
11,231,2,2342,3420,2.0
11,231,1,460,3420,2.0
11,232,3,240,6061,2.0
11,232,1,538,6061,2.0
11,232,2,2182,6061,2.0
11,232,1,190,6061,2.0
11,232,2,156,6061,2.0
11,232,1,1534,6061,2.0
11,232,2,798,6061,2.0
11,232,1,423,6061,2.0
11,233,3,218,2435,2.0
11,233,1,440,2435,2.0
11,233,2,876,2435,2.0
11,233,1,901,2435,2.0
11,234,3,213,3465,2.0
11,234,1,522,3465,2.0
11,234,2,968,3465,2.0
11,234,1,766,3465,2.0
11,234,2,996,3465,2.0
11,235,3,211,2452,2.0
11,235,1,402,2452,2.0
11,235,2,1202,2452,2.0
11,235,1,637,2452,2.0
11,236,3,211,1619,2.0
11,236,1,454,1619,2.0
11,236,2,954,1619,2.0
11,237,3,280,4774,2.0
11,237,1,474,4774,2.0
11,237,2,924,4774,2.0
11,237,1,1876,4774,2.0
11,237,2,1064,4774,2.0
11,237,0,156,4774,2.0
11,238,3,241,4797,2.0
11,238,1,532,4797,2.0
11,238,2,1542,4797,2.0
11,238,1,1370,4797,2.0
11,238,2,1112,4797,2.0
11,239,3,277,2442,2.0
11,239,1,1090,2442,2.0
11,239,2,1075,2442,2.0
12,0,3,0,2442,1.0
12,0,1,912,4076,1.0
12,0,0,222,4076,1.0
12,0,2,1426,4076,1.0
12,0,1,834,4076,1.0
12,0,2,682,4076,1.0
12,1,3,234,7342,1.0
12,1,1,170,7342,1.0
12,1,0,182,7342,1.0
12,1,1,788,7342,1.0
12,1,2,2384,7342,1.0
12,1,1,720,7342,1.0
12,1,0,254,7342,1.0
12,1,2,1308,7342,1.0
12,1,1,1302,7342,1.0
12,2,3,0,7342,1.0
12,2,2,1584,7926,1.0
12,2,1,2158,7926,1.0
12,2,2,2814,7926,1.0
12,2,1,700,7926,1.0
12,2,2,670,7926,1.0
12,3,3,0,7926,1.0
12,3,2,1823,7862,1.0
12,3,1,3090,7862,1.0
12,3,2,1292,7862,1.0
12,3,1,1657,7862,1.0
12,4,3,261,9211,1.0
12,4,1,2388,9211,1.0
12,4,2,4242,9211,1.0
12,4,0,122,9211,1.0
12,4,1,1114,9211,1.0
12,4,2,470,9211,1.0
12,4,1,614,9211,1.0
12,5,3,0,9211,1.0
12,5,2,1728,6437,1.0
12,5,1,2308,6437,1.0
12,5,2,1646,6437,1.0
12,5,1,755,6437,1.0
12,6,3,332,8887,1.0
12,6,2,3124,8887,1.0
12,6,1,2582,8887,1.0
12,6,2,1804,8887,1.0
12,6,1,552,8887,1.0
12,6,2,493,8887,1.0
12,7,3,0,8887,1.0
12,7,2,2005,7906,1.0
12,7,1,3490,7906,1.0
12,7,2,1872,7906,1.0
12,7,1,539,7906,1.0
12,8,3,227,7682,1.0
12,8,1,2158,7682,1.0
12,8,2,2364,7682,1.0
12,8,1,614,7682,1.0
12,8,2,484,7682,1.0
12,8,1,1835,7682,1.0
12,9,3,0,7682,1.0
12,9,2,3323,12700,1.0
12,9,1,2090,12700,1.0
12,9,2,2660,12700,1.0
12,9,1,488,12700,1.0
12,9,2,4139,12700,1.0
12,10,3,624,10860,1.0
12,10,1,122,10860,1.0
12,10,2,148,10860,1.0
12,10,1,3206,10860,1.0
12,10,2,5418,10860,1.0
12,10,1,1342,10860,1.0
12,11,3,0,10860,1.0
12,11,2,278,5201,1.0
12,11,0,268,5201,1.0
12,11,1,2198,5201,1.0
12,11,2,1596,5201,1.0
12,11,0,236,5201,1.0
12,11,1,625,5201,1.0
12,12,3,346,6160,1.0
12,12,1,1506,6160,1.0
12,12,2,1512,6160,1.0
12,12,1,886,6160,1.0
12,12,2,460,6160,1.0
12,12,1,1450,6160,1.0
12,13,3,0,6160,1.0
12,13,2,3004,5265,1.0
12,13,1,1598,5265,1.0
12,13,2,663,5265,1.0
12,14,3,201,7706,1.0
12,14,2,2622,7706,1.0
12,14,1,2410,7706,1.0
12,14,2,1250,7706,1.0
12,14,1,1223,7706,1.0
12,15,3,253,7950,1.0
12,15,0,252,7950,1.0
12,15,1,3608,7950,1.0
12,15,2,2244,7950,1.0
12,15,1,1593,7950,1.0
12,16,3,0,7950,1.0
12,16,2,1511,3178,1.0
12,16,1,1002,3178,1.0
12,16,2,665,3178,1.0
12,17,3,0,3178,1.0
12,17,2,1631,5989,1.0
12,17,1,1216,5989,1.0
12,17,2,3142,5989,1.0
12,18,3,0,5989,1.0
12,18,2,926,3409,1.0
12,18,1,1440,3409,1.0
12,18,2,1043,3409,1.0
12,19,3,0,3409,1.0
12,19,2,63,2703,1.0
12,19,0,124,2703,1.0
12,19,2,1226,2703,1.0
12,19,1,806,2703,1.0
12,19,2,484,2703,1.0
12,20,3,0,2703,1.0
12,20,2,879,6270,1.0
12,20,1,1890,6270,1.0
12,20,0,188,6270,1.0
12,20,1,1188,6270,1.0
12,20,2,2125,6270,1.0
12,21,3,261,3970,1.0
12,21,2,756,3970,1.0
12,21,0,392,3970,1.0
12,21,1,1098,3970,1.0
12,21,0,268,3970,1.0
12,21,2,670,3970,1.0
12,21,1,525,3970,1.0
12,22,3,0,3970,1.0
12,22,2,1307,8677,1.0
12,22,0,368,8677,1.0
12,22,2,228,8677,1.0
12,22,1,1726,8677,1.0
12,22,2,5048,8677,1.0
12,23,3,0,8677,1.0
12,23,2,767,5384,1.0
12,23,1,1814,5384,1.0
12,23,2,1932,5384,1.0
12,23,1,871,5384,1.0
12,24,3,318,4131,1.0
12,24,1,1892,4131,1.0
12,24,2,1152,4131,1.0
12,24,1,769,4131,1.0
12,25,3,229,4131,1.0
12,25,2,1322,7368,1.0
12,25,1,1344,7368,1.0
12,25,2,4473,7368,1.0
12,26,3,0,7368,1.0
12,26,2,952,3027,1.0
12,26,1,844,3027,1.0
12,26,2,678,3027,1.0
12,26,1,553,3027,1.0
12,27,3,0,3027,1.0
12,27,2,803,1947,1.0
12,27,0,98,1947,1.0
12,27,1,1046,1947,1.0
12,28,3,291,3251,1.0
12,28,0,302,3251,1.0
12,28,1,792,3251,1.0
12,28,2,1336,3251,1.0
12,28,1,530,3251,1.0
12,29,3,0,3251,1.0
12,29,2,886,5353,1.0
12,29,0,328,5353,1.0
12,29,2,180,5353,1.0
12,29,1,1442,5353,1.0
12,29,2,2517,5353,1.0
12,30,3,0,5353,1.0
12,30,2,734,2235,1.0
12,30,1,808,2235,1.0
12,30,2,693,2235,1.0
12,31,3,266,3470,1.0
12,31,0,268,3470,1.0
12,31,2,628,3470,1.0
12,31,0,148,3470,1.0
12,31,1,1228,3470,1.0
12,31,2,296,3470,1.0
12,31,1,636,3470,1.0
12,32,3,0,3470,1.0
12,32,2,911,6025,1.0
12,32,1,1662,6025,1.0
12,32,2,2074,6025,1.0
12,32,1,1378,6025,1.0
12,33,3,0,6025,1.0
12,33,2,544,1555,1.0
12,33,1,1011,1555,1.0
12,34,3,0,1555,1.0
12,34,2,878,4056,1.0
12,34,1,1038,4056,1.0
12,34,2,2140,4056,1.0
12,35,3,281,2030,1.0
12,35,1,848,2030,1.0
12,35,2,901,2030,1.0
12,36,3,0,2030,1.0
12,36,2,791,3565,1.0
12,36,1,788,3565,1.0
12,36,2,1986,3565,1.0
12,37,3,0,3565,1.0
12,37,2,803,1937,1.0
12,37,1,690,1937,1.0
12,37,2,444,1937,1.0
12,38,3,225,4421,1.0
12,38,2,560,4421,1.0
12,38,1,662,4421,1.0
12,38,2,2974,4421,1.0
12,39,3,0,4421,1.0
12,39,2,591,3242,1.0
12,39,1,1044,3242,1.0
12,39,2,1607,3242,1.0
12,40,3,498,3814,2.0
12,40,1,150,3814,2.0
12,40,0,152,3814,2.0
12,40,1,840,3814,2.0
12,40,2,718,3814,2.0
12,40,1,632,3814,2.0
12,40,2,824,3814,2.0
12,41,3,167,3772,2.0
12,41,2,450,3772,2.0
12,41,1,856,3772,2.0
12,41,0,164,3772,2.0
12,41,1,942,3772,2.0
12,41,2,710,3772,2.0
12,41,1,483,3772,2.0
12,42,3,236,2437,2.0
12,42,1,626,2437,2.0
12,42,2,1575,2437,2.0
12,43,3,0,2437,2.0
12,43,2,63,4887,2.0
12,43,0,138,4887,2.0
12,43,2,450,4887,2.0
12,43,1,2432,4887,2.0
12,43,2,780,4887,2.0
12,43,1,1024,4887,2.0
12,44,3,244,2871,2.0
12,44,1,718,2871,2.0
12,44,2,844,2871,2.0
12,44,1,578,2871,2.0
12,44,2,487,2871,2.0
12,45,3,0,2871,2.0
12,45,1,1019,3340,2.0
12,45,2,1154,3340,2.0
12,45,1,418,3340,2.0
12,45,2,749,3340,2.0
12,46,3,182,2786,2.0
12,46,1,1294,2786,2.0
12,46,2,660,2786,2.0
12,46,1,650,2786,2.0
12,47,3,228,2839,2.0
12,47,1,778,2839,2.0
12,47,2,1330,2839,2.0
12,47,1,503,2839,2.0
12,48,3,222,1985,2.0
12,48,1,580,1985,2.0
12,48,0,124,1985,2.0
12,48,2,604,1985,2.0
12,48,1,455,1985,2.0
12,49,3,201,2034,2.0
12,49,1,642,2034,2.0
12,49,2,638,2034,2.0
12,49,1,553,2034,2.0
12,50,3,44,2185,2.0
12,50,1,864,2185,2.0
12,50,2,738,2185,2.0
12,50,1,539,2185,2.0
12,51,3,216,5349,2.0
12,51,1,826,5349,2.0
12,51,2,1186,5349,2.0
12,51,1,2140,5349,2.0
12,51,2,414,5349,2.0
12,51,1,567,5349,2.0
12,52,3,34,2601,2.0
12,52,0,164,2601,2.0
12,52,1,686,2601,2.0
12,52,2,904,2601,2.0
12,52,1,813,2601,2.0
12,53,3,246,3060,2.0
12,53,1,702,3060,2.0
12,53,2,720,3060,2.0
12,53,1,488,3060,2.0
12,53,2,378,3060,2.0
12,53,1,526,3060,2.0
12,54,3,220,3909,2.0
12,54,1,710,3909,2.0
12,54,2,862,3909,2.0
12,54,1,1022,3909,2.0
12,54,2,1095,3909,2.0
12,55,3,45,3604,2.0
12,55,1,952,3604,2.0
12,55,0,268,3604,2.0
12,55,2,926,3604,2.0
12,55,1,732,3604,2.0
12,55,2,681,3604,2.0
12,56,3,207,3990,2.0
12,56,1,732,3990,2.0
12,56,2,1322,3990,2.0
12,56,1,744,3990,2.0
12,56,2,985,3990,2.0
12,57,3,200,2063,2.0
12,57,1,804,2063,2.0
12,57,2,1059,2063,2.0
12,58,3,0,2063,2.0
12,58,1,524,5749,2.0
12,58,2,1546,5749,2.0
12,58,1,1900,5749,2.0
12,58,2,1342,5749,2.0
12,58,1,437,5749,2.0
12,59,3,177,2127,2.0
12,59,1,830,2127,2.0
12,59,2,1120,2127,2.0
12,60,3,176,1975,2.0
12,60,1,856,1975,2.0
12,60,2,943,1975,2.0
12,61,3,7,5517,2.0
12,61,2,222,5517,2.0
12,61,1,86,5517,2.0
12,61,2,336,5517,2.0
12,61,1,578,5517,2.0
12,61,2,1718,5517,2.0
12,61,0,162,5517,2.0
12,61,1,1084,5517,2.0
12,61,2,1324,5517,2.0
12,62,3,206,1876,2.0
12,62,1,760,1876,2.0
12,62,2,910,1876,2.0
12,63,3,260,1907,2.0
12,63,1,636,1907,2.0
12,63,2,508,1907,2.0
12,63,1,503,1907,2.0
12,64,3,11,1907,2.0
12,64,1,532,1914,2.0
12,64,2,660,1914,2.0
12,64,1,320,1914,2.0
12,64,2,391,1914,2.0
12,65,3,185,1945,2.0
12,65,1,490,1945,2.0
12,65,2,718,1945,2.0
12,65,1,552,1945,2.0
12,66,3,208,1899,2.0
12,66,1,644,1899,2.0
12,66,2,1047,1899,2.0
12,67,3,0,1899,2.0
12,67,1,646,2048,2.0
12,67,2,858,2048,2.0
12,67,1,544,2048,2.0
12,68,3,3,2048,2.0
12,68,2,548,1536,2.0
12,68,1,985,1536,2.0
12,69,3,267,1781,2.0
12,69,1,590,1781,2.0
12,69,2,924,1781,2.0
12,70,3,0,1781,2.0
12,70,1,462,1413,2.0
12,70,0,112,1413,2.0
12,70,2,839,1413,2.0
12,71,3,261,2923,2.0
12,71,0,232,2923,2.0
12,71,1,668,2923,2.0
12,71,2,1114,2923,2.0
12,71,1,648,2923,2.0
12,72,3,167,6754,2.0
12,72,1,340,6754,2.0
12,72,2,1696,6754,2.0
12,72,1,1236,6754,2.0
12,72,2,906,6754,2.0
12,72,1,598,6754,2.0
12,72,2,1811,6754,2.0
12,73,3,188,1704,2.0
12,73,1,608,1704,2.0
12,73,2,450,1704,2.0
12,73,1,458,1704,2.0
12,74,3,163,5374,2.0
12,74,1,716,5374,2.0
12,74,2,794,5374,2.0
12,74,1,1820,5374,2.0
12,74,2,1881,5374,2.0
12,75,3,0,5374,2.0
12,75,1,47,5338,2.0
12,75,0,162,5338,2.0
12,75,1,700,5338,2.0
12,75,2,1378,5338,2.0
12,75,1,654,5338,2.0
12,75,2,522,5338,2.0
12,75,1,706,5338,2.0
12,75,2,1169,5338,2.0
12,76,3,226,5539,2.0
12,76,1,738,5539,2.0
12,76,2,2238,5539,2.0
12,76,1,992,5539,2.0
12,76,2,942,5539,2.0
12,76,1,403,5539,2.0
12,77,3,217,1817,2.0
12,77,1,650,1817,2.0
12,77,2,492,1817,2.0
12,77,1,458,1817,2.0
12,78,3,205,2192,2.0
12,78,1,666,2192,2.0
12,78,2,670,2192,2.0
12,78,1,651,2192,2.0
12,79,3,168,2392,2.0
12,79,1,346,2392,2.0
12,79,2,708,2392,2.0
12,79,1,1170,2392,2.0
12,80,3,214,1697,1.0
12,80,1,558,1697,1.0
12,80,2,925,1697,1.0
12,81,3,184,1908,1.0
12,81,1,508,1908,1.0
12,81,2,658,1908,1.0
12,81,1,558,1908,1.0
12,82,3,0,1908,1.0
12,82,1,657,1797,1.0
12,82,2,750,1797,1.0
12,82,1,390,1797,1.0
12,83,3,71,2048,1.0
12,83,0,220,2048,1.0
12,83,1,590,2048,1.0
12,83,2,772,2048,1.0
12,83,1,395,2048,1.0
12,84,3,174,1799,1.0
12,84,1,386,1799,1.0
12,84,2,1239,1799,1.0
12,85,3,207,2018,1.0
12,85,1,656,2018,1.0
12,85,2,462,2018,1.0
12,85,0,240,2018,1.0
12,85,1,453,2018,1.0
12,86,3,198,2057,1.0
12,86,1,580,2057,1.0
12,86,2,844,2057,1.0
12,86,1,435,2057,1.0
12,87,3,0,2057,1.0
12,87,2,584,2199,1.0
12,87,1,720,2199,1.0
12,87,0,172,2199,1.0
12,87,2,723,2199,1.0
12,88,3,10,5826,1.0
12,88,0,238,5826,1.0
12,88,1,642,5826,1.0
12,88,2,660,5826,1.0
12,88,1,734,5826,1.0
12,88,2,1802,5826,1.0
12,88,1,878,5826,1.0
12,88,2,862,5826,1.0
12,89,3,200,4129,1.0
12,89,1,642,4129,1.0
12,89,2,982,4129,1.0
12,89,1,926,4129,1.0
12,89,2,908,4129,1.0
12,89,1,471,4129,1.0
12,90,3,0,4129,1.0
12,90,2,580,1566,1.0
12,90,1,664,1566,1.0
12,90,2,322,1566,1.0
12,91,3,175,2613,1.0
12,91,1,596,2613,1.0
12,91,2,762,2613,1.0
12,91,1,516,2613,1.0
12,91,2,564,2613,1.0
12,92,3,0,2613,1.0
12,92,2,551,1468,1.0
12,92,1,538,1468,1.0
12,92,2,379,1468,1.0
12,93,3,0,1468,1.0
12,93,2,442,1699,1.0
12,93,1,1257,1699,1.0
12,94,3,233,1608,1.0
12,94,1,492,1608,1.0
12,94,2,883,1608,1.0
12,95,3,209,1556,1.0
12,95,1,432,1556,1.0
12,95,2,498,1556,1.0
12,95,1,417,1556,1.0
12,96,3,24,1556,1.0
12,96,2,534,1669,1.0
12,96,1,746,1669,1.0
12,96,2,365,1669,1.0
12,97,3,0,1669,1.0
12,97,2,41,1331,1.0
12,97,0,150,1331,1.0
12,97,1,152,1331,1.0
12,97,2,152,1331,1.0
12,97,1,366,1331,1.0
12,97,0,104,1331,1.0
12,97,2,366,1331,1.0
12,98,3,252,3185,1.0
12,98,1,1016,3185,1.0
12,98,2,924,3185,1.0
12,98,1,344,3185,1.0
12,98,2,318,3185,1.0
12,98,0,262,3185,1.0
12,98,1,69,3185,1.0
12,99,3,234,1955,1.0
12,99,1,652,1955,1.0
12,99,2,674,1955,1.0
12,99,1,395,1955,1.0
12,100,3,231,2036,1.0
12,100,1,596,2036,1.0
12,100,2,1209,2036,1.0
12,101,3,0,2036,1.0
12,101,2,504,1657,1.0
12,101,1,1153,1657,1.0
12,102,3,36,1579,1.0
12,102,0,216,1579,1.0
12,102,1,552,1579,1.0
12,102,2,775,1579,1.0
12,103,3,225,2195,1.0
12,103,1,906,2195,1.0
12,103,2,1064,2195,1.0
12,104,3,10,1662,1.0
12,104,0,252,1662,1.0
12,104,1,618,1662,1.0
12,104,2,782,1662,1.0
12,105,3,176,1752,1.0
12,105,1,678,1752,1.0
12,105,2,524,1752,1.0
12,105,1,374,1752,1.0
12,106,3,0,1752,1.0
12,106,1,753,1536,1.0
12,106,2,783,1536,1.0
12,107,3,234,5328,1.0
12,107,1,1410,5328,1.0
12,107,2,856,5328,1.0
12,107,1,668,5328,1.0
12,107,0,298,5328,1.0
12,107,2,1862,5328,1.0
12,108,3,189,6890,1.0
12,108,1,694,6890,1.0
12,108,2,766,6890,1.0
12,108,1,780,6890,1.0
12,108,2,2866,6890,1.0
12,108,1,1595,6890,1.0
12,109,3,245,4058,1.0
12,109,1,1468,4058,1.0
12,109,2,1448,4058,1.0
12,109,0,266,4058,1.0
12,109,1,631,4058,1.0
12,110,3,245,2141,1.0
12,110,1,590,2141,1.0
12,110,2,734,2141,1.0
12,110,1,572,2141,1.0
12,111,3,48,1434,1.0
12,111,2,604,1434,1.0
12,111,1,782,1434,1.0
12,112,3,0,1434,1.0
12,112,2,668,3682,1.0
12,112,0,130,3682,1.0
12,112,1,726,3682,1.0
12,112,2,810,3682,1.0
12,112,1,1348,3682,1.0
12,113,3,62,3682,1.0
12,113,1,714,886,1.0
12,113,2,110,886,1.0
12,114,3,0,886,1.0
12,114,1,523,1430,1.0
12,114,2,514,1430,1.0
12,114,1,393,1430,1.0
12,115,3,200,2134,1.0
12,115,1,380,2134,1.0
12,115,2,786,2134,1.0
12,115,1,302,2134,1.0
12,115,2,270,2134,1.0
