parcode,trial,fix_item,fix_time,rt,block
1,124,3,257,519,1.0
1,124,1,262,519,1.0
1,125,3,242,5492,1.0
1,125,1,672,5492,1.0
1,125,2,1200,5492,1.0
1,125,1,1086,5492,1.0
1,125,2,1134,5492,1.0
1,125,1,672,5492,1.0
1,125,2,486,5492,1.0
1,126,3,212,3216,1.0
1,126,1,902,3216,1.0
1,126,2,1138,3216,1.0
1,126,1,570,3216,1.0
1,126,2,394,3216,1.0
1,127,3,226,2185,1.0
1,127,1,672,2185,1.0
1,127,2,786,2185,1.0
1,127,1,501,2185,1.0
1,128,3,256,1467,1.0
1,128,1,638,1467,1.0
1,128,2,516,1467,1.0
1,128,1,57,1467,1.0
1,129,3,188,1707,1.0
1,129,1,476,1707,1.0
1,129,2,684,1707,1.0
1,129,1,359,1707,1.0
1,130,3,0,1707,1.0
1,130,2,522,1472,1.0
1,130,1,568,1472,1.0
1,130,2,382,1472,1.0
1,131,3,248,2425,1.0
1,131,1,526,2425,1.0
1,131,2,1022,2425,1.0
1,131,1,629,2425,1.0
1,132,3,15,5621,1.0
1,132,0,214,5621,1.0
1,132,2,218,5621,1.0
1,132,1,680,5621,1.0
1,132,2,828,5621,1.0
1,132,1,756,5621,1.0
1,132,2,1206,5621,1.0
1,132,1,1132,5621,1.0
1,132,2,572,5621,1.0
1,133,3,225,3216,1.0
1,133,1,668,3216,1.0
1,133,2,640,3216,1.0
1,133,1,1110,3216,1.0
1,133,2,573,3216,1.0
1,134,3,243,3167,1.0
1,134,1,954,3167,1.0
1,134,2,1220,3167,1.0
1,134,1,316,3167,1.0
1,134,2,434,3167,1.0
1,135,3,241,1939,1.0
1,135,1,610,1939,1.0
1,135,2,674,1939,1.0
1,135,1,414,1939,1.0
1,136,3,214,2066,1.0
1,136,1,658,2066,1.0
1,136,2,794,2066,1.0
1,136,1,400,2066,1.0
1,137,3,229,1561,1.0
1,137,1,588,1561,1.0
1,137,2,744,1561,1.0
1,138,3,204,2037,1.0
1,138,1,666,2037,1.0
1,138,2,702,2037,1.0
1,138,1,465,2037,1.0
1,139,3,231,3620,1.0
1,139,1,806,3620,1.0
1,139,2,1130,3620,1.0
1,139,1,932,3620,1.0
1,139,2,521,3620,1.0
1,140,3,233,1235,1.0
1,140,1,500,1235,1.0
1,140,2,502,1235,1.0
1,141,3,275,3726,1.0
1,141,1,1178,3726,1.0
1,141,2,776,3726,1.0
1,141,1,1054,3726,1.0
1,141,2,443,3726,1.0
1,142,3,232,1764,1.0
1,142,1,486,1764,1.0
1,142,2,1046,1764,1.0
1,143,3,0,1764,1.0
1,143,2,537,4016,1.0
1,143,1,1522,4016,1.0
1,143,2,1554,4016,1.0
1,143,1,403,4016,1.0
1,144,3,244,2365,1.0
1,144,2,244,2365,1.0
1,144,1,1076,2365,1.0
1,144,2,490,2365,1.0
1,144,0,311,2365,1.0
1,145,3,234,1583,1.0
1,145,1,612,1583,1.0
1,145,2,737,1583,1.0
1,146,3,226,5406,1.0
1,146,0,178,5406,1.0
1,146,1,620,5406,1.0
1,146,2,860,5406,1.0
1,146,1,1876,5406,1.0
1,146,2,684,5406,1.0
1,146,1,962,5406,1.0
1,147,3,249,2418,1.0
1,147,1,888,2418,1.0
1,147,2,1281,2418,1.0
1,148,3,244,5198,1.0
1,148,1,738,5198,1.0
1,148,2,436,5198,1.0
1,148,1,848,5198,1.0
1,148,2,1188,5198,1.0
1,148,1,1744,5198,1.0
1,149,3,231,4101,1.0
1,149,1,606,4101,1.0
1,149,2,1256,4101,1.0
1,149,1,1300,4101,1.0
1,149,0,180,4101,1.0
1,149,2,528,4101,1.0
1,150,3,232,3167,1.0
1,150,1,904,3167,1.0
1,150,2,1096,3167,1.0
1,150,1,488,3167,1.0
1,150,2,447,3167,1.0
1,151,3,0,3167,1.0
1,151,2,255,1675,1.0
1,151,1,514,1675,1.0
1,151,2,556,1675,1.0
1,151,1,350,1675,1.0
1,152,3,28,1655,1.0
1,152,0,224,1655,1.0
1,152,1,578,1655,1.0
1,152,2,825,1655,1.0
1,153,3,0,1655,1.0
1,153,2,656,1870,1.0
1,153,1,1214,1870,1.0
1,154,3,0,1870,1.0
1,154,2,560,2637,1.0
1,154,1,1284,2637,1.0
1,154,2,370,2637,1.0
1,154,1,423,2637,1.0
1,155,3,0,2637,1.0
1,155,2,523,3613,1.0
1,155,1,940,3613,1.0
1,155,2,946,3613,1.0
1,155,1,772,3613,1.0
1,155,2,432,3613,1.0
1,156,3,250,1854,1.0
1,156,1,594,1854,1.0
1,156,2,702,1854,1.0
1,156,1,308,1854,1.0
1,157,3,209,1999,1.0
1,157,1,568,1999,1.0
1,157,2,728,1999,1.0
1,157,1,494,1999,1.0
1,158,3,0,1999,1.0
1,158,2,832,1979,1.0
1,158,1,1147,1979,1.0
1,159,3,0,1979,1.0
1,159,2,257,1987,1.0
1,159,1,942,1987,1.0
1,159,2,678,1987,1.0
1,159,1,110,1987,1.0
1,160,3,215,1573,2.0
1,160,1,674,1573,2.0
1,160,2,372,1573,2.0
1,160,1,312,1573,2.0
1,161,3,272,1712,2.0
1,161,1,614,1712,2.0
1,161,2,826,1712,2.0
1,162,3,246,2040,2.0
1,162,1,614,2040,2.0
1,162,2,798,2040,2.0
1,162,1,382,2040,2.0
1,163,3,202,2372,2.0
1,163,1,554,2372,2.0
1,163,2,806,2372,2.0
1,163,1,356,2372,2.0
1,163,2,454,2372,2.0
1,164,3,211,4185,2.0
1,164,1,594,4185,2.0
1,164,2,838,4185,2.0
1,164,1,786,4185,2.0
1,164,2,1120,4185,2.0
1,164,1,636,4185,2.0
1,165,3,235,3429,2.0
1,165,1,562,3429,2.0
1,165,2,1222,3429,2.0
1,165,1,874,3429,2.0
1,165,2,536,3429,2.0
1,166,3,275,2044,2.0
1,166,1,602,2044,2.0
1,166,2,764,2044,2.0
1,166,1,403,2044,2.0
1,167,3,28,2542,2.0
1,167,0,196,2542,2.0
1,167,1,532,2542,2.0
1,167,2,706,2542,2.0
1,167,1,624,2542,2.0
1,167,2,456,2542,2.0
1,168,3,214,1576,2.0
1,168,1,586,1576,2.0
1,168,2,776,1576,2.0
1,169,3,237,2497,2.0
1,169,1,648,2497,2.0
1,169,2,1118,2497,2.0
1,169,1,494,2497,2.0
1,170,3,218,2511,2.0
1,170,1,482,2511,2.0
1,170,2,712,2511,2.0
1,170,1,374,2511,2.0
1,170,2,725,2511,2.0
1,171,3,191,1564,2.0
1,171,1,560,1564,2.0
1,171,2,813,1564,2.0
1,172,3,241,1616,2.0
1,172,1,564,1616,2.0
1,172,2,811,1616,2.0
1,173,3,232,2987,2.0
1,173,1,540,2987,2.0
1,173,2,694,2987,2.0
1,173,1,900,2987,2.0
1,173,2,621,2987,2.0
1,174,3,211,3625,2.0
1,174,1,696,3625,2.0
1,174,2,730,3625,2.0
1,174,1,842,3625,2.0
1,174,2,780,3625,2.0
1,174,1,366,3625,2.0
1,175,3,205,2226,2.0
1,175,1,720,2226,2.0
1,175,2,1008,2226,2.0
1,175,1,293,2226,2.0
1,176,3,244,2179,2.0
1,176,1,590,2179,2.0
1,176,2,906,2179,2.0
1,176,1,439,2179,2.0
1,177,3,191,1847,2.0
1,177,1,680,1847,2.0
1,177,2,612,1847,2.0
1,177,1,364,1847,2.0
1,178,3,44,1569,2.0
1,178,0,216,1569,2.0
1,178,1,792,1569,2.0
1,178,2,517,1569,2.0
1,179,3,360,2371,2.0
1,179,2,296,2371,2.0
1,179,1,930,2371,2.0
1,179,2,404,2371,2.0
1,179,1,381,2371,2.0
1,180,3,0,2371,2.0
1,180,2,247,2482,2.0
1,180,1,672,2482,2.0
1,180,2,1150,2482,2.0
1,180,1,413,2482,2.0
1,181,3,224,2747,2.0
1,181,1,782,2747,2.0
1,181,2,998,2747,2.0
1,181,1,743,2747,2.0
1,182,3,250,2918,2.0
1,182,1,584,2918,2.0
1,182,2,1092,2918,2.0
1,182,1,478,2918,2.0
1,182,2,514,2918,2.0
1,183,3,0,2918,2.0
1,183,2,445,3706,2.0
1,183,1,846,3706,2.0
1,183,2,678,3706,2.0
1,183,1,844,3706,2.0
1,183,2,893,3706,2.0
1,184,3,233,3625,2.0
1,184,1,542,3625,2.0
1,184,2,1466,3625,2.0
1,184,1,848,3625,2.0
1,184,2,536,3625,2.0
1,185,3,0,3625,2.0
1,185,2,441,3938,2.0
1,185,1,702,3938,2.0
1,185,2,556,3938,2.0
1,185,1,576,3938,2.0
1,185,2,1208,3938,2.0
1,185,1,455,3938,2.0
1,186,3,0,3938,2.0
1,186,2,1373,2329,2.0
1,186,1,956,2329,2.0
1,187,3,232,2028,2.0
1,187,1,544,2028,2.0
1,187,2,882,2028,2.0
1,187,1,370,2028,2.0
1,188,3,201,1665,2.0
1,188,1,492,1665,2.0
1,188,2,972,1665,2.0
1,189,3,249,1580,2.0
1,189,1,552,1580,2.0
1,189,2,779,1580,2.0
1,190,3,0,1580,2.0
1,190,1,483,4189,2.0
1,190,2,988,4189,2.0
1,190,1,1104,4189,2.0
1,190,2,1132,4189,2.0
1,190,1,482,4189,2.0
1,191,3,226,2626,2.0
1,191,1,618,2626,2.0
1,191,2,488,2626,2.0
1,191,1,834,2626,2.0
1,191,2,460,2626,2.0
1,192,3,352,3783,2.0
1,192,2,428,3783,2.0
1,192,1,834,3783,2.0
1,192,2,756,3783,2.0
