,Part,TrialN,PairID,L_Item,L_Value,R_Item,R_Value,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,L_IA_DT,R_IA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT,FamLeft,FamRight,Tot_Fam,Tot_Val,FamChosen,FamUnChosen,ValChosen,ValUnChosen,Correct,ZtotFam,ZtotVal,ZValCh,ZValUnCh,ZFamCh,ZFamUnCh,ztGSF,ztDDT,absDDT,ConfSplit,GSFMedSplit,DDTMedSplit,absDDTMedSplit,,higher,lower,,higher,lower,,higher,lower
843,4,124,41,18_galaxy_bar.png,0.95,45_gb_ginger.png,1.25,0,1662,100,1151,1,424,894,1318,1,1,0.3,0.350324525,0.3,-0.818200563,0.833220849,-0.790086047,5,3.58,8.58,2.2,5,3.58,0.95,1.25,0,1.135461526,0.694854443,0.243379667,0.780835196,1.184401173,0.408230108,-1.008368347,0.134252117,0.134252117,1,1,1,1,,,,,,,,,
844,4,125,44,23_kp_grazing_mix.png,1.4,64_nestle_aero_mint.png,0.95,0,3300,96,1530,1,-2005,2389,384,3,1,-0.45,-0.525486787,0.45,-0.512648485,0.666368113,0.049728325,1.83,3.83,5.66,2.35,1.83,3.83,1.4,0.95,1,0.046373278,0.860734814,0.947128103,0.285285314,-0.482528942,0.537097401,0.90474156,-2.41289409,2.41289409,1,0,1,0,,,,,,,,,
845,4,126,9,50_nakd_rhubarb_and_custard.png,0.35,112_lindt_extra_creamy.png,1.55,1,2187,100,1432,1,-55,946,891,4,2,1.2,1.401298099,1.2,1.015111901,0.833220849,-0.520914774,3.83,5,8.83,1.9,5,3.83,1.55,0.35,1,1.228705383,0.363093701,1.181710915,-0.70581445,1.184401173,0.537097401,1.861296514,-0.368046373,0.368046373,1,0,0,0,,,,,,,,,
846,4,127,46,111_propercorn_sweetnsalty.png,0.95,41_jelly_babies_berry_mix.png,0,0,1537,100,1352,1,-431,867,436,1,1,-0.95,-1.109360995,0.95,0.505858439,0.833220849,-0.854174445,5,0.58,5.58,0.95,5,0.58,0.95,0,1,0.016535244,-0.687481982,0.243379667,-1.283955978,1.184401173,-1.138177413,-1.008368347,-0.762334959,0.762334959,1,0,1,0,,,,,,,,,
847,4,128,12,60_caramel_rice_crisps.png,0.05,27_mars.png,0.95,1,4601,50,2771,1,-1909,3020,1111,2,2,0.9,1.050973575,0.9,0.404007747,-1.252438347,0.716760374,0,5,5,1,5,0,0.95,0.05,1,-0.199790504,-0.632188525,0.243379667,-1.201364331,1.184401173,-1.437149534,-0.051813393,-2.312224664,2.312224664,0,0,0,0,,,,,,,,,
848,4,129,58,41_jelly_babies_berry_mix.png,0,26_yorkie.png,0.05,0,1768,0,3133,1,-13,947,934,1,1,0.05,0.058387421,0.05,-1.327454025,-3.338097543,-0.735739085,0.58,0,0.58,0.05,0.58,0,0,0.05,0,-1.848341893,-1.682764207,-1.242311475,-1.201364331,-1.13983577,-1.437149534,-1.008368347,-0.324003499,0.324003499,0,0,1,0,,,,,,,,,
849,4,130,1,29_mms_peanut.png,1.7,35_mms_plain.png,1.4,0,2069,100,1878,1,-160,1411,1251,1,1,-0.3,-0.350324525,0.3,-0.818200563,0.833220849,-0.581414222,5,5,10,3.1,5,5,1.7,1.4,1,1.665086633,1.690136668,1.416293727,1.028610137,1.184401173,1.140196334,-1.008368347,-0.478153558,0.478153558,1,1,0,0,,,,,,,,,
850,4,131,40,110_bombay_mix.png,0,10_hula_hoops_bbq_beef.png,0,1,3884,44,2906,1,1456,1274,2730,2,2,0,4.32E-18,0,-1.429304717,-1.502717451,0.349149321,0,0,0,0,0,0,0,0,1,-2.064667641,-1.738057664,-1.242311475,-1.283955978,-1.444826138,-1.437149534,-0.051813393,1.216448448,1.216448448,0,0,0,0,,,,,,,,,
851,4,132,11,40_nestle_rolo.png,0.05,38_milkybar.png,1.1,1,1877,100,1501,1,461,670,1131,2,2,1.05,1.226135837,1.05,0.709559824,0.833220849,-0.679854002,1.08,5,6.08,1.15,5,1.08,1.1,0.05,1,0.203022958,-0.466308154,0.477962479,-1.201364331,1.184401173,-0.880442826,-0.051813393,0.173051792,0.173051792,1,1,1,0,,,,,,,,,
852,4,133,35,35_mms_plain.png,1.4,110_bombay_mix.png,0,0,1563,100,984,1,-398,762,364,1,1,-1.4,-1.634847783,1.4,1.422514671,0.833220849,-0.840844058,5,0,5,1.4,5,0,1.4,0,1,-0.199790504,-0.189840869,0.947128103,-1.283955978,1.184401173,-1.437149534,-1.008368347,-0.727729843,0.727729843,1,0,0,0,,,,,,,,,
853,4,134,7,13_fruit_pastilles.png,0,20_crunch.png,1.1,1,1706,100,1937,1,575,540,1115,2,2,1.1,1.284523258,1.1,0.811410516,0.833220849,-0.767526931,2,5,7,1.1,5,2,1.1,0,1,0.546160351,-0.521601611,0.477962479,-1.283955978,1.184401173,-0.406211187,-0.051813393,0.292596736,0.292596736,1,0,1,0,,,,,,,,,
854,4,135,42,54_milkyway_magic_stars.png,0.95,27_mars.png,0.95,0,4268,52,1836,1,-2898,3296,398,1,1,0,4.32E-18,0,-1.429304717,-1.169011979,0.546028881,0.83,5,5.83,1.9,0.83,5,0.95,0.95,1,0.109779101,0.363093701,0.243379667,0.285285314,-1.008374404,1.140196334,-1.008368347,-3.349329481,3.349329481,0,1,0,1,,,,,,,,,
855,4,136,15,63_kitkat.png,0.65,29_mms_peanut.png,1.7,1,1762,100,1454,1,1048,632,1680,2,2,1.05,1.226135837,1.05,0.709559824,0.833220849,-0.738815328,5,5,10,2.35,5,5,1.7,0.65,1,1.665086633,0.860734814,1.416293727,-0.210264568,1.184401173,1.140196334,-0.051813393,0.788603387,0.788603387,1,0,0,0,,,,,,,,,
856,4,137,13,56_marshmallows.png,0.35,24_twix.png,1.1,1,1773,68,1233,1,589,674,1263,2,2,0.75,0.875811312,0.75,0.098455669,-0.501601037,-0.733175549,1.33,5,6.33,1.45,5,1.33,1.1,0.35,1,0.296266815,-0.134547412,0.477962479,-0.70581445,1.184401173,-0.751575533,-0.051813393,0.307277694,0.307277694,0,1,1,0,,,,,,,,,
857,4,138,48,53_eat_natural_almond_apricot.png,0.95,26_yorkie.png,0.05,0,7000,52,1386,1,-3510,4980,1470,3,1,-0.9,-1.050973575,0.9,0.404007747,-1.169011979,1.946744915,2.58,0,2.58,1,2.58,0,0.95,0.05,1,-1.102391039,-0.632188525,0.243379667,-1.201364331,-0.088144846,-1.437149534,0.90474156,-3.991097072,3.991097072,0,0,1,0,,,,,,,,,
858,4,139,57,33_walkers_smoky_bacon.png,0.65,57_food_doctor_mild_korma_crisps.png,0,0,3982,80,1307,1,-1057,2159,1102,3,1,-0.65,-0.759036471,0.65,-0.105245716,-0.00104283,0.399394626,5,0,5,0.65,5,0,0.65,0,1,-0.199790504,-1.019242724,-0.225785957,-1.283955978,1.184401173,-1.437149534,0.90474156,-1.418783508,1.418783508,0,0,0,0,,,,,,,,,
859,4,140,52,64_nestle_aero_mint.png,0.95,43_mccoys_steak_crisps.png,0,0,1869,60,1484,1,-304,892,588,1,1,-0.95,-1.109360995,0.95,0.505858439,-0.835306508,-0.683955659,3.83,1.08,4.91,0.95,3.83,1.08,0.95,0,1,-0.233358292,-0.687481982,0.243379667,-1.283955978,0.569161982,-0.880442826,-1.008368347,-0.629157697,0.629157697,0,0,1,0,,,,,,,,,
860,4,141,33,32_snickers.png,0.95,31_beef_jerky.png,0,0,2105,92,1534,1,-210,914,704,2,1,-0.95,-1.109360995,0.95,0.505858439,0.499515377,-0.562956763,5,0,5,0.95,5,0,0.95,0,1,-0.199790504,-0.687481982,0.243379667,-1.283955978,1.184401173,-1.437149534,-0.051813393,-0.530585551,0.530585551,1,1,1,0,,,,,,,,,
861,4,142,50,54_milkyway_magic_stars.png,0.95,117_yogurt_raisins.png,0.05,0,1507,86,2003,1,399,791,1190,1,1,-0.9,-1.050973575,0.9,0.404007747,0.249236274,-0.869555661,0.83,0,0.83,1,0.83,0,0.95,0.05,1,-1.755098037,-0.632188525,0.243379667,-1.201364331,-1.008374404,-1.437149534,-1.008368347,0.108036121,0.108036121,0,0,1,0,,,,,,,,,
862,4,143,38,50_nakd_rhubarb_and_custard.png,0.35,5_caramello.png,0.8,1,2742,68,2156,1,1037,748,1785,2,2,0.45,0.525486787,0.45,-0.512648485,-0.501601037,-0.236362286,3.83,3.83,7.66,1.15,3.83,3.83,0.8,0.35,1,0.792324133,-0.466308154,0.008796855,-0.70581445,0.569161982,0.537097401,-0.051813393,0.777068349,0.777068349,0,1,0,0,,,,,,,,,
863,4,144,37,117_yogurt_raisins.png,0.05,62_cadbury_wispa.png,0.65,1,2430,84,1848,1,703,600,1303,2,2,0.6,0.70064905,0.6,-0.207096408,0.165809906,-0.396326928,0,3.75,3.75,0.7,3.75,0,0.65,0.05,1,-0.666009788,-0.963949267,-0.225785957,-1.201364331,0.527094345,-1.437149534,-0.051813393,0.426822637,0.426822637,0,1,0,0,,,,,,,,,
864,4,145,60,31_beef_jerky.png,0,55_bassetts_licorice_allsorts.png,0.5,1,2550,50,1018,1,1131,604,1735,2,2,0.5,0.583874208,0.5,-0.410797793,-1.252438347,-0.334802065,0,0,0,0.5,0,0,0.5,0,1,-2.064667641,-1.185123095,-0.460368769,-1.283955978,-1.444826138,-1.437149534,-0.051813393,0.875640495,0.875640495,0,0,0,0,,,,,,,,,
865,4,146,34,42_dairy_milk_fruit_and_nut.png,1.1,36_nature_valley_protein_bars.png,0.5,1,2499,66,1089,1,56,992,1048,2,2,-0.6,-0.70064905,0.6,-0.207096408,-0.585027404,-0.360950132,5,3.33,8.33,1.6,3.33,5,0.5,1.1,0,1.04221767,0.031332959,-0.460368769,0.533060255,0.306239251,1.140196334,-0.051813393,-0.251647349,0.251647349,0,0,0,1,,,,,,,,,
866,4,147,43,32_snickers.png,0.95,24_twix.png,1.1,0,3249,64,1857,1,219,1511,1730,3,1,0.15,0.175162262,0.15,-1.12375264,-0.668453772,0.023580258,5,5,10,2.05,5,5,0.95,1.1,0,1.665086633,0.528974072,0.243379667,0.533060255,1.184401173,1.140196334,0.90474156,-0.080719053,0.080719053,0,0,1,0,,,,,,,,,
867,4,148,8,30_starburst_original.png,0,11_lindt_orange.png,1.55,1,2161,100,2044,1,1263,710,1973,2,2,1.55,1.810010045,1.55,1.728066748,0.833220849,-0.534245161,0.08,5,5.08,1.55,5,0.08,1.55,0,1,-0.16995247,-0.023960498,1.181710915,-1.283955978,1.184401173,-1.395912,-0.051813393,1.014060956,1.014060956,1,1,0,0,,,,,,,,,
868,4,149,6,5_caramello.png,0.8,51_smarties.png,0.95,1,2270,70,2023,1,884,946,1830,2,2,0.15,0.175162262,0.15,-1.12375264,-0.418174669,-0.478360078,3.83,5,8.83,1.75,5,3.83,0.95,0.8,1,1.228705383,0.19721333,0.243379667,0.037510373,1.184401173,0.537097401,-0.051813393,0.616626451,0.616626451,0,0,0,0,,,,,,,,,
869,4,150,16,113_walkers_cheese.png,0.65,43_mccoys_steak_crisps.png,0,0,2322,100,1721,1,405,1057,1462,1,1,-0.65,-0.759036471,0.65,-0.105245716,0.833220849,-0.451699304,5,1.08,6.08,0.65,5,1.08,0.65,0,1,0.203022958,-1.019242724,-0.225785957,-1.283955978,1.184401173,-0.880442826,-1.008368347,0.11432796,0.11432796,1,0,1,0,,,,,,,,,
870,4,151,59,30_starburst_original.png,0,60_caramel_rice_crisps.png,0.05,1,1885,84,1342,1,447,438,885,1,2,0.05,0.058387421,0.05,-1.327454025,0.165809906,-0.675752344,0.08,0,0.08,0.05,0,0.08,0.05,0,1,-2.034829607,-1.682764207,-1.164117204,-1.283955978,-1.444826138,-1.395912,-1.008368347,0.158370834,0.158370834,0,0,0,0,,,,,,,,,
871,4,152,10,102_propercorn_worcester.png,0.05,59_crunchie.png,0.95,1,2328,90,950,1,807,722,1529,2,2,0.9,1.050973575,0.9,0.404007747,0.41608901,-0.448623061,3.33,2.33,5.66,1,2.33,3.33,0.95,0.05,1,0.046373278,-0.632188525,0.243379667,-1.201364331,-0.219606211,0.279362814,-0.051813393,0.535881182,0.535881182,0,1,0,0,,,,,,,,,
872,4,153,14,57_food_doctor_mild_korma_crisps.png,0,18_galaxy_bar.png,0.95,1,1789,100,968,1,1059,532,1591,1,2,0.95,1.109360995,0.95,0.505858439,0.833220849,-0.724972234,0,5,5,0.95,5,0,0.95,0,1,-0.199790504,-0.687481982,0.243379667,-1.283955978,1.184401173,-1.437149534,-1.008368347,0.800138425,0.800138425,1,0,0,0,,,,,,,,,
873,4,154,45,52_discos_salt_vinegar.png,1.1,53_eat_natural_almond_apricot.png,0.95,1,3082,52,2041,1,1898,760,2658,2,2,-0.15,-0.175162262,0.15,-1.12375264,-1.169011979,-0.062041842,1.08,2.58,3.66,2.05,2.58,1.08,0.95,1.1,0,-0.699577577,0.528974072,0.243379667,0.533060255,-0.088144846,-0.880442826,-0.051813393,1.679947264,1.679947264,0,0,1,0,,,,,,,,,
874,4,155,5,15_jacobs_mini_cheddars.png,0.95,109_kp_roast.png,2.3,1,2710,100,2078,1,963,1222,2185,2,2,1.35,1.576460362,1.35,1.320663979,0.833220849,-0.252768916,3.83,2.58,6.41,3.25,2.58,3.83,2.3,0.95,1,0.326104849,1.856017039,2.354624975,0.285285314,-0.088144846,0.537097401,-0.051813393,0.699468999,0.699468999,1,0,0,0,,,,,,,,,
875,4,156,3,108_chilli_nuts.png,2.45,42_dairy_milk_fruit_and_nut.png,1.1,0,3318,82,1210,1,756,1430,2186,3,1,-1.35,-1.576460362,1.35,1.320663979,0.082383538,0.058957054,2.33,5,7.33,3.55,2.33,5,2.45,1.1,1,0.669242242,2.187777781,2.589207787,0.533060255,-0.219606211,1.140196334,0.90474156,0.482400549,0.482400549,0,1,1,1,,,,,,,,,
876,4,157,47,107_graze_scream.png,1.55,116_boots_caramels.png,0.05,0,1596,100,2070,1,193,911,1104,1,1,-1.5,-1.751622624,1.5,1.626216056,0.833220849,-0.823924721,2.58,2.58,5.16,1.6,2.58,2.58,1.55,0.05,1,-0.140114436,0.031332959,1.181710915,-1.201364331,-0.088144846,-0.107239066,-1.008368347,-0.107983689,0.107983689,1,0,0,1,,,,,,,,,
877,4,158,4,51_smarties.png,0.95,11_lindt_orange.png,1.55,1,2020,100,1422,1,536,496,1032,1,2,0.6,0.70064905,0.6,-0.207096408,0.833220849,-0.606536874,5,5,10,2.5,5,5,1.55,0.95,1,1.665086633,1.026615185,1.181710915,0.285285314,1.184401173,1.140196334,-1.008368347,0.251699781,0.251699781,1,1,1,1,,,,,,,,,
878,4,159,51,45_gb_ginger.png,1.25,10_hula_hoops_bbq_beef.png,0,0,1498,100,1129,1,456,806,1262,1,1,-1.25,-1.45968552,1.25,1.116962594,0.833220849,-0.874170026,3.58,0,3.58,1.25,3.58,0,1.25,0,1,-0.729415611,-0.35572124,0.712545291,-1.283955978,0.437700617,-1.437149534,-1.008368347,0.167808593,0.167808593,1,1,1,1,,,,,,,,,
879,4,160,36,44_walkers_french_fries.png,0.35,115_shapers_blueberry.png,0.8,1,3854,48,1894,1,345,1504,1849,2,2,0.45,0.525486787,0.45,-0.512648485,-1.335864715,0.333768106,2.33,0,2.33,1.15,0,2.33,0.8,0.35,1,-1.195634895,-0.466308154,0.008796855,-0.70581445,-1.444826138,-0.236106359,-0.051813393,0.051409569,0.051409569,0,0,1,1,,,,,,,,,
880,4,161,19,102_propercorn_worcester.png,0.05,48_mentos_mint.png,0.65,1,4482,84,2519,2,413,1860,2273,2,2,0.6,0.70064905,0.6,-0.207096408,0.165809906,0.655748219,3.33,5,8.33,0.7,5,3.33,0.65,0.05,0,1.04221767,-0.963949267,-0.225785957,-1.201364331,1.184401173,0.279362814,-0.051813393,0.122717079,0.122717079,0,1,0,1,,,,,,,,,
881,4,162,55,58_walnut_whip.png,0.65,103_nakd_berry.png,0.8,1,2049,100,1000,2,1224,516,1740,1,2,0.15,0.175162262,0.15,-1.12375264,0.833220849,-0.591668366,1.58,3.83,5.41,1.45,3.83,1.58,0.8,0.65,0,-0.046870579,-0.134547412,0.008796855,-0.210264568,0.569161982,-0.62270824,-1.008368347,0.973164001,0.973164001,1,0,1,1,,,,,,,,,
882,4,163,26,52_discos_salt_vinegar.png,1.1,62_cadbury_wispa.png,0.65,0,2621,96,1399,2,581,1121,1702,3,1,-0.45,-0.525486787,0.45,-0.512648485,0.666368113,-0.298399855,1.08,3.75,4.83,1.75,1.08,3.75,1.1,0.65,0,-0.263196327,0.19721333,0.477962479,-0.210264568,-0.876913039,0.495859867,0.90474156,0.298888575,0.298888575,1,0,0,1,,,,,,,,,
883,4,164,43,24_twix.png,1.1,32_snickers.png,0.95,0,3313,56,1086,2,234,1545,1779,3,1,-0.15,-0.175162262,0.15,-1.12375264,-1.002159244,0.056393518,5,5,10,2.05,5,5,1.1,0.95,0,1.665086633,0.528974072,0.477962479,0.285285314,1.184401173,1.140196334,0.90474156,-0.064989455,0.064989455,0,1,1,1,,,,,,,,,
884,4,165,21,2_maynards_winegums.png,1.55,59_crunchie.png,0.95,0,1616,100,2482,2,-31,1069,1038,1,1,-0.6,-0.70064905,0.6,-0.207096408,0.833220849,-0.813670578,5,2.33,7.33,2.5,5,2.33,1.55,0.95,0,0.669242242,1.026615185,1.181710915,0.285285314,1.184401173,-0.236106359,-1.008368347,-0.342879017,0.342879017,1,0,0,1,,,,,,,,,
885,4,166,28,19_pistachios.png,2.45,48_mentos_mint.png,0.65,1,1869,100,2293,2,849,784,1633,2,2,-1.8,-2.101947149,1.8,2.237320211,0.833220849,-0.683955659,4.33,5,9.33,3.1,5,4.33,0.65,2.45,1,1.415193097,1.690136668,-0.225785957,2.763034723,1.184401173,0.794831988,-0.051813393,0.579924056,0.579924056,1,0,0,1,,,,,,,,,
886,4,167,31,39_milkyway.png,0.8,44_walkers_french_fries.png,0.35,1,4355,50,1808,2,60,1860,1920,2,2,-0.45,-0.525486787,0.45,-0.512648485,-1.252438347,0.590634406,1.08,2.33,3.41,1.15,2.33,1.08,0.35,0.8,1,-0.792821434,-0.466308154,-0.694951581,0.037510373,-0.219606211,-0.880442826,-0.051813393,-0.24745279,0.24745279,0,0,0,1,,,,,,,,,
887,4,168,48,26_yorkie.png,0.05,53_eat_natural_almond_apricot.png,0.95,0,1976,52,2958,2,211,1268,1479,2,2,0.9,1.050973575,0.9,0.404007747,-1.169011979,-0.62909599,0,2.58,2.58,1,0,2.58,0.05,0.95,1,-1.102391039,-0.632188525,-1.164117204,0.285285314,-1.444826138,-0.107239066,-0.051813393,-0.089108172,0.089108172,0,1,1,1,,,,,,,,,
888,4,169,50,117_yogurt_raisins.png,0.05,54_milkyway_magic_stars.png,0.95,0,1653,100,1101,2,569,957,1526,1,1,0.9,1.050973575,0.9,0.404007747,0.833220849,-0.794700412,0,0.83,0.83,1,0,0.83,0.05,0.95,1,-1.755098037,-0.632188525,-1.164117204,0.285285314,-1.444826138,-1.00931012,-1.008368347,0.286304896,0.286304896,1,0,1,1,,,,,,,,,
889,4,170,49,55_bassetts_licorice_allsorts.png,0.5,14_maltesers.png,1.25,0,2198,100,1433,2,36,876,912,3,1,0.75,0.875811312,0.75,0.098455669,0.833220849,-0.515274995,0,5,5,1.75,0,5,0.5,1.25,1,-0.199790504,0.19721333,-0.460368769,0.780835196,-1.444826138,1.140196334,0.90474156,-0.272620146,0.272620146,1,1,0,1,,,,,,,,,
890,4,171,38,5_caramello.png,0.8,50_nakd_rhubarb_and_custard.png,0.35,1,1692,100,1779,2,368,418,786,1,2,-0.45,-0.525486787,0.45,-0.512648485,0.833220849,-0.774704831,3.83,3.83,7.66,1.15,3.83,3.83,0.35,0.8,1,0.792324133,-0.466308154,-0.694951581,0.037510373,0.569161982,0.537097401,-1.008368347,0.075528286,0.075528286,1,1,0,1,,,,,,,,,
891,4,172,52,43_mccoys_steak_crisps.png,0,64_nestle_aero_mint.png,0.95,0,1836,100,1517,2,-316,866,550,1,1,0.95,1.109360995,0.95,0.505858439,0.833220849,-0.700874997,1.08,3.83,4.91,0.95,1.08,3.83,0,0.95,1,-0.233358292,-0.687481982,-1.242311475,0.285285314,-0.876913039,0.537097401,-1.008368347,-0.641741375,0.641741375,1,1,0,1,,,,,,,,,
892,4,173,22,39_milkyway.png,0.8,103_nakd_berry.png,0.8,1,1472,100,2536,2,1204,450,1654,2,2,0,4.32E-18,0,-1.429304717,0.833220849,-0.887500412,1.08,3.83,4.91,1.6,3.83,1.08,0.8,0.8,1,-0.233358292,0.031332959,0.008796855,0.037510373,0.569161982,-0.880442826,-0.051813393,0.952191204,0.952191204,1,1,0,1,,,,,,,,,
893,4,174,32,108_chilli_nuts.png,2.45,113_walkers_cheese.png,0.65,1,4448,54,2306,2,-428,2182,1754,4,2,-1.8,-2.101947149,1.8,2.237320211,-1.085585611,0.638316175,2.33,5,7.33,3.1,5,2.33,0.65,2.45,1,0.669242242,1.690136668,-0.225785957,2.763034723,1.184401173,-0.236106359,1.861296514,-0.759189039,0.759189039,0,1,0,1,,,,,,,,,
894,4,175,47,116_boots_caramels.png,0.05,107_graze_scream.png,1.55,0,1249,100,1618,2,-165,633,468,1,1,1.5,1.751622624,1.5,1.626216056,0.833220849,-1.001834115,2.58,2.58,5.16,1.6,2.58,2.58,0.05,1.55,1,-0.140114436,0.031332959,-1.164117204,1.276385077,-0.088144846,-0.107239066,-1.008368347,-0.483396757,0.483396757,1,1,1,1,,,,,,,,,
895,4,176,17,36_nature_valley_protein_bars.png,0.5,58_walnut_whip.png,0.65,0,5278,38,1661,2,-572,2430,1858,2,1,0.15,0.175162262,0.15,-1.12375264,-1.752996554,1.063863139,3.33,1.58,4.91,1.15,3.33,1.58,0.5,0.65,1,-0.233358292,-0.466308154,-0.460368769,-0.210264568,0.306239251,-0.62270824,-0.051813393,-0.910193178,0.910193178,0,1,1,1,,,,,,,,,
896,4,177,46,41_jelly_babies_berry_mix.png,0,111_propercorn_sweetnsalty.png,0.95,0,2021,100,960,2,7,1235,1242,1,1,0.95,1.109360995,0.95,0.505858439,0.833220849,-0.606024167,0.58,5,5.58,0.95,0.58,5,0,0.95,1,0.016535244,-0.687481982,-1.242311475,0.285285314,-1.13983577,1.140196334,-1.008368347,-0.303030702,0.303030702,1,1,0,1,,,,,,,,,
897,4,178,29,15_jacobs_mini_cheddars.png,0.95,115_shapers_blueberry.png,0.8,1,7385,46,1308,2,-1945,3672,1727,4,2,-0.15,-0.175162262,0.15,-1.12375264,-1.419291083,2.144137181,3.83,0,3.83,1.75,0,3.83,0.8,0.95,1,-0.636171754,0.19721333,0.008796855,0.285285314,-1.444826138,0.537097401,1.861296514,-2.349975699,2.349975699,0,0,0,1,,,,,,,,,
898,4,179,41,45_gb_ginger.png,1.25,18_galaxy_bar.png,0.95,0,2576,92,1166,2,326,1294,1620,3,1,-0.3,-0.350324525,0.3,-0.818200563,0.499515377,-0.321471678,3.58,5,8.58,2.2,3.58,5,1.25,0.95,0,1.135461526,0.694854443,0.712545291,0.285285314,0.437700617,1.140196334,0.90474156,0.031485412,0.031485412,1,1,1,1,,,,,,,,,
899,4,180,37,62_cadbury_wispa.png,0.65,117_yogurt_raisins.png,0.05,1,1866,100,970,2,953,500,1453,2,2,-0.6,-0.70064905,0.6,-0.207096408,0.833220849,-0.685493781,3.75,0,3.75,0.7,0,3.75,0.05,0.65,1,-0.666009788,-0.963949267,-1.164117204,-0.210264568,-1.444826138,0.495859867,-0.051813393,0.688982601,0.688982601,1,0,0,1,,,,,,,,,
900,4,181,45,53_eat_natural_almond_apricot.png,0.95,52_discos_salt_vinegar.png,1.1,1,4400,100,1084,2,-170,1824,1654,6,2,0.15,0.175162262,0.15,-1.12375264,0.833220849,0.61370623,2.58,1.08,3.66,2.05,1.08,2.58,1.1,0.95,0,-0.699577577,0.528974072,0.477962479,0.285285314,-0.876913039,-0.107239066,3.77440642,-0.488639956,0.488639956,1,0,1,1,,,,,,,,,
901,4,182,39,40_nestle_rolo.png,0.05,13_fruit_pastilles.png,0,1,1694,100,2509,2,1181,430,1611,2,2,-0.05,-0.058387421,0.05,-1.327454025,0.833220849,-0.773679417,1.08,2,3.08,0.05,2,1.08,0,0.05,1,-0.915903325,-1.682764207,-1.242311475,-1.201364331,-0.393135214,-0.880442826,-0.051813393,0.928072488,0.928072488,1,1,0,1,,,,,,,,,
902,4,183,25,19_pistachios.png,2.45,112_lindt_extra_creamy.png,1.55,1,2222,100,1232,2,1298,718,2016,2,2,-0.9,-1.050973575,0.9,0.404007747,0.833220849,-0.502970023,4.33,5,9.33,4,5,4.33,1.55,2.45,1,1.415193097,2.685418894,1.181710915,2.763034723,1.184401173,0.794831988,-0.051813393,1.050763351,1.050763351,1,1,0,1,,,,,,,,,
903,4,184,53,104_graze_sriracha.png,0.05,23_kp_grazing_mix.png,1.4,0,1475,100,1628,2,428,832,1260,1,1,1.35,1.576460362,1.35,1.320663979,0.833220849,-0.885962291,1.08,1.83,2.91,1.45,1.08,1.83,0.05,1.4,1,-0.979309147,-0.134547412,-1.164117204,1.028610137,-0.876913039,-0.493840946,-1.008368347,0.138446677,0.138446677,1,1,1,1,,,,,,,,,
904,4,185,24,20_crunch.png,1.1,107_graze_scream.png,1.55,0,4503,100,621,2,-617,2529,1912,2,1,0.45,0.525486787,0.45,-0.512648485,0.833220849,0.66651507,5,2.58,7.58,2.65,5,2.58,1.1,1.55,1,0.762486099,1.192495555,0.477962479,1.276385077,1.184401173,-0.107239066,-0.051813393,-0.957381972,0.957381972,1,1,0,1,,,,,,,,,
905,4,186,56,63_kitkat.png,0.65,34_hobnob_flapjack.png,0.2,1,1636,100,1430,2,1255,452,1707,2,2,-0.45,-0.525486787,0.45,-0.512648485,0.833220849,-0.803416434,5,1.33,6.33,0.85,1.33,5,0.2,0.65,1,0.296266815,-0.798068896,-0.929534392,-0.210264568,-0.745451673,1.140196334,-0.051813393,1.005671837,1.005671837,1,1,1,1,,,,,,,,,
906,4,187,16,43_mccoys_steak_crisps.png,0,113_walkers_cheese.png,0.65,0,1509,100,1284,2,353,765,1118,1,1,0.65,0.759036471,0.65,-0.105245716,0.833220849,-0.868530246,1.08,5,6.08,0.65,1.08,5,0,0.65,1,0.203022958,-1.019242724,-1.242311475,-0.210264568,-0.876913039,1.140196334,-1.008368347,0.059798688,0.059798688,1,1,0,1,,,,,,,,,
907,4,188,27,2_maynards_winegums.png,1.55,34_hobnob_flapjack.png,0.2,0,1361,100,1453,2,470,772,1242,1,1,-1.35,-1.576460362,1.35,1.320663979,0.833220849,-0.94441091,5,1.33,6.33,1.75,5,1.33,1.55,0.2,0,0.296266815,0.19721333,1.181710915,-0.953589391,1.184401173,-0.751575533,-1.008368347,0.182489551,0.182489551,1,1,0,1,,,,,,,,,
908,4,189,20,104_graze_sriracha.png,0.05,56_marshmallows.png,0.35,0,1715,100,2593,2,555,980,1535,1,1,0.3,0.350324525,0.3,-0.818200563,0.833220849,-0.762912566,1.08,1.33,2.41,0.4,1.08,1.33,0.05,0.35,1,-1.165796861,-1.295710009,-1.164117204,-0.70581445,-0.876913039,-0.751575533,-1.008368347,0.271623938,0.271623938,1,1,0,1,,,,,,,,,
909,4,190,30,25_wonderful_almonds.png,1.4,47_daim.png,0.65,1,2088,100,2575,2,1420,714,2134,2,2,-0.75,-0.875811312,0.75,0.098455669,0.833220849,-0.571672786,1.33,0,1.33,2.05,0,1.33,0.65,1.4,1,-1.568610323,0.528974072,-0.225785957,1.028610137,-1.444826138,-0.751575533,-0.051813393,1.178697413,1.178697413,1,0,1,1,,,,,,,,,
