parcode,trial,fix_item,fix_time
0,0,0,601
0,0,1,878
0,0,2,694
0,0,1,1154
0,1,3,215
0,1,1,686
0,1,2,1488
0,1,1,632
0,1,2,403
0,2,3,339
0,2,1,1108
0,2,2,2244
0,3,3,277
0,3,1,626
0,3,2,2328
0,3,1,948
0,3,2,782
0,3,1,1936
0,3,0,238
0,3,1,1009
0,4,1,202
0,4,0,480
0,4,1,826
0,4,2,1582
0,4,1,2066
0,4,2,596
0,4,1,807
0,5,3,336
0,5,1,738
0,5,2,954
0,5,0,204
0,5,1,2582
0,5,2,340
0,5,1,441
0,6,3,250
0,6,1,732
0,6,2,1488
0,7,3,281
0,7,1,818
0,7,0,226
0,7,2,2300
0,7,1,1214
0,7,2,1252
0,8,3,273
0,8,0,176
0,8,1,576
0,8,2,1118
0,8,1,1194
0,8,2,1332
0,9,3,506
0,9,1,594
0,9,2,2901
0,10,3,308
0,10,1,698
0,10,2,1182
0,10,1,1113
0,11,3,277
0,11,1,820
0,11,2,1058
0,11,1,712
0,12,3,239
0,12,1,810
0,12,2,938
0,12,1,648
0,12,2,482
0,13,3,205
0,13,1,1366
0,13,2,1388
0,13,1,876
0,13,2,818
0,13,1,1772
0,13,2,568
0,13,0,156
0,13,2,494
0,13,1,1552
0,13,2,1229
0,14,3,260
0,14,1,972
0,14,2,1006
0,14,1,516
0,15,3,261
0,15,1,734
0,15,2,956
0,15,1,1542
0,15,2,1354
0,15,1,468
0,15,2,521
0,16,3,373
0,16,1,892
0,16,2,1890
0,16,1,312
0,16,2,464
0,17,3,330
0,17,1,1364
0,17,2,1908
0,18,3,268
0,18,1,702
0,18,2,1474
0,18,1,1010
0,18,2,1712
0,18,1,508
0,19,3,371
0,19,1,570
0,19,2,1626
0,20,3,262
0,20,1,612
0,20,2,648
0,20,1,575
0,21,3,253
0,21,1,822
0,21,2,1542
0,21,1,1024
0,22,3,248
0,22,0,146
0,22,1,806
0,22,2,1348
0,22,1,1516
0,22,2,486
0,23,3,239
0,23,1,656
0,23,2,2078
0,24,3,278
0,24,1,826
0,24,2,1300
0,24,1,420
0,25,3,399
0,25,1,802
0,25,2,820
0,25,1,842
0,25,2,354
0,25,1,426
0,26,3,58
0,26,0,208
0,26,1,750
0,26,2,1172
0,27,3,234
0,27,1,566
0,27,2,1680
0,27,1,362
0,27,2,479
0,28,3,278
0,28,1,780
0,28,2,1028
0,28,1,2228
0,28,2,2028
0,28,1,442
0,29,3,271
0,29,1,676
0,29,2,1092
0,29,1,275
0,30,3,288
0,30,1,728
0,30,2,798
0,30,1,1138
0,31,3,220
0,31,1,782
0,31,2,938
0,31,1,3064
0,31,2,2876
0,31,1,508
0,32,3,239
0,32,0,144
0,32,1,1364
0,32,2,1090
0,32,1,1596
0,32,2,908
0,33,2,240
0,33,1,732
0,33,2,1211
0,34,3,245
0,34,1,828
0,34,2,1672
0,34,1,462
0,35,3,213
0,35,1,680
0,35,2,1258
0,35,1,356
0,35,2,717
0,36,3,248
0,36,0,216
0,36,1,896
0,36,2,760
0,36,1,916
0,36,2,440
0,37,3,245
0,37,1,866
0,37,2,752
0,37,1,432
0,38,3,240
0,38,1,876
0,38,2,1324
0,38,1,1073
0,39,3,258
0,39,1,670
0,39,2,642
0,39,1,1170
0,39,2,1718
0,40,3,305
0,40,1,896
0,40,2,1147
0,41,3,261
0,41,1,1074
0,41,2,616
0,41,0,244
0,41,1,614
0,42,3,192
0,42,1,694
0,42,2,618
0,42,1,488
0,43,1,589
0,43,2,945
0,44,3,244
0,44,1,680
0,44,2,1144
0,44,1,955
0,45,3,228
0,45,1,620
0,45,2,638
0,45,1,1006
0,45,2,526
0,45,1,434
0,46,3,236
0,46,1,912
0,46,2,1546
0,46,1,732
0,46,2,535
0,47,3,265
0,47,1,692
0,47,2,866
0,47,1,410
0,47,2,403
0,48,3,203
0,48,1,768
0,48,2,927
0,49,3,236
0,49,1,704
0,49,2,785
0,50,3,230
0,50,1,540
0,50,2,770
0,50,1,1180
0,50,2,692
0,50,1,394
0,50,2,530
0,51,3,257
0,51,1,670
0,51,2,622
0,51,1,488
0,52,3,228
0,52,1,856
0,52,2,942
0,52,1,453
0,53,3,213
0,53,1,754
0,53,2,1202
0,53,1,694
